year;month;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
1974;1;0.6341463414634148;0.6296296296296295;0.6375000000000001;0.625;0.625;0.6125;0.6075949367088608;0.6153846153846154;0.6025641025641025;0.5921052631578947;0.5584415584415584;0.5394736842105263;0.5263157894736842;0.5066666666666667;0.5;0.4794520547945205;0.46575342465753417;0.4520547945205479;0.4383561643835617;0.4054054054054055;0.3866666666666667;0.3684210526315789;0.35526315789473684;0.35064935064935066;0.3205128205128205;0.3076923076923077;0.27848101265822783;0.26582278481012656;0.23750000000000004;0.21250000000000002;0.2459016393442623
1974;2;0.17073170731707318;0.16049382716049382;0.1375;0.125;0.11250000000000002;0.1;0.08860759493670886;0.08974358974358976;0.07692307692307693;0.06578947368421052;0.06493506493506494;0.06578947368421052;0.06578947368421052;0.06666666666666667;0.05405405405405406;0.0547945205479452;0.0547945205479452;0.0547945205479452;0.0547945205479452;0.05405405405405406;0.053333333333333344;0.039473684210526314;0.039473684210526314;0.03896103896103896;0.038461538461538464;0.038461538461538464;0.03797468354430379;0.03797468354430379;;;
1974;3;0.03658536585365854;0.037037037037037035;0.037500000000000006;0.02500000000000001;0.02500000000000001;0.02500000000000001;0.025316455696202528;0.025641025641025647;0.025641025641025647;0.02631578947368421;0.02597402597402597;0.02631578947368421;0.02631578947368421;0.026666666666666672;0.013513513513513514;0.0273972602739726;0.0273972602739726;0.0273972602739726;0.0273972602739726;0.02702702702702703;0.026666666666666672;0.02631578947368421;0.013157894736842105;0.012987012987012977;0.01282051282051283;0.01282051282051283;0.012658227848101264;0.012658227848101264;0.012500000000000011;0.012500000000000011;0.0
1974;4;0.012195121951219523;0.012345679012345678;0.012500000000000011;0.012500000000000011;0.012500000000000011;0.012500000000000011;0.012658227848101264;0.01282051282051283;0.01282051282051283;0.013157894736842105;0.012987012987012977;0.013157894736842105;0.013157894736842105;0.013333333333333336;0.013513513513513514;0.0136986301369863;0.0136986301369863;0.0136986301369863;0.0136986301369863;0.013513513513513514;0.013333333333333336;0.013157894736842105;0.013157894736842105;0.012987012987012977;0.01282051282051283;0.01282051282051283;0.012658227848101264;0.012658227848101264;0.012500000000000011;0.012500000000000011;
1974;5;0.024390243902439032;0.037037037037037035;0.037500000000000006;0.037500000000000006;0.05;0.0625;0.07594936708860758;0.10256410256410256;0.11538461538461539;0.11842105263157894;0.11688311688311688;0.10526315789473682;0.09210526315789473;0.09333333333333334;0.0945945945945946;0.0958904109589041;0.0958904109589041;0.0958904109589041;0.0821917808219178;0.08108108108108109;0.08;0.07894736842105264;0.09210526315789473;0.10389610389610389;0.14102564102564102;0.1794871794871795;0.20253164556962022;0.2151898734177215;0.22500000000000003;0.22500000000000003;0.27868852459016397
1974;6;0.24390243902439024;0.25925925925925924;0.2625;0.25;0.25;0.21250000000000002;0.2151898734177215;0.1923076923076923;0.1794871794871795;0.17105263157894735;0.16883116883116883;0.1842105263157895;0.21052631578947367;0.28;0.32432432432432434;0.3424657534246575;0.3424657534246575;0.3698630136986301;0.3835616438356164;0.3783783783783784;0.4;0.42105263157894735;0.4473684210526315;0.4545454545454546;0.47435897435897434;0.47435897435897434;0.4810126582278481;0.49367088607594933;0.5125000000000001;0.525;
1974;7;0.524390243902439;0.5061728395061729;0.5125000000000001;0.5125000000000001;0.5125000000000001;0.5125000000000001;0.5063291139240507;0.5;0.4871794871794871;0.5;0.49350649350649356;0.5;0.48684210526315785;0.4933333333333334;0.4864864864864865;0.4794520547945205;0.4931506849315069;0.4931506849315069;0.5068493150684932;0.5135135135135136;0.52;0.5394736842105263;0.5657894736842105;0.5584415584415584;0.5641025641025641;0.5641025641025641;0.5569620253164557;0.569620253164557;0.5625;0.5625;0.7213114754098361
1974;8;0.5487804878048781;0.5555555555555556;0.5625;0.55;0.55;0.55;0.5569620253164557;0.5641025641025641;0.5384615384615384;0.5526315789473684;0.5454545454545455;0.5394736842105263;0.5394736842105263;0.56;0.5540540540540542;0.5616438356164384;0.5616438356164384;0.5616438356164384;0.5616438356164384;0.5540540540540542;0.5466666666666667;0.5263157894736842;0.5263157894736842;0.5194805194805195;0.5128205128205128;0.5;0.49367088607594933;0.4810126582278481;0.48750000000000004;0.475;0.6065573770491803
1974;9;0.4634146341463415;0.48148148148148145;0.48750000000000004;0.5;0.5;0.5125000000000001;0.5189873417721519;0.5128205128205128;0.5256410256410257;0.5263157894736842;0.5194805194805195;0.5131578947368421;0.5263157894736842;0.5333333333333334;0.5405405405405406;0.5342465753424657;0.5342465753424657;0.5616438356164384;0.5753424657534245;0.5675675675675677;0.6000000000000001;0.5921052631578947;0.6052631578947368;0.5974025974025974;0.6025641025641025;0.6153846153846154;0.6075949367088608;0.6075949367088608;0.6000000000000001;0.6125;
1974;10;0.5975609756097562;0.6049382716049383;0.6125;0.6125;0.6125;0.6125;0.6329113924050632;0.641025641025641;0.641025641025641;0.6578947368421052;0.6493506493506493;0.6710526315789473;0.6710526315789473;0.68;0.6891891891891893;0.7123287671232876;0.7397260273972601;0.7534246575342465;0.7671232876712328;0.7567567567567568;0.7466666666666667;0.75;0.75;0.7402597402597403;0.7307692307692307;0.7307692307692307;0.7215189873417721;0.7215189873417721;0.7125;0.7125;0.9180327868852459
