Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
1997,22283,23818,19792,17837,11285,12947,8512,9149,11534,13126,10077,7289
1998,6456,8733,5724,3695,2806,7158,8589,7642,10039,8437,3177,3049
1999,9022,7938,7337,3315,1428,914,8374,10991,8094,6210,3240,5648
2000,5765,24686,21945,13592,6413,5382,9756,10614,9394,6840,4259,2755
2001,7986,16188,16188,8777,4438,2420,3401,3670,4767,3102,3270,2775
2002,15503,19478,21961,13326,9744,7825,6659,8697,6454,3591,3108,2412
2003,5377,5931,7848,6369,6429,6317,13101,14524,12702,5051,2620,1368
2004,9836,19679,16806,9882,8365,6140,5003,3894,3662,2288,583,100307
2005,7595,13696,11344,5219,2583,1719,3652,3745,2713,1616,1849,692
2006,4883,11839,9178,5538,1611,1038,1330,1169,699,412,372,131
2007,6892,131,6318,3095,5013,1660,3280,2087,531,0,0,21466
2008, 990.176, 1.352.570, 1.449.030, 857.185, 433.695, 64.323, 461, 1.011, 8.030, 7.476, 17.410, 17.389
2009,29151,13475,25976,9480,5988,5614,1505,2849,3985,8680,10393,1334
2010,605,1278,235,257,1070,7282,4013,6678,6034,15306,9341,1650
2011,1066,3078,4241,512,4290,3333,12735,9354,9296,12682,5238,8282
2012,2195,2432,664,237,3800,13793,8326,14336,5959,8051,3406,5672
2013,1558,2521,5552,0,5712,1062,428,1755,4378,3364,444,164
2014,109,65,0,0,10,0,0,0,137836,0,12,0
2015,0,0,0,0,13398,0,0,0,0,0,0,0
2016,0,146,146,168,42,1578,532,3,0,0,0,0
2017,0,8,8,0,0,0,0,0,0,0,0,0
SOYA,,,,,,,,,,,,
1996,11600,12200,21400,17800,17700,12700,9700,9800,12900,8500,4400,78400
1997,25465,30218,19622,24146,15684,12766,16119,17076,16089,14456,20147,13027
1998,46559,17784,14370,7915,3188,3354,4769,8085,3666,1375,9069,6931
1999,6738,5699,3272,1091,802,4084,10663,114279,113538,17027,10791,6683
2000,15719,9359,9434,5137,7931,9493,18290,18925,23066,23863,19373,20546
2001,18983,16007,9648,7702,2090,3629,4569,2902,4277,3788,2988,4031
2002,14618,15416,15558,8659,7752,10519,4407,7640,6149,4042,4205,5460
2003,12021,7970,3285,3012,1475,4206,5591,9089,4296,9379,4585,2401
2004,3507,2930,2475,2010,1524,555,1141,4358,3899,2551,1594,2435
2005,6407,28790,39917,5914,1004,763,3133,34303,25978,21050,1276,3773
2006,8324,5690,867,382,120,396,1352,697,263,342,1500,2711
2007,7155,3039,3962,2495,1629,8009,5604,6884,2912,343,152,5163
2008, 8.531, 4.936, 2.891, 4.372, 4.327, 6.206, 2.082, 8.376, 3.000, 280, 125, 5.204
2009,6790,3107,1389,7985,9295,507,3584,2849,7155,3398,2759,1052
2010,2660,1852,482,703,5671,5725,5151,4553,2611,4035,4774,12349
2011,12590,11099,8708,3541,6308,5419,5914,8844,10613,5723,3964,3816
2012,3564,8193,5495,2519,2818,2064,854,2015,8380,4447,9611,6469
2013,9439,6305,2089,1981,2137,1486,607,7,2115,1600,5266,5857
2014,8559,2808,556,6591,2770,1381,6849,2529,11861,12430,10217,12980
2015,6201,2494,4949,9970,4641,6187,5666,2227,4587,6306,0,670
2016,6061,1068,1590,7043,4537,9384,12053,8103,1819,2289,6371,10941
2017,4310,2449,3555,3525,9219,2538,8910,4949,531,462,202,202
AJONJOLÍ,,,,,,,,,,,,
1996,800,900,800,500,400,500,400,300,400,200,200,300
1997,1407,1431,1085,748,1011,1087,1400,1115,853,550,350,2134
1998,1978,2516,2338,1979,1695,1479,1213,881,564,371,300,429
1999,1026,1252,1205,1152,959,760,790,497,392,273,305,288
2000,357,335,2516,2501,1558,1553,740,1024,6,9,9,233
2001,474,653,639,602,631,678,614,444,490,390,461,506
2002,699.3203845011956,679.4764025844837,650.6996682325768,504.425639694933,402.81947514716154,396.13162866046054,473,1399,1830,1753,1705,158
2003,179,191,134,15,31,25,12,2,0,0,0,52
2004,167,167,147,130,80,118,131,303,304,256,236,363
2005,413,385,348,252,251,181,339,315,160,0,0,8247
2006,11225,11229,3489,3026,2628,1374,239,189,1549,80,2066,2347
2007,254,76,236,236,225,708,565,525,715,118,61,637
2008,607,13,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,79,79,49,49
2012,34,0,106,106,153,153,153,153,153,133,0,0
2013,0,0,20,0,0,20,0,7293,864,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,1,1,1,0,1,5,0
2016,0,2,1,1,0,0,1,580,1,0,0,3
2017,216.15,175,158,143,128,139,5379,5260,4992,5147,5350,5039
TRIGO IMPORTADO,,,,,,,,,,,,
1996,16400,17700,21500,35300,17900,11200,12800,14900,18900,29500,12900,13700
1997,12824,3828,11231,17747,15080,15351,19682,23518,12043,10875,10416,8792
1998,11818,13957,24835,11379,11849,25514,20081,16976,19942,23336,25757,29276
1999,13255,15497,17242,22806,20652,19108,20745,14097,15607,16950,27576,25619
2000,11505,15846,21899,18217,16892,26253,13751,5834,15702,13353,16271,35362
2001,18901,28904,36024,36283,17849,36606,14729,12694,34176,33578,37977,37280
2002,20712.846949268696,58936,88018,70458,20673,26946,7565,24105,28775,26710,25575,32408
2003,27679,20656,31931,17224,23828,35067,31055,86990,89975,66302,98299,107864
2004,21449,22477,31228,61547,64299,26955,6209,806289,345826,13956,13956,16054
2005,44260,42953,44028,39401,7837,16266,9049,828889,833977,451789,9980,8359
2006,16736,2233425,26761,36778,41691,35721,25688,45204,21107,43363,24661,25893
2007,20979,31008,41778,50643,31472,34702,11474,18241,10836,5196,387046,693503
2008, 1.483.920, 806.976, 1.145.634, 1.977.195, 2.667.820, 2.168.179, 39.937, 32.254, 36.029, 32.860, 22.282, 19.752
2009,27415,22102,13415,28251,32617,31366,34034,26914,23472,39426,27136,17567
2010,17315,27953,23988,33778,24376,40169,28541,41321,41988,29897,25354,32477
2011,33919,38185,23796,64810,41800,47826,35788,37222,39507,38181,29473,40507
2012,40510,31863,46135,59351,47929,48893,27795,41356,22879,12495,40628,36679
2013,26262,33932,21971,31791,43493,40339,43226,38226,39467,17959,18426,18919
2014,14694,16200,18447,11701,22054,18268,28118,30311,35502,29749,29184,24478
2015,23654,28322,26173,35298,26719,22367,22817,15536,15801,26115,30874,35779
2016,29190,26672,28669,25549,29575,230509,42227,27579,18989,28439,30397,42955
2017,37045,23541,20793,14955,17310,28045,36665,26215,19120,21867,17380,17098
FRÍJOL,,,,,,,,,,,,
1996,ND,ND,ND,5649,8685,6160,4455,5026,3631,2708,2285,1419
1997,1925,1588,2192,1626,6270,4803,1785,1596,1782,1221,995,971
1998,1194,2267,2438,2352,1068,1342,2038,3675,2736,1397,1057,1014
1999,770,3959,793,694,434,48997,1874,1936,2506,3611,1585,1892
2000,2790,4497,2923,2480,2480,4283,4063,7015,4316,4730,2606,2157
2001,2399,2671,2959,2849,1635,1669,5022,554,628,1169,1818,4089
2002,6572,4464.27764122622,5653.222561938691,4319,1541,9888,3067,2571,5339,4403,4968,5968
2003,4198,3928,2750,4849,12619,5911,7703,11827,14178,18398,12879,10886
2004,6975,5603,4671,453572,451203,466186,455078,588237,597600,593047,571446,558019
2005,551771,6706,526649,528535,493930,423836,321484,300785,201097,110739,81500,47122
2006,42134,7390,8306,3473,5930,6081,9052,9995,3328,6913,8200,5937
2007,2825,6334,11923,2451,7338,1298,1577,1866,72021,29890,29890,64974
2008, 64.611, 31.171, 433.400, 268.360, 30.090, 1.977, 2.053, 2.029, 1.982, 1.588, 96, 1.077
2009,880,244,843,1127,160,1123,853,711,346,155,257,1423
2010,1402,33566,1532,3650,2865,659,509,782,759,474,283,1060
2011,990,2978,2117,875,3844,3100,4261,2959,3109,2350,655,1688
2012,5213,4230,3551,1294,1833,1335,2051.5,127,51,51,51,175
2013,246,220,7432,5182,3634,978,6965,4216,2426,5362,282,281
2014,294,266,192,182,131,155,195,674,693,1553,1410,810
2015,563,1688,2963,3450,2432,3191,3181,3330,3550,3160,3664,3727
2016,17575,13754,14822,13684,12552,982232,688,724,1038,1537,1469,1234
2017,914,1575,1951,1446,699,397,2225,858,249,259,225,190
SEMILLA DE ALGODÓN,,,,,,,,,,,,
1996,5000,15400,17200,17300,15300,11900,12900,17300,15200,10000,5900,2300
1997,1100,4500,2100,5700,5400,9400,3000,300,400,200,200,300
1998,532,8919,10747,9803,5942,3686,2977,1956,ND,ND,ND,ND
1999,218,4627,7454,7307,3979,2192,416,930,580,399,216,105
2000,105,105,2066,2259,2022,1739,2402,2955,2547,1705,1937,776
2001,139,2256,4005,7662,6050,2403,3740,2247,4474,3832,2549,2042
2002,1339,1666,2939,3121,2848,2360,2210,2546,2203,2391,883,419
2003,23,1979,2699,2437,2586,1136,618,1874,5182,5387,7365,6121
2004,6618,5530,5004,1159,892,799,2327,4976,6526,5247,1791,392
2006,129,74,107,25,0,0,2599,3760,8886,154,3318,1289
2007,1,50,12,45111,3,144,224,5566,7310,6724,5691,6246
2008, 6.220, 4.910, 3.328, 1.800, 1.760, 1.712, 1.680, 1.632, 1.605, 1.616, 439, 116
2009,62,39,37,1,1,0,0,357,0,0,0,0
2010,0,0,0,0,0,0,0,0, 67, 387, 387, 387
2011,0,0,0,0,0,0,0,0,0,0,0,0
2012,224,151,3,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,2482,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0
2015,30,1088,2107,3044,3074,3135,1117,606,239,263,251,1070
2016,217,198,174,157,111,98,9,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0
TORTA DE SOYA,,,,,,,,,,,,
1996,ND,ND,ND,21070,19428,17252,15696,16711,13184,8870,3857,2092
1997,7603,7358,9770,12115,5164,2997,8877,98241,5187,7156,9310,165901
1998,13397,16936,11145,6780,6480,29931,7938,10284,16842,16964,23838,14344
1999,14653,12644,14208,6820,8655,11223,13678,17423,19913,14663,11553,13928
2000,14285,27075,32180,10435,28690,40740,28813,57960,55605,38680,49675,11995
2001,73280,65280,59760,49520,39377,43903,50601,35515,42629,39728,19020,19770
2002,83416,24429,4489,3130,4558,0,5214,4909,8438,6089,5823,14243
2003,13805,8250,8188,3289,1943,5525,8998,18551,12036,3547,8103,3503
2004,6367,6999,8490,6936,2783,3289,7602,11608,9539,8416,2366,0
2005,0,0,5082,4565,4500,2309,4826,5299,6075,7298,4690,4503
2006,7248,7175,4684,4807,6027,8189,5570,6685,6222,6666,13083,4035
2007,7042,4364,7635,5538,4940,5232,3859,5186,2529,1116,1543,883
2008, 4.360, 1.696, 3.780, 1.649, 2.654, 5.438, 2.604, 2.504, 3.388, 2.994, 3.074, 4.578
2009, 4.921, 1.543, 1.980, 1.571, 2.084, 3.509, 7.873, 8.055, 1.858, 2.274, 4.882, 541
2010, 361, 1.034, 2.503, 793, 341, 3.845, 1.817, 1.485, 1.406, 1.998, 2.226, 5.058
2011,2861,2268,5255,2101,3081,2699,3062,6089,46400,8705,6779,2688
2012,3511,1517,5396,1357,3103,8016,6261,4060,4237,1885,2571,5200
2013,6132,6877,7769,6050,8499,3626,3012,7378,1390,3568,2390,11771
2014,4370,2649,1081,1904,4658,2728,5478,4077,1895,1503,3116,5422
2015,2763,4323,4650,4431,5063,5722,4188,4688,4753,4209,2864,3069
2016,2884,4386,5426,3613,4614,5562,5107,3005,5930,997,2163,1451
2017,710,1632,1948,2034,3042,624,1933,2057,67,345,55,55
ARVEJA,,,,,,,,,,,,
1996,ND,ND,ND,5891,ND,7824,5990,5216,3337,2728,2553,3318
1997,36135,1512,1507,799,2097,4402,3488,1879,953,2603,1025,1257
1998,1978,1288,2487,1320,462,6,2252,4131,3006,2612,2056,1503
1999,4690,2901,2396,1716,668,838,619,393,394,253,601,41
2000,18,452,1277,578,915,72,545,2546,1558,2466,3682,1104
2001,5621,4786,5024,2931,2465,5163,8593,615,7441,5708,3437,2590
2002,2001,3261,3001,6971,6910,5410,3984,1363,4112.625,4376.578125,4516.025390625,4705.403564453125
2003,4405,3747.656485446863,2983,5416,9907,9234,8060,2776,1461,447,2886,2531
2004,4457,4456,9351,11308,10554,8285,6955,4703,4693,3975,2958,2993
2005,2101,1615,1239,5340,4561,17283,15531,40294,40175,3376,20934,11937
2006,21290,29901,55887,58131,53855,172347,53283,52885,22645,27436,1347,864
2007,1653,864,2643,2656,2331,1995,2660,2755,2234,745,1047,2249
2008, 2.255, 1.957, 2.405, 3.816, 5.369, 73.014, 3.725, 3.438, 2.898, 2.391, 2.552, 3.101
2009,2324,1784,1670,2088,1501,2347,2830,3341,2858,2301,1496,1004
2010,1348,2030,1705,1835,1904,2220,1816,2374,2433,1886,1470,2146
2011,1684,2273,2192,2171,1701,1242,816,632,637,277,243,923
2012,2574,2528,2250,1980,1536,1945,1729,1608,958,1713,1365,2369
2013,1793,1795,2350,1866,1488,1412,1027,679,383,856,643,126
2014,314,240,258,136,720,1721,1376,1407,1386,1391,1886,1453
2015,1934,1891,2004,1896,2028,3019,1622,1195,943,1355,856,292
2016,505,468,811,918,685,677,677,449,860,1071,17854,433
2017,418,432,375,448,322,550,592,666,685,602,537,310
LENTEJA,,,,,,,,,,,,
1996,ND,ND,ND,163,2758,2101,869,331,251,131,80,75
1997,893,88,69,63,78,1343,1299,1277,1252,1092,1018,801
1998,2282,1564,871,391,543,610,5293,4097,2699,1847,827,195
1999,2051,1857,2378,172,251,236,1225,368,11,8,10,1
2000,3,2975,204,307,862,722,473,830,811,2115,1679,963
2001,1472,1570,1068,1054,2348,1781,1119,15,102,508,12,304
2002,1070,2009,2774,2827,46,2817,1,22,3728,5176,3224,297
2003,881,9723,9089,1433,5260,5470,11227,5808,3188,3910,4215,3621
2004,6851,2967,4484,2712,1454,2239,2046,1319,903,915,753,5031
2005,3426,3090,3030,3141,2215,1751,1349,1562,1236,977,1021,3213
2006,2499,2174,2041,23517,1537,2882,5190,5157,5073,35087,25889,2427
2007,5402,2098,5539,119854,14116,14226,43040,83065,39996,639,522,23564
2008, 11.041, 1.186, 1.449, 3.835, 2.679, 3.006, 3.163, 2.913, 2.472, 2.709, 2.801, 2.305
2009,1857,410,120,1799,1379,3586,3444,2487,1545,944,1341,2018
2010,1766,973,3268,3780,5508,5123,4156,3025,2651,1909,4227,3996
2011,3498,3894,4148,3593,2920,4183,3293,3090,2138,1317,707,2185
2012,3925,4162,3987,3218,2569,2010,1737,1281,1802,1121,843,787
2013,750,1156,1355,1150,715,645,1353,1987,2837,2877,2214,1408
2014,1772,1339,1375,1044,1028,1745,1969,2745,2712,3154,3157,2974
2015,3610,2231,2164,3351,3229,1667,2044,1830,1442,1899,1392,1299
2016,1002,1316,1826,3019,2984,2874,2716,1142,440,141,138,70
2017,196,238,452,574,31546,725,857,853,875,706,539,523
LECHE EN POLVO,,,,,,,,,,,,
1996,ND,ND,ND,2203,1638,1353,2128,6990,9669,4472,6023,6351
1997,4535,4666,38556,3049,1196,634,645,457,299,332,228,611
1998,780,429,522,502,465,3005,1247,2151,3059,2743,2740,3290
1999,17218,15943,21406,19578,15007,16565,17273,13140,10343,9523,5815,2050
2000,441,410,2334,876,81,172,1075,746,579,813,531,539
2001,283,1129,1103,833,320,637,1326,1129,1182,4731,4405,6438
2002,4956,7917,7209,5087,8462,8645,7046,6538.688,6597.536192,4743.6285220479995,3998.8788440864632,4834.644522500535
2003,9815,9432,4915,2486,1818,2260,2369,9019,10039,4780,2567,1162
2004,739,292,170,62,164,520,509,607,672,1554,1565,2466
2005,1932,2173,3162,3600,2185,2676,5576,5662,4663,4084,42339,49614
2006,40301,7087,14848,3892,4252,3436,1800,4072,5207,2169,3905,3157
2007,1362,1684,770,463,5576,7412,6475,8317,22307,1026,1203,18954
2008, 18.040, 11.851, 13.799, 22.514, 34.282, 21.301, 4.288, 5.250, 6.095, 8.252, 9.953, 11.347
2009,8789,7686,6561,7775,9965,9143,10509,9807,10015,9758,171639,80022
2010,93180,107581,20856,10706,8309,6006,6056,18603,23684,55159,57577,21948
2011,13907,17016,1151,933,5618,6821,5698,4256,15568,42698,44699,28871
2012,30835,37383,11291,14820,28342,35438,46601,59883,88877,129027,160353,120600
2013,164736,159133,118914,81072,69625,90796,96874,76152,88050,87288,76728,55133
2014,84202,72289,46424,44427,51839,43640,75075,107751,62815,76963,65242,64891
2015,80784,71396,82404,113108,103381,58850,156226,134151,132193,36240,32896,25250
2016,85471,86846,106220,109768,94704,65333,58869,51661,3843,357,340,531
2017,318,236,668,820,796,1202,2339,2298,2301,4107,3836,3734
ACEITE CRUDO,,,,,,,,,,,,
1996,ND,ND,ND,9033,11338,16149,14966,155805,8716,7626,7048,14465
1997,5273,5952,9498,16089,60489,51681,62838,52885,48781,26250,11304,6353
1998,2433,3107,2880,2294,1956,3069,4594,2384,4306,12003,7519,2754
1999,3888,5125,2571,6468,7200,2948,8105,6782,7936,5551,3388,4541
2000,4410,4308,3283,989,3738,2162,858,5557,1008,2171,775,1703
2001,821,1413,1232,2974,857,783,718,219,859,2603,1450,1051
2002,762,713,1147,1143,1867,3865,976,725,692,706,1541,1010
2003,1024,998,2429.547182496246,2285.9152872734735,3777,4734,10712,11905,20626,6935,6405,4032
2004,1108,2579,3019,3345,1918,1176,1469,4293,1717,3852,3852,1197
2005,5638,2185,2942,634,12374,11133,4313,915,4158,667,1227,5209
2006,3130,4325,2139,1733,4074,1000,2814,4419,6934,3488,6064,4705
2007,34487,22223,15566,14025,34481,21288,17224,14277,23813,323,280,55458
2008, 33.059, 23.308, 1.527, 909, 1.739, 2.010, 2.062, 1.362, 1.081, 1.083, 647, 1.300
2009,373,1023,767,1047,742,2082,1290,1581,2114,1827,214,266
2010,161,98,152,111,128,963,1527,1966,1686,1458,25299,22075
2011,1553,1553,2014,2014,1964,1946,1736,1646,1291,1149,949,634
2012,634,634,889,1389,1389,1389,1639,251389,1631,1525,1525,1260
2013,800,1170,1366,1193,2402,1656,1441,5534,770,3667,1860,1050
2014,69529,63994,94756,69529,257280,201029,206871,173172,144712,280310,224889,5686
2015,214439,174326,164279,108906,279360,183487,202695,161483,193208,159385,91378,79999
2016,196759,181249,170080,170118,151696,66993,74108,132977,48213,31702,47341,82004
2017,81215.71,80461,78393,78147,78223,7590,8847,3719,364,360,305,715
CACAO,,,,,,,,,,,,
1996,ND,ND,ND,36,34,25,25,58,58,49,34,28
1997,31,31,28,21,16,14,14,8,8,14,8,8
1998,8,4,4,4,3,3,10,3,3,3,64,0
1999,11,11,11,11,5,5,5,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0
2001,12,0,0,0,0,0,0,36,35,32,143,232
2002,49,51,199,20,0,0,0,0,0,0,352,0
2003,0,33,1,593,1582,2104,1762,1341,894,390,276,955.9405044354876
2004,22606,25105,11925,1422,1541,1504,765,108,14,14,14,14
2005,279,333,436,451,323,683,362,37789,659,508,0,169
2006,523,768,495,275,137,589,623,54,15,0,0,6
2007,0,2,0,9807,14599,14326,18892,23502,29319,0,0,278450
2008, 397.665, 396.196, 5.300, 5.385, 85, 7.227, 1.037, 282, 3.696, 9.329, 9.329, 13.812
2009,24015,16953,783,8945,7581,10357,15895,14758,10078,0,0,0
2010,1610,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0
2012,1343,2345,2868,3126,2868,2820,3291,2917,2346,1759,1587,1441
2013,1365,1179,560,560,0,5,5,7,7,3,1259,35
2014,6,6,9,5,1,1,507,481,13,8,23,900
2015,9,6,20,82,18,9,114,96,38,28,76,96
2016,58,43,209,307,206,235,256,146,106,88,177,278
2017,755,1051,628,339,367,472,2449,2601,2025,1936,1850,2345
AZÚCAR CRUDO,,,,,,,,,,,,
1996,ND,ND,ND,2539,79,4117,4005,7065,5494,37243,27646,14095
1997,7438,7613,9190,3576,58311,60075,29200,39238,76922,34857,45831,29075
1998,30501,23706,10894,10295,3342,1552,4397,4447,4342,4844,5383,17363
1999,5017,5893,6983,6340,5480,14595,13857,19293,17679,16344,25899,30320
2000,28086,23017,26627,20579,17218,13110,13780,12401,9336,17745,14851,15225
2001,13081,7795,6559,5647,3596,7198,3691,4406,6822,4453,6562,7154
2002,3943,6669,13801,13247,10175,6669,13364,13919,34437,17426,16516,10512.090909090908
2003,8809,12855,48671,26133,13965,15383,10546.78958120006,9654,41981,15258,27439,29666
2004,32454,53147,64574,81758,66415,18180,10694,16253,7358,40019,43293,36950
2005,41489,80176,87095,94432,58607,54615,48561,77064,150585,149703,53086,58903
2006,78506,81927,56441,62550,48588,17493,20515,58873,98937,68200,71675,69921
2007,589430,617037,626803,646060,631657,759021,660273,768093,753367,19,147,671169
2008, 690.911, 594.025, 561.636, 581.513, 582.380, 481.974, 365, 223, 251.542, 254, 118, 553
2009,552,736,483,91,73,83,613,497,413,81,64,145
2010,80,80,50,157,140,213,162,409,671,980,607,783
2011,1098,150,1146,1952,909,214,144,115,554,290,95,47
2012,48,42,276,213,155,175,180,178,83,83,75,47
2013,40,37,53,34,698,18,47,65,18417,517,128,86
2014,63,629,626,773,806,810,1220,339,2832,3075,4061,5686
2015,5232,2799,62,67,148,159,47,129,64,302,68,60
2016,86,62,182,79,29,29,29,47,126,480,34,60
2017,120,52,46,48,30,61,48,42,46,49,41,41
NOTA:   AGD corresponde a existencias almacenadas y reportadas por particulares.,,,,,,,,,,,,
       (Incluye lo almacenado y pignorado en AGD.),,,,,,,,,,,,
ND: No Disponible,,,,,,,,,,,,
FUENTE: A partir de Abril de 1996 SUPERBANCARIA,,,,,,,,,,,,
