Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
TABLA 112. VOLUMEN EXPORTACIONES DE PRODUCTOS DE ORIGEN AGROPECUARIO Y AGROINDUSTRIAL. 1992 - 2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,       ,,,,,,,,,,,,,(Toneladas)
D E S C R I P C I O N,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017
,,,,,,,,,,,,,,,,,,,,,,,,,,
  I.  ANIMALES VIVOS Y PRODUCTOS DEL REINO ANIMAL,100963.64700000003,61938.10499999999,71945.989,82819.144,67981.27399999999,76803.75700000003,124089.54500000001,87450.074,102212.78500000002,120758.648,102691.726,103952.309,219120.63799999998,174206.47516000003,227762.80164000002,236037.80574,288098.72952,194582.21800000002,79007.04597999998,96278.66189,201129.47804,203906.62652000002,99616.29465999999,103186.70733,91476.98961,76327.76712000003
    1 Animales vivos,20512.571000000004,2122.208,541.942,8679.597,1207.9779999999998,7454.690999999999,49543.83600000001,3906.1460000000006,1168.8330000000003,5598.339,1100.5420000000004,562.1700000000001,105982.614,61489.41126,114630.22355,63711.10542,4966.8614,2840.2738699999995,11175.705769999999,22580.572669999994,134948.02253000002,110418.60525000001,23762.33751,32465.577149999997,33124.86886,26816.251420000004
    2 Carnes y Despojos Comestibles,7739.671,2416.5820000000003,1862.0859999999996,2850.92,2370.398,1618.0359999999998,3767.9649999999997,1820.2089999999998,1966.1679999999997,6628.169000000002,2664.9660000000003,3743.3360000000007,13505.886,9839.96589,22220.87989,82229.48137,151651.34240999998,99083.97031000003,7270.277510000002,9780.067620000002,9533.71074,34534.35089,12328.78834,12011.99999,11697.252989999999,20829.47632000001
"    3 Pescados, Crustáceos y Moluscos",71371.626,55344.36699999999,60216.943,59778.140999999996,61998.05499999999,61628.25000000001,62808.865000000005,68776.42,79439.86700000001,69841.736,62531.72900000001,60022.798999999985,67817.327,69727.87952000002,60705.92835000001,66008.33859999999,84017.29466000001,74958.68774,55371.43525999999,61095.48322000001,53997.024799999985,50007.44488,59574.28177999999,50495.91965000001,44118.07253000001,21350.194470000002
"    4 Leche y Productos Lácteos, Huevos ave; Miel nat.",1178.168,1959.768,1899.912,4298.842,2179.636,5953.714,7614.086,12597.394,19145.238,37617.924000000006,35271.38899999999,39325.268000000004,31372.905,32777.86752000001,29855.654480000005,23231.37645,46746.88797,17205.33761,4923.168699999999,2054.45998,2050.54922,8135.823550000002,2943.1871699999997,7096.264439999999,1007.8499199999999,5755.924540000002
    5 Productos de Origen Animal N.E.P.,161.611,95.18,7425.106,7211.643999999999,225.207,149.066,354.793,349.90500000000003,492.6790000000001,1072.4799999999998,1123.1000000000001,298.73600000000005,441.906,371.35097,350.11537,857.5038999999999,716.3430800000001,493.94847,266.45874000000003,768.0784,600.17075,810.40195,1007.6998600000002,1116.9461,1528.94531,1575.92037
,100963.64700000003,61938.10500000001,71945.989,82819.14400000001,67981.27399999999,76803.757,124089.545,87450.07400000001,102212.785,120758.648,102691.72600000002,103952.30900000002,219120.63799999998,,,,,,,,,,,,,
 II.  PRODUCTOS DEL REINO VEGETAL,1690862.2420000006,1841977.358,1963205.8969999999,1612663.3960000002,1704236.8470000005,1821992.2,1786493.7010000004,2144977.192,2085525.7650000004,1845453.9380000003,1934932.240000001,1962786.4570000002,1984809.849,2187038.9772899994,2120790.50173,2204634.7271700003,2266926.24081,2439379.89945,2104761.3183500003,2229151.9594500004,2139996.6545200003,1941545.9180100004,2137945.9022099995,2001263.92266,2315329.3603299996,2442811.3770300006
    6 Plantas Vivas y Productos de la Floricultura,124968.75700000004,133040.772,138438.53199999998,139134.54800000007,141279.51899999994,147727.65800000002,147817.29199999996,148547.27599999993,170959.00699999995,182146.31099999996,189842.02799999987,198111.3379999999,192079.61899999995,223180.04926999984,224647.09079000002,233841.1272499999,223103.62443,208124.03295999998,222156.93107999992,208088.71022000004,203371.90762999997,213278.95605000007,223915.29564999987,223949.01264,236785.32722999994,248402.87712000008
"    7 Legumbres, Plantas, Raíces, tubérculos Alimentic.",74324.84799999998,74830.18000000004,75070.87100000001,56487.30400000002,35283.45,16045.429999999998,21126.079999999994,53047.432,100142.74500000001,82811.35299999999,41771.71900000001,29897.162000000008,39590.70900000003,43647.81018,53344.15716,94961.74900999998,89671.89528999999,40639.540570000005,7573.961549999999,10066.4626,6200.0414900000005,6861.677909999999,7558.15995,8182.12107,11340.849380000001,14512.867709999997
"    8 Frutos Comestibles, Cortezas de Agrios y melón",1423515.6620000005,1591889.8839999998,1708110.685,1368486.817,1479265.0830000006,1588555.726,1550715.6840000004,1872019.9499999997,1728042.356,1508276.2340000006,1597159.9790000007,1561789.1870000002,1603401.314,1776072.0763599998,1714422.81907,1775331.18527,1834304.1914300001,2130863.57875,1830352.3275500003,1938628.0995,1854195.6241300004,1664483.46181,1837185.1545999998,1728142.2738700002,2029423.59323,2102224.9280400006
"    9 Otros Café, Te, Yerba, Mate y Especias1",758.673,2354.924,1024.797,1535.49,1957.4560000000001,1348.06,3262.7700000000004,2685.8489999999997,1380.137,2949.4440000000004,2411.053,2553.4,4026.8320000000003,3136.10341,2059.3144199999997,2402.34358,1674.04834,1258.3598600000003,1702.3913300000002,1985.03523,1707.44524,2762.3494400000004,1813.9828699999996,1653.5815999999998,3796.1749800000007,4437.52735
   10 Cereales,902.926,4269.921,3297.611,746.024,186.07399999999998,336.287,1025.4089999999999,267.801,437.658,362.993,1142.686,1992.215,1467.101,1653.06478,2941.17729,6675.74491,3845.785120000001,1391.6528300000002,1326.4204700000003,1256.0448499999998,1578.4871699999999,1896.9377399999998,3532.56152,3480.0399500000003,4249.184670000001,3465.9221199999997
"   11 Productos de Molineria, Malta, Almidones y Fec.",44056.431,5351.899,21511.875,23782.741,16348.054000000002,33616.011,35985.199,28434.831,46639.44500000001,39460.929,50699.16799999999,100381.766,67659.1,68466.60167,50345.73358,31277.215640000006,35124.84043,27810.828210000007,34331.6446,42461.4344,52794.61201000001,38802.74775,49671.9576,27484.589559999997,21849.803540000004,60650.119360000004
"   12 Semillas y Frut.Oleag., Semi., simiente, frut.div. Plan.Ind. y Med.",21941.484,29899.082,14828.474,20459.714,28219.349,31589.324999999997,25469.459,38460.927,37322.8,28663.846,51620.719,66388.39,73698.95000000001,68299.80577,71229.14127000001,57229.98115000001,76619.99315,28575.405619999998,4913.857569999998,24737.885170000005,18575.85805000001,12308.917120000002,12610.023379999999,7147.08292,7262.080949999999,8621.015580000001
"   13 Gomas, Resinas y Otros Jugos y Extractos veget.",5.840999999999999,5.771,12.014,31.180999999999997,8.981000000000002,5.197000000000001,14.124,44.794000000000004,8.195,16.369,8.925999999999998,40.183,58.026999999999994,30.986949999999993,72.08618,86.78904,91.11659999999999,115.68149000000001,72.91608,52.84260999999999,59.327360000000006,50.039179999999995,99.73921999999999,78.16844999999999,58.82966,35.88675
   14 Materias trenzables y demás productos vegetales,387.62,334.92499999999995,911.038,1999.577,1688.8809999999999,2768.506,1077.684,1468.3319999999999,593.4219999999999,766.4590000000001,275.962,1632.8159999999998,2828.1969999999997,2552.4788999999996,1728.9819699999994,2828.59132,2490.7460200000005,600.81916,2330.8681199999996,1875.44487,1513.3514399999995,1100.8310100000003,1559.0274200000001,1147.0525999999998,563.5166899999999,460.23300000000006
,,,,,,,,,,,,,,,,,,,,,,,,,,
 III.  GRASAS Y ACEITES (ANIMALES Y VEGETALES).,11038.880000000001,5121.813,24832.70499999999,30422.738000000005,39433.624,77240.75899999999,84501.89600000004,136898.351,175622.787,169308.743,129993.03499999997,171198.61699999997,279368.032,292255.35663,263811.74672,373261.24763,349905.19296,270101.31915999996,172864.00357000003,245113.61216999998,257849.58622000003,277843.40520999994,355510.0803199999,531765.16653,492799.33171,709032.5994599999
   15 Grasas y Aceites (Animales y Vegetales),11038.880000000001,5121.813,24832.70499999999,30422.738000000005,39433.624,77240.75899999999,84501.89600000004,136898.351,175622.787,169308.743,129993.03499999997,171198.61699999997,279368.032,292255.35663,263811.74672,373261.24763,349905.19296,270101.31915999996,172864.00357000003,245113.61216999998,257849.58622000003,277843.40520999994,355510.0803199999,531765.16653,492799.33171,709032.5994599999
,,,,,,,,,,,,,,,,,,,,,,,,,,
