Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
"TABLA 32. PALMA DE ACEITE: SUPERFICIE COSECHADA, PRODUCCIÓN Y RENDIMIENTO OBTENIDO POR DEPARTAMENTO, AÑOS AGRÍCOLAS 1987 - 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Departamento,Variable,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antioquia,Superficie,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,164.0,354.0,354.0,431.0,408.0,516.0,485.0,505.0,673.0,961.0,1261.0,1839.0,1756.0,2471.0
Antioquia,Producción,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,363.0,751.0,753.0,909.0,907.0,1235.0,1385.0,1469.0,1769.0,3233.0,3946.0,6371.0,4990.0,8445.0
Antioquia,Rendimiento,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2213.4146341463415,2213.4146341463415,2121.468926553672,2127.1186440677966,2109.0487238979117,2223.0392156862745,2393.410852713178,2855.6701030927834,2908.9108910891086,2628.52897473997,3364.2039542143602,3129.2624900872324,3464.3828167482325,2841.685649202733,3417.6446782679077
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlántico,Superficie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,385.0,271.0,271.0,271.0,0.0,0.0,137.0,150.0,175.0,220.0,220.0,220.0,220.0,220.0,220.0,312.0,312.0
Atlántico,Producción,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.0,770.0,487.8,487.7,465.0,0.0,0.0,520.0,550.0,648.0,814.0,660.0,660.0,660.0,660.0,770.0,944.0,1096.0
Atlántico,Rendimiento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,2000.0,1800.0,1799.630996309963,1715.8671586715868,0.0,0.0,3795.620437956204,3666.6666666666665,3702.8571428571427,3700.0,3000.0,3000.0,3000.0,3000.0,3500.0,3025.6410256410254,3512.8205128205127
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
