Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
TABLA 115.  BALANZA COMERCIAL  DE PRODUCTOS DE ORIGEN AGROPECUARIO Y AGROINDUSTRIAL. 1992 - 2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,(Miles de US$ FOB)
D E S C R I P C I O N,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017
,,,,,,,,,,,,,,,,,,,,,,,,,,
  I.  ANIMALES VIVOS Y PRODUCTOS DEL REINO ANIMAL,165811.68699999995,105571.24800000004,147925.31500000003,113786.35000000002,55802.97399999999,54424.55500000004,103222.48200000002,103216.79599999996,118037.23500000002,148612.83800000002,117124.19900000001,138701.759,321404.101,334947.66902000003,417681.70375,-121317.03105999998,-162508.12668000002,708905.08608,45553.053200000024,-4466.8732699999455,185307.43223999994,241611.64395,-290390.92775000003,-202820.88904999994,-293930.57181000005,-304126.03364
    1 Animales vivos,17578.633,-3449.107,-26193.536,4216.099,-18185.354999999996,-1579.8780000000006,56842.079000000005,4172.072999999999,941.8409999999998,12445.767000000003,-536.5849999999998,-2395.094,160354.60000000003,174652.41377,193161.26125,-7859.3242900000005,-12038.902460000001,6309.215619999999,10688.004549999998,33884.97230000001,344454.4529099999,283522.03862,48305.18853,37816.93827,42960.86016999998,34481.96889
    2 Carnes y Despojos Comestibles,6869.852000000001,-7825.353,-14158.257999999998,-20860.97,-29486.823000000004,-33197.819,-23454.990999999998,-24375.684000000005,-23764.327999999998,-11274.509999999998,-16342.573,-3434.4880000000003,16978.295999999995,8993.989590000001,59878.43884,-27900.09668999999,-39684.54897,563584.40961,-31991.499499999994,-42846.51409,-58323.73481999997,34767.051940000034,-176606.04644,-124266.32081000002,-136250.79356000002,-176918.14036000002
"    3 Pescados, Crustáceos y Moluscos",155604.86699999997,132968.92100000003,177155.10300000003,143134.53300000002,135394.655,144076.53000000003,123515.64599999998,129294.14299999997,146164.983,136408.158,118090.216,105816.949,99853.99600000003,109269.33065999999,94246.33395999999,-57612.36093,-71832.20765000001,111094.40962000003,71634.73133000001,48413.33178000004,9904.239260000002,-58788.93995000006,-69440.74981000001,-47697.09566999992,-64550.680980000005,-87466.49048999998
"    4 Leche y Productos Lácteos, Huevos ave; Miel nat.",-16445.303,-17379.062,-10366.809999999998,-16485.673999999995,-28814.237000000005,-52645.009999999995,-48785.94199999999,-2056.306999999999,-518.9979999999982,15580.186000000009,23659.486000000004,49397.16,48807.445999999996,50761.40576,46863.02501000001,-16286.05857,-23045.583240000007,20864.729939999997,1596.2217100000053,-40343.49838999999,-109290.67163000001,-18040.223999999995,-89738.83373000001,-63256.74705999998,-133281.51966000005,-84427.07339999998
    5 Productos de Origen Animal N.E.P.,2203.6380000000004,1255.8490000000002,21488.816,3782.361999999999,-3105.266,-2229.268,-4894.3099999999995,-3817.4289999999996,-4786.263,-4546.762999999999,-7746.344999999999,-10682.768,-4590.236999999999,-8729.47076,23532.64469,-11659.19058,-15906.884359999998,7052.321289999994,-6374.40489,-3575.1648700000005,-1436.8534799999998,151.71733999999742,-2910.4863000000005,-5417.663780000003,-2808.43778,10203.701719999997
,,,,,,,,,,,,,,,,,,,,,,,,,,
 II.  PRODUCTOS DEL REINO VEGETAL,424962.7000000001,423996.60400000005,358186.29300000024,251133.57899999968,-4463.054000000312,127592.16700000006,178030.01700000002,490877.01300000015,399204.5159999996,337092.303,333742.7300000001,332902.867,225732.507,568762.1067499997,578922.5214499997,-1388699.1186600002,-1803340.76967,553288.6130499997,490213.9112100003,56846.76937999995,-172344.68533999988,-93627.00222000034,139787.83167999942,82085.61821999999,292545.5825200009,491543.32109999895
    6 Plantas Vivas y Productos de la Floricultura,327251.141,371671.33300000004,420969.12,468897.72199999966,502970.86899999995,541005.6930000001,547474.2840000001,537432.5050000002,566994.7979999998,595470.394,656447.1150000002,660903.5719999999,684070.1549999999,888371.68073,953521.5021599996,-19466.97216,-17270.02657,1036862.9569299999,1228463.3978200008,1235164.2690200002,1251601.3504400004,1320125.6676899998,1360720.2586899993,1284182.43597,1300161.0417000004,1385356.9992799992
"    7 Legumbres, Plantas, Raíces, tubérculos Alimentic.",-10499.892000000003,-4420.060999999999,-26625.523999999994,-30388.84700000001,-49304.011000000006,-87108.89599999998,-67465.60900000001,-42003.83699999999,-51853.54300000001,-35567.61000000001,-55159.91699999999,-47438.02099999998,-45021.45300000002,-42144.18272,-9987.66833,-68619.48820999998,-84309.29100000001,-46831.895959999965,-121113.69587,-143901.76409,-151952.01073000004,-116626.39955999999,-116475.88934999998,-131154.31107999998,-159680.83728000007,-140025.92250000004
"    8 Frutos Comestibles, Cortezas de Agrios y melón",400471.6540000001,404876.8710000001,443231.7490000002,358429.655,382495.38099999976,410265.07999999996,415522.671,499168.33800000005,413921.4289999999,356572.4979999999,387854.08199999994,377891.48,381132.18000000005,462558.7123799999,490708.92540000007,-102746.00222,-115281.34346,767843.0825399999,652739.1171299996,687463.6746899998,651490.7693099999,596790.06036,664020.6355599998,687534.25777,848476.0365899999,878687.4051699999
"    9 Otros Café, Te, Yerba, Mate y Especias1",399.70500000000015,1555.72,-91.41200000000003,-161.23700000000014,-404.568,-821.809,51.17700000000002,257.38300000000004,-484.18500000000006,1330.567,1665.8419999999999,1331.2290000000003,2060.241,1510.02445,-558.27171,-889.9055399999999,-876.2873500000001,-809.76472,-1123.11423,-1387.3035300000001,-1576.2067400000003,-730.1730100000001,-963.4435800000002,-729.2665200000004,-609.4784000000004,-180.62886000000003
   10 Cereales,-241060.199,-262990.59900000005,-389598.63399999996,-450054.40200000006,-694440.1140000001,-587628.751,-612230.0060000002,-404657.70300000004,-417780.755,-465838.11899999995,-507291.98699999996,-541990.202,-644924.022,-622910.68651,-735957.3382399998,-997858.7204,-1372599.75003,-1022636.1043800001,-1076155.10234,-1529664.5106400002,-1707197.7838400002,-1653075.99472,-1502424.6847199998,-1479397.5086800002,-1413803.6513499995,-1367538.01023
"   11 Productos de Molineria, Malta, Almidones y Fec.",8289.570999999998,-4402.849999999999,-6573.668000000001,-14482.224999999997,-21782.084,-15480.538,-6963.328999999996,-9806.603999999996,2378.7399999999984,4166.476,10832.528000000002,28998.32099999999,15277.626,18104.56913,9224.749479999995,-31042.232899999995,-32999.411570000004,3084.1157200000016,5105.984489999999,16172.832000000008,18292.067639999997,11538.252070000006,20105.9688,53.018500000012864,-14141.318340000003,1586.889350000005
"   12 Semillas y Frut.Oleag., Semi., simiente, frut.div. Plan.Ind. y Med.",-44388.23499999999,-75819.731,-76882.103,-69245.082,-114197.80699999999,-117651.121,-85374.875,-78659.28399999999,-102679.975,-108306.47800000002,-148231.18199999994,-132964.37399999998,-153828.989,-124351.43818000001,-115289.18798999999,-151434.08648,-159206.34245,-166974.50600999998,-175258.16445000004,-185070.45269999997,-212424.16841999997,-231618.35537,-263300.46278999996,-256758.98820999986,-247979.61593999993,-247645.18692000004
"   13 Gomas, Resinas y Otros Jugos y Extractos veget.",-15561.203000000001,-6193.503,-7865.213000000001,-12356.584,-9667.277000000004,-14706.848000000002,-12569.658000000001,-10544.618999999999,-10839.782000000001,-10462.507999999998,-11898.378000000002,-13336.948000000002,-12712.192,-12233.66519,-12814.744729999999,-15332.628369999999,-19487.44317,-16639.098560000002,-22439.794409999995,-22261.29647000001,-20289.2771,-19683.433069999995,-21047.976349999994,-20207.178040000003,-18635.783109999997,-17575.70267
   14 Materias trenzables y demás productos vegetales,60.157999999999994,-280.576,1621.9780000000005,494.579,-133.44299999999993,-280.6430000000001,-414.63800000000003,-309.166,-452.2110000000001,-272.91700000000003,-475.37300000000005,-492.18999999999994,-321.0390000000001,-142.9073400000001,74.55540999999994,-1309.0823799999998,-1310.87407,-610.1725099999999,-4.716930000000275,331.3210999999999,-289.42589999999973,-346.6266099999999,-846.5745799999999,-1436.8414900000002,-1240.81135,-1122.5215200000002
,,,,,,,,,,,,,,,,,,,,,,,,,,
 III.  GRASAS Y ACEITES (ANIMALES Y VEGETALES).,-42409.26700000001,-79678.77700000003,-78058.437,-99943.388,-113421.12699999996,-83167.02100000001,-126149.04799999997,-86965.65100000001,-44290.168999999994,-50027.09600000001,-69712.342,-76279.761,-34356.24799999999,-34707.525160000005,-25478.181650000013,-226715.24421999996,-396248.60953,-87809.94785000003,-272927.29922000004,-280983.23386999994,-314780.406,-224590.01610000018,-212319.68814999989,-80978.39552000008,-195109.17227999988,-21631.484880000004
   15 Grasas y Aceites (Animales y Vegetales),-42409.26700000001,-79678.77700000003,-78058.437,-99943.388,-113421.12699999996,-83167.02100000001,-126149.04799999997,-86965.65100000001,-44290.168999999994,-50027.09600000001,-69712.342,-76279.761,-34356.24799999999,-34707.525160000005,-25478.181650000013,-226715.24421999996,-396248.60953,-87809.94785000003,-272927.29922000004,-280983.23386999994,-314780.406,-224590.01610000018,-212319.68814999989,-80978.39552000008,-195109.17227999988,-21631.484880000004
,,,,,,,,,,,,,,,,,,,,,,,,,,
 IV.  PROD. DE LAS IND. ALIMENT; BEBID; LIQ-ALC. VINAG; TAB.,215829.983,145747.80799999993,141692.84800000006,282377.0090000001,75404.39299999998,128202.01100000004,171480.33699999988,76286.62199999999,93530.8369999999,101602.78000000001,128186.67899999999,157548.40400000004,191590.94299999994,299822.09506000014,343407.3701,-977222.08184,-1239654.43977,127850.37339000001,-33091.75709999987,-40545.20095000009,-612907.39437,-801384.0970099998,-572161.71894,-834862.0351000001,-1118774.5989700002,-1040908.1189500001
"   16 Preparaciones de carne, pescado, crustáceos, moluscos",-15593.749000000005,-21620.022,2738.2480000000037,2278.3830000000007,-31480.621000000003,-18455.456000000002,-22203.876999999986,-13128.457000000004,-24348.530999999995,-33020.679,-32616.65500000001,-26733.730000000007,-34802.479999999996,-57788.41251999999,-61037.85919,-106357.38135999998,-155968.58173,-124278.69814999998,-145996.90024,-177627.6737200001,-183929.66854999994,-199989.58425000004,-218990.88755999997,-226854.44128000003,-196683.77509,-191491.69788000005
   17 Azúcares y Artículos de Confitería,129677.93200000003,171871.47699999998,157401.22199999998,326772.6720000001,244610.87999999995,295267.177,372067.22799999994,276105.23699999996,284896.9119999999,308311.286,303373.676,307165.39900000003,355110.41099999996,414274.56804,491943.23795,-86243.59615,-94889.59114,543171.43625,545343.0353300001,716567.7872299999,534055.1940699997,458473.0767200001,712007.5626000002,530555.83498,349841.61798000004,412477.9257299998
   18 Cacao y sus Preparados,12786.506999999998,14168.492000000002,15153.107999999998,13310.773,19528.367000000002,12624.951999999997,5296.808000000004,-561.4440000000004,-4801.522,15563.812999999998,2846.3719999999994,16397.077999999998,24873.513,26773.61833,27163.770490000006,-42202.087120000004,-39432.96826,28263.953720000012,4000.5770400000038,-9701.15429000002,1901.3375099999976,31385.54672999998,68883.40017000002,57509.12338999999,66446.09643,62241.464580000014
"   19 Preparaciones a base de cereal, harina, leche; pastelería",8373.934000000001,-6467.884999999999,-7327.886999999998,-13137.550000000001,-11835.804999999998,-14047.52499999999,-7906.958000000002,-9334.976999999992,-5365.030000000001,-15264.468999999997,-10632.547999999995,-8798.178000000004,5797.132999999998,15205.89204,21730.825250000024,-90371.63607,-112303.40961999999,15877.545429999998,3598.4499999999534,-43281.288060000035,-63166.302410000004,-67320.17755999994,-29362.957460000005,-73955.82097000002,-77927.62996000002,-52882.510750000016
