Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
"   20 Preparaciones de legumbres u hortalizas, frutos, otras",32499.090999999986,7406.671999999999,-2011.249,-842.0350000000018,-6802.612999999998,-18788.961000000003,-21103.448000000008,-6440.341000000002,-8235.633000000002,-7363.846000000003,-3742.4220000000014,-1779.1559999999995,3793.2879999999996,3452.05677,4644.868879999987,-46062.67545000001,-59472.541540000006,-4625.028789999997,-10572.24907999998,-20778.252810000005,-44507.951550000005,-61436.628919999974,-78485.81077,-76018.14405999999,-62751.03287999999,-49721.991429999995
   21 Preparaciones alimenticias diversas,58822.38000000002,42558.85699999998,86785.21100000005,92166.39899999996,95410.03099999999,116407.55200000001,74653.13399999998,48725.542,55810.961,44426.238,31657.99,41845.34099999999,58814.155,135593.12003000002,124162.27500000001,-122705.49824,-133897.88231999998,180618.97353000005,154156.63111000005,163763.91948000004,83199.87576000014,45604.15812999994,13174.395109999983,-29499.164649999933,-50419.69538999989,-43716.90196999995
"   22 Bebidas, liquidos Alcohólicos y Vinagre",-11069.235,-20541.959,-24856.931000000008,-49405.95699999998,-65273.84999999998,-68057.712,-50672.81300000001,-41649.30199999999,-34599.185999999994,-45033.27500000001,-31670.060999999994,-32350.126,-27789.659999999996,-30959.864930000007,-49380.70134000003,-120720.7574,-111897.48073,-76825.07538999998,-111395.73839,-137404.33797,-195898.07938999997,-240217.53275999997,-237311.7752300001,-302776.9349800001,-423207.49624000007,-460787.04662999994
   23 Residuos industrias alimentarias. Alimentos para animales,-60161.571000000025,-73940.75300000001,-106739.23599999999,-102233.73199999999,-176716.914,-176362.882,-164703.44700000001,-147011.86599999995,-162014.712,-153986.858,-143225.78799999997,-163681.13,-219227.902,-229761.02878999995,-234625.7725,-333299.22874,-500380.09716000006,-449890.68246000004,-466334.98775000003,-537173.09003,-701595.27631,-754207.7717399999,-789890.4757900002,-675144.76838,-671480.9848400002,-671792.6854900001
   24 Tabaco sucedáneos del tabaco elaborados,60494.693999999996,32312.929,20550.361999999997,13468.055999999997,7964.918,-385.13400000000183,-13946.289999999999,-30417.770000000004,-7812.422000000002,-12029.430000000002,12196.115000000002,25482.906000000006,25022.485000000004,23032.14609,18806.725559999988,-29259.22131,-31411.887269999996,15537.949249999996,-5890.575119999998,5088.889220000005,-42966.52349999998,-13675.18336000001,-12185.170010000002,-38677.719150000004,-52591.69898000003,-45234.67510999999
,,,,,,,,,,,,,,,,,,,,,,,,,,
  V.  ALGODON,39049.781,-29486.804,-52650.184,-68195.55800000002,-35135.934,-83370.43300000002,-69311.16799999999,-47487.380999999994,-75540.87200000002,-65843.844,-62921.715000000004,-83556.358,-55450.87899999999,-45043.04605,-72923.64426,-68782.4918,-77714.19722,-77318.23545,-102564.16425000002,-136041.16616999998,-63433.13047999999,-67063.49312999999,-53923.143500000006,-42062.49191999999,-49325.048619999994,-43471.10806
   52 Algodón. 2,39049.781,-29486.804,-52650.184,-68195.55800000002,-35135.934,-83370.43300000002,-69311.16799999999,-47487.380999999994,-75540.87200000002,-65843.844,-62921.715000000004,-83556.358,-55450.87899999999,-45043.04605,-72923.64426,-68782.4918,-77714.19722,-77318.23545,-102564.16425000002,-136041.16616999998,-63433.13047999999,-67063.49312999999,-53923.143500000006,-42062.49191999999,-49325.048619999994,-43471.10806
,,,,,,,,,,,,,,,,,,,,,,,,,,
   TOTAL AGROPECUARIO Y AGROINDUSTRIAL. SIN CAFE,803244.8840000001,566150.079,517095.8350000003,479157.9919999998,-21812.748000000298,143681.2790000001,257272.61999999997,535927.3990000001,490941.54699999944,471436.981,446419.5510000001,469316.9110000001,648920.424,1123781.2996199997,1241609.7693899996,-2782735.96758,-3679466.14287,1224915.8892199998,127183.74384000036,-405189.70488,-978158.1839499997,-945052.9645100003,-989007.6466600006,-1078638.1933700002,-1364593.8091599992,-918593.4244300011
,,,,,,,,,,,,,,,,,,,,,,,,,,
C A F E 3,1261264.9929999996,1152143.3760000002,1998650.4330000004,1840954.8360000001,1579434.221,2264630.2670000005,1895507.363,1348504.848,1067639.771,765009.7529999999,777452.7139999999,815102.9079999999,958731.3130000002,1467545.25808,1459957.1575799996,-12699.21569,-20009.186609999997,1493162.9251800003,1835545.4031299995,2488183.69243,1781636.3536100006,1872058.2422,2480854.9357499983,2561421.80955,2446127.3923500003,2553106.21993
,,,,,,,,,,,,,,,,,,,,,,,,,,
   TOTAL AGROPECUARIO Y AGROINDUSTRIAL    ,2064509.8769999996,1718293.455,2515746.2680000006,2320112.8279999997,1557621.4729999995,2408311.5460000006,2152779.983,1884432.247,1558581.3179999995,1236446.734,1223872.2650000001,1284419.8190000001,1607651.7370000002,2591326.5577,2701566.9269699994,-2795435.18327,-3699475.3294800003,2718078.8144,1962729.14697,2082993.9875499997,803478.1696600008,927005.2776899997,1491847.2890899978,1482783.6161799997,1081533.583190001,1634512.795499999
,,,,,,,,,,,,,,,,,,,,,,,,,,
       TOTAL BALANZA COMERCIAL COLOMBIANA,396687.0539999927,-2721023.802999986,-3445703.8620000086,-3569441.2910000174,-3088169.3780000107,-3826707.8870000113,-3811704.2259999956,957824.2260000014,1622734.140000005,-490623.38200000196,-741395.2359999996,-753189.4970000033,-15183.505000001227,-150623.83590999962,-1443005.5795001239,-33031040.96379002,-39771030.54529,-2261553.332540039,-426008.7171599269,4620231.795629993,3594727.468139909,2099844.0410498083,-6198047.185570121,-15580518.317560129,-11092628.889600165,-6176534.125569999
" 1/.  Se excluye la partida Café, incluso tostado descafeinado del Sistema Armonizado",,,,,,,,,,,,,,,,,,,,,,,,,,
" 2/. Incluye las partidas 5201, 5202 y 5203 (algodón sin cardar ni peinar, desperdicios de algodón y algodón cardado o peinado.",,,,,,,,,,,,,,,,,,,,,,,,,,
"3/  Incluye la partida 0901  Café, incluso tostado descafeinado del Sistema Armonizado",,,,,,,,,,,,,,,,,,,,,,,,,,
FUENTE:  DIAN - DANE. ,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELABORO: Ministerio de Agricultura y Desarrollo Rural, Oficina Asesora de Planeación y Prospectiva - Grupo de Información y Estadísticas Sectoriales.",,,,,,,,,,,,,,,,,,,,,,,,0.0,,
