Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
QUINDIO,13885,6933,46582,31429.0,28737,33676.0,33676.0,38876.0,38498.0,50243.0,52628.0,70140.0,68578.0
RISARALDA,10361,10544,112981,78518.0,87158,93150.0,109083.0,124930.0,106599.0,140932.0,125799.0,131529.0,131529.0
S.ANDRES/PROVID,-,2454,2394,2680.0,2682,2346.0,2346.0,2285.0,1765.0,2197.0,2085.0,2223.0,2416.0
SANTANDER,67951,83652,82651,80644.0,86054,92298.0,83636.0,80752.0,80748.0,80497.0,74680.0,74680.0,92600.0
SUCRE,47566,51296,41710,93033.0,71509,71509.0,70722.0,65233.0,129317.0,73307.0,73833.0,124455.0,213137.0
TOLIMA,70028,125012,133999,92654.0,88098,84140.0,93938.0,84346.0,109113.0,87429.0,86083.0,77176.0,77913.0
VALLE,208123,204808,378566,394372.0,573660,573660.0,467076.0,495524.0,506654.0,620706.0,416784.0,416784.0,310392.0
VAUPES,290,290,290,48.0,47,5.0,234.0,106.0,100.0,125.0,145.0,163.0,116.0
VICHADA,4430,2548,3530,4090.0,4796,5670.0,5670.0,5670.0,4015.0,3940.0,4130.0,6641.0,5351.0
Total,2504313,3265494,3868517,3710441.0,3816532,3798552.0,3919610.0,3938587.0,3920148.0,4237327.0,4610453.0,5094664.0,5327460.0
Fuente: ICA,,,,,,,,,,,,,
,,,,,,,,,,,,,
CONTINUACIÓN TABLA 58. INVENTARIO PREDIOS / GRANJAS PORCÍCOLAS 2009 - 2016,,,,,,,,,,,,,
,,,,,,,,,,,,,
DEPARTAMENTO,2009,2010,2011,2012.0,2013,2014.0,2015.0,2016.0,,,,,
AMAZONAS,41,126,80,83.0,134,106.0,105.0,43.0,,,,,
ANTIOQUIA,19806,19806,28252,23967.0,24022,23815.0,23459.0,20817.0,,,,,
ARAUCA,4386,4385,10155,5177.0,3030,2600.0,2716.0,2612.0,,,,,
ATLANTICO,1943,1943,1990,1317.0,1343,1343.0,1220.0,5184.0,,,,,
BOLIVAR,5764,5764,11197,2952.0,3735,3655.0,5246.0,9830.0,,,,,
BOYACA,3086,3105,3092,3412.0,3801,5397.0,8481.0,4184.0,,,,,
CALDAS,8580,10647,10650,10650.0,9466,4374.0,4406.0,4454.0,,,,,
CAQUETA,3155,5986,6093,5834.0,2143,2563.0,2646.0,2278.0,,,,,
CASANARE,2603,4086,1946,3690.0,2990,2955.0,2960.0,4086.0,,,,,
CAUCA,2600,2600,3918,3918.0,3784,3110.0,3993.0,2443.0,,,,,
CESAR,8775,7202,12023,10838.0,9282,4669.0,7595.0,7637.0,,,,,
CHOCO,3492,1888,1887,1478.0,1418,1580.0,1563.0,1316.0,,,,,
CORDOBA,39477,32004,30233,24811.0,24268,21269.0,21194.0,40552.0,,,,,
CUNDINAMARCA,8166,50494,11997,9463.0,9706,36153.0,21877.0,15487.0,,,,,
DISTRITO CAPITAL,,,,,,,,59.0,,,,,
GUAINIA,15,11,19,37.0,35,22.0,19.0,16.0,,,,,
GUAVIARE,24,22,22,174.0,120,120.0,155.0,1020.0,,,,,
HUILA,4880,4880,5354,5538.0,5851,5721.0,5570.0,6788.0,,,,,
LA GUAJIRA,1260,3800,5370,1728.0,1745,1881.0,2503.0,2350.0,,,,,
MAGDALENA,24636,24636,24662,2028.0,3561,3314.0,3314.0,10208.0,,,,,
META,NI,2890,3044,4897.0,4700,4655.0,4560.0,4072.0,,,,,
NARINO,19501,16597,29063,26695.0,26728,27747.0,26699.0,25907.0,,,,,
NORTE SANTANDER,NI,NI,NI,7362.0,8908,15100.0,19770.0,18237.0,,,,,
PUTUMAYO,1197,1201,1375,1681.0,1851,2307.0,1547.0,2495.0,,,,,
QUINDIO,1666,3618,3618,3655.0,3662,3590.0,3590.0,1771.0,,,,,
RISARALDA,2992,4751,1621,1621.0,1621,1726.0,1637.0,2351.0,,,,,
S.ANDRES/PROVID,380,380,380,334.0,200,241.0,206.0,192.0,,,,,
SANTANDER,3092,4898,3510,3222.0,3223,3252.0,2699.0,2806.0,,,,,
SUCRE,15654,15323,4884,13218.0,12662,12695.0,12666.0,28872.0,,,,,
TOLIMA,5395,7470,3546,4324.0,8162,5232.0,5638.0,4715.0,,,,,
VALLE,9732,9732,12325,12325.0,12284,3333.0,2732.0,1768.0,,,,,
VAUPES,8,3,19,19.0,20,28.0,28.0,19.0,,,,,
VICHADA,740,793,846,856.0,300,304.0,304.0,314.0,,,,,
Total,205055,253051,235182,199316.0,196768,206871.0,203113.0,234883.0,,,,,
Fuente: ICA,,,,,,,,,,,,,
