Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
TABLA 58. INVENTARIO POBLACIÓN GANADO PORCÍNO 2005 - 2017,,,,,,,,,,,,,
,,,,,,,,,,,,,
DEPARTAMENTO,2005,2006,2007,2008.0,2009,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0
AMAZONAS,-,507,624,624.0,375,964.0,508.0,611.0,609.0,471.0,500.0,500.0,581.0
ANTIOQUIA,466873,1162055,1221828,1071677.0,1234955,1214897.0,1338521.0,1355080.0,1379875.0,1287456.0,1638516.0,1753388.0,1733529.0
ARAUCA,78100,60200,57800,51000.0,56630,45200.0,39500.0,38609.0,38690.0,51900.0,60755.0,60400.0,60400.0
ATLANTICO,25886,53117,51133,53642.0,44350,44350.0,54749.0,50618.0,63599.0,63580.0,76979.0,100820.0,156692.0
BOLIVAR,59167,64229,82681,26848.0,45750,43143.0,42952.0,42335.0,37249.0,37540.0,57215.0,81568.0,109995.0
BOYACA,183335,119492,119492,119492.0,94072,53531.0,54605.0,59860.0,59519.0,131704.0,235607.0,235357.0,180082.0
CALDAS,10776,13760,121229,144912.0,139470,163035.0,156681.0,156681.0,139535.0,136723.0,136723.0,133323.0,140193.0
CAQUETA,74957,74957,79560,84596.0,34189,74772.0,66787.0,65013.0,52609.0,62663.0,60816.0,58608.0,62655.0
CASANARE,44000,40000,40050,40050.0,35120,34500.0,28414.0,31390.0,34585.0,22765.0,22780.0,22780.0,62642.0
CAUCA,75558,90777,73232,83699.0,122399,122399.0,69994.0,74185.0,35749.0,119458.0,59980.0,192122.0,99679.0
CESAR,40750,37638,73718,92786.0,81922,36100.0,32090.0,31290.0,31379.0,31542.0,61995.0,65577.0,62230.0
CHOCO,50211,53656,51899,32591.0,20430,30562.0,32516.0,30986.0,29069.0,28248.0,29084.0,28850.0,29236.0
CORDOBA,108256,99050,96417,307187.0,219056,159632.0,156026.0,145735.0,141286.0,146524.0,145561.0,157516.0,367737.0
CUNDINAMARCA,318017,344667,348167,344667.0,447796,439922.0,415195.0,379874.0,379917.0,435220.0,492835.0,517939.0,484888.0
DISTRITO CAPITAL,,,,,,,,,,,,3708.0,2481.0
GUAINIA,100,100,388,400.0,400,310.0,3724.0,303.0,325.0,475.0,360.0,316.0,316.0
GUAVIARE,7830,7830,5000,5450.0,5070,4690.0,2697.0,3010.0,1780.0,3400.0,3245.0,5832.0,7050.0
HUILA,83868,92698,105719,108764.0,80517,73160.0,83771.0,144424.0,89499.0,84350.0,85231.0,84654.0,140380.0
LA GUAJIRA,17669,18090,25765,25940.0,25440,20430.0,21350.0,21250.0,21250.0,21358.0,30874.0,33064.0,36129.0
MAGDALENA,69517,73815,75394,75394.0,87044,87044.0,83915.0,66064.0,87703.0,75668.0,105932.0,176580.0,212130.0
META,60380,60300,64810,64960.0,-,85605.0,109972.0,142152.0,117845.0,158650.0,230300.0,236264.0,223237.0
NARINO,215173,219627,279516,142781.0,66052,56963.0,202337.0,144271.0,140446.0,154765.0,143947.0,149994.0,141986.0
NORTE SANTANDER,75351,75487,75487,48613.0,23611,37185.0,41214.0,43740.0,47060.0,97051.99999999999,75867.0,68254.0,80213.0
PUTUMAYO,15905,15905,15905,6900.0,9143,13704.0,15711.0,13384.0,13761.0,26439.0,19184.0,23459.0,30967.0
