Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
2014,Ene,691,575,439.5,0.8,744,595,473.04499999999996,0.4465499060011495,240,234,226.31157000000002,0.18906868084561473
,Feb,691,575,473.25,0.8,744,595,447.135,0.5313442660794874,240,234,226.31157000000002,0.18906868084561465
,Mar,691,575,480.75,0.8,744,595,480.07500000000005,0.4264370001266813,240,234,226.31157000000002,0.18906868084561465
,Abr,627,574,458.25,0.8,747,625,492.5968181818182,0.4594544687189178,239,232,226.31157000000002,0.178905700667447
,May,627,574,433.5,0.8,747,625,488.84,0.4703840885775868,239,232,226.31157000000002,0.178905700667447
,Jun,627,574,425.75,0.8,747,625,502.975,0.42901949838317227,239,232,226.31157000000002,0.178905700667447
,Jul,627,574,438.25,0.8,747,625,499.635,0.4392307294308123,239,232,226.31157000000002,0.178905700667447
,Ago,627,574,474.5,0.8,747,625,480.26666666666665,0.4968165501954067,239,232,226.31157000000002,0.178905700667447
,Sep,627,574,498.25,0.8,747,625,456.5515151515151,0.5744046396905531,239,232,226.31157000000002,0.178905700667447
,Oct,627,574,487,0.8,747,625,441.1,0.6295517004377534,239,232,226.31157000000002,0.178905700667447
,Nov,627,574,477,0.8,747,625,452.87462121212127,0.5870838577926474,239,232,226.31157000000002,0.178905700667447
,Dic,627,574,462,0.8,747,625,446.37,0.6102869353612574,239,232,226.31157000000002,0.178905700667447
2015,Ene,627,574,462,0.8,747,625,419.65363636363634,0.7128755381896459,239,232,226.31157000000002,0.17890570066744707
,Feb,627,574,459.5,0.8,747,625,420.445,0.7096071283506113,239,232,226.31157000000002,0.178905700667447
,Mar,627,574,455.75,0.8,747,625,408.565,0.7592277036818706,239,232,226.31157000000002,0.178905700667447
,Abr,610,536,451,0.8,755,630,393.8825,0.8394992433418004,239,232,226.31157000000002,0.17890570066744707
,May,610,536,437,0.8,755,630,395.46727272727276,0.8320679268705412,239,232,226.31157000000002,0.178905700667447
,Jun,610,536,421.75,0.8,755,630,391.94,0.8497573823569577,239,232,226.31157000000002,0.178905700667447
,Jul,610,536,416,0.8,755,630,379.755,0.9079245052922112,239,232,226.31157000000002,0.178905700667447
,Ago,610,536,434.5,0.8,755,630,388.7327272727273,0.8648887691284879,239,232,226.31157000000002,0.17890570066744707
,Sep,610,536,415.5,0.8,755,630,370.375,0.9564010298504331,239,232,226.31157000000002,0.178905700667447
,Oct,610,536,400,0.8,755,630,375.3318181818182,0.9305469820032239,239,232,226.31157000000002,0.178905700667447
,Nov,610,536,408.92,0.8,755,630,414.8863636363636,0.7042371313690012,239,232,226.31157000000002,0.178905700667447
,Dic,610,536,405,0.8,755,630,425.18227272727273,0.7042371313690012,239,232,226.31157000000002,0.178905700667447
2016,Ene,610,536,399.5,0.8,755,630,437.12454545454545,0.6574688755850008,239,232,226.31157000000002,0.17890570066744707
,Feb,610,536,407.25,0.8,755,630,447.02,0.620735131410771,239,232,226.31157000000002,0.178905700667447
,Mar,610,536,416.25,0.8,755,630,418.0918181818181,0.7,239,232,226.31157000000002,0.178905700667447
,Abr,587,500,414.5,0.8,721,576,466.57000000000005,0.4211008894370187,235,230,226.31157000000002,0.1687427204892794
,May,587,500,425.25,0.8,721,576,466.855,0.42080811809827007,235,230,226.31157000000002,0.16874272048927935
,Jun,587,500,457,0.8,721,576,502.11974999999995,0.319320501481847,235,230,226.31157000000002,0.1687427204892794
,Jul,587,500,465.25,0.8,721,576,556.2650000000001,0.19135053944890096,235,230,226.31157000000002,0.16874272048927935
,Ago,587,500,466.5,0.8,721,576,568.575,0.16691478714658473,235,230,226.31157000000002,0.16874272048927935
,Sep,587,500,441.33333333333337,0.8,721,576,564.7149999999999,0.17298294162115752,235,230,226.31157000000002,0.1687427204892794
,Oct,587,500,416,0.8,721,576,597.5,0.154020979020979,235,230,226.31157000000002,0.16874272048927935
,Nov,587,500,398,0.8,721,576,623,0.15,235,230,226.31157000000002,0.16874272048927935
,Dic,587,500,390.83500000000004,0.8,721,576,579.5,0.16854838709677417,235,230,226.31157000000002,0.16874272048927935
2017,Ene,587,500,403.5,0.8,721,576,532.655,0.24366443478620406,235,230,226.31157000000002,0.16874272048927935
,Feb,587,500,404,0.8,721,576,567.2,0.16785640653613915,235,230,226.31157000000002,0.1687427204892794
,Mar,587,500,398.33500000000004,0.8,721,576,573.665,0.15469441576254,235,230,226.31157000000002,0.16874272048927935
,Abr,557,467,398.16499999999996,0.8,618,524,536.895,0.1522030651340996,234,230,226.31157000000002,0.1687427204892794
,May,557,467,406,0.8,618,524,498,0.21021583430120017,234,230,226.31157000000002,0.16874272048927935
,Jun,557,467,442.66499999999996,0.8,618,524,475,0.2686540703214683,234,230,226.31157000000002,0.1687427204892794
,Jul,557,467,474.41499999999996,0.8,618,524,431,0.39862571823992843,234,230,226.31157000000002,0.16874272048927935
,Ago,557,467,448.25,0.8,618,524,429.5,0.403713526412843,234,230,226.31157000000002,0.16874272048927935
,Sep,557,467,426.25,0.8,618,524,404.7581818181818,0.48882572617703085,234,230,226.31157000000002,0.1687427204892794
,Oct,557,467,435,0.8,618,524,396.0849999999999,0.5215857048751495,234,230,226.31157000000002,0.16874272048927935
,Nov,557,467,424.25,0.8,618,524,400.53499999999997,0.5044893627559568,234,230,226.31157000000002,0.1687427204892794
,Dic,557,467,428.33333333333337,0.8,618,524,418,0.4416350451858084,234,230,226.31157000000002,0.16874272048927935
CONTINUACIÓN TABLA 119.PRECIOS DE REFERENCIA Y ARANCEL APLICADO A LOS PRODUCTOS DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS 2002 - 2017,,,,,,,,,,,,,
,,,,,,,,,,,,,
PERIODO,,MAIZ AMARILLO,,,,MAIZ BLANCO,,,,SORGO,,,
AÑO,MES,TECHO,PISO,CIF,Arancel,TECHO,PISO,CIF,Arancel,TECHO,PISO,CIF,Arancel
,,US$/t,US$/t,US$/t,TOTAL%,US$/t,US$/t,US$/t,TOTAL%,US$/t,US$/t,US$/t,TOTAL%
2002,Ene.,182,141,113,0.435,182,138,127.5,0.245,,,117,0.435
,Feb.,182,141,115,0.41,182,138,128,0.24,,,116,0.41
,Mar.,182,141,113.5,0.425,182,138,126,0.26,,,114.5,0.425
,Abr.,143,125,111.5,0.29,154,126,124.5,0.165,,,112.5,0.29
,May.,143,125,109.5,0.315,154,126,123,0.18,,,110,0.315
,Jun.,143,125,113.5,0.27,154,126,127.5,0.155,,,110.5,0.27
,Jul.,143,125,116,0.24,154,126,137.5,0.15,,,112,0.24
,Ago.,143,125,120.5,0.195,154,126,148,0.15,,,119,0.195
,Sep.,143,125,131.5,0.15,154,126,156.5,0.13,,,133.5,0.15
,Oct.,143,125,134.5,0.15,154,126,161,0.1,,,136,0.15
,Nov.,143,125,132.5,0.15,154,126,154,0.15,,,129.5,0.15
,Dic.,143,125,132.5,0.15,154,126,162.5,0.09,,,131.5,0.15
2003,Ene.,143,125,130,0.15,154,126,171,0.035,,,133,0.15
,Feb.,143,125,130,0.15,154,126,175,0.015,,,128.5,0.15
,Mar.,143,125,129,0.15,154,126,173,0.025,,,129.5,0.15
,Abr.,132,120,128.5,0.15,145,124,169,0,,,127.5,0.15
,May.,132,120,128,0.15,145,124,166.5,0,,,128,0.15
,Jun.,132,120,130.5,0.15,145,124,165,0.02,,,123.31903126875,0.15
,Jul.,132,120,129.5,0.15,145,124,155.5,0.07,,,116,0.15
,Ago.,132,120,123,0.16,145,124,146,0.14,,,109,0.16
,Sep.,132,120,123.5,0.15,145,124,146.5,0.135,,,122,0.15
,Oct.,132,120,126.5,0.15,145,124,143,0.145,,,128,0.15
,Nov.,132,120,128,0.15,145,124,139,0.15,,,126.5,0.15
,Dic.,132,120,135,0.12,145,124,152.5,0.09,,,132.5,0.12
2004,Ene.,132,120,136.5,0.11,145,124,155,0.08,,,137,0.11
,Feb.,132,120,139,0.095,145,124,151.5,0.255,,,137,0.095
,Mar.,132,120,145,0.045,145,124,164,0.015,,,146,0.045
,Abr.,129,120,149,0.01,146,126,170.5,0,,,150,0.01
,May.,129,120,155,0,146,126,166.5,0.02,,,146.5,0
,Jun.,129,120,150,0,146,126,157.5,0.065,,,140,0
,Jul.,129,120,145,0.035,146,126,150,0.115,,,136.5,0.035
,Ago.,129,120,126,0.15,146,126,134,0.15,,,118.5,0.15
,Sep.,129,120,126.5,0.15,146,126,132.5,0.45,,,121,0.15
,Oct.,129,120,119,0.165,146,126,134,0.45,,,118,0.165
,Nov.,129,120,116.5,0.185,146,126,130.5,0.45,,,114,0.185
,Dic.,129,120,116.5,0.185,146,126,136,0.45,,,112.5,0.185
2005,Ene.,129,120,116.5,0.185,146,126,140.5,0.45,,,111.5,0.185
,Feb.,129,120,118.5,0.165,146,126,141.5,0.45,,,110,0.165
,Mar.,129,120,117,0.18,146,126,136.5,0.45,,,113.5,0.18
,Abr.,138,126,121.5,0.195,152,131,132,0.45,,,117.5,0.195
,May.,138,126,118,0.23,152,131,127,0.45,,,113,0.23
,Jun.,138,126,115.5,0.255,152,131,128.5,0.45,,,115.5,0.255
,Jul.,138,126,120,0.21,152,131,126.5,0.45,,,120,0.21
,Ago.,138,126,126.5,0.16,152,131,130.5,0.45,,,123.5,0.16
,Sep.,138,126,120.5,0.205,152,131,130.5,0.45,,,119.5,0.205
,Oct.,138,126,119,0.22,152,131,131.5,0.45,,,117.5,0.22
,Nov.,138,126,124.5,0.165,152,131,125.5,0.45,,,116.5,0.165
,Dic.,138,126,118.5,0.225,152,131,121.5,0.45,,,113,0.225
2006,Ene.,138,126,122,0.19,152,131,130,0.45,,,117,0.19
,Feb.,138,126,125,0.16,152,131,133.5,0.45,,,121.5,0.16
,Mar.,138,126,129,0.15,152,131,138,0.45,,,127,0.15
,Abr.,142,130,125,0.2,159,140,140,0.45,,,124,0.2
,May.,142,130,130,0.15,159,140,147,0.45,,,129,0.15
,Jun.,142,130,131,0.165,159,140,151,0.45,,,122.465,0.165
,Jul.,142,130,131.5,0.15,159,140,145,0.45,,,130,0.15
,Ago.,142,130,135.5,0.15,159,140,148.5,0.45,,,136.5,0.15
,Sep.,142,130,138.5,0.15,159,140,147,0.45,,,132.5,0.15
,Oct.,142,130,140,0.14,159,140,150.5,0.45,,,137,0.14
,Nov.,142,130,164,0.025,159,140,173.5,0.45,,,163.5,0.025
,Dic.,142,130,187,0,159,140,198.5,0.45,,,185,0
2007,Ene.,142,130,183,0,159,140,207,0.45,,,190,0
,Feb.,142,130,188,0,159,140,224,0.45,,,195.9069991875,0
,Mar.,142,130,200.5,0,159,140,244.5,0.45,,,202.53904986221596,0
,Abr.,145,133,190.5,0,162,144,248.5,0.45,,,191.5,0
,May.,145,133,173.5,0,162,144,241,0.45,,,170.88201930000002,0
,Jun.,145,133,180,0,162,144,237.5,0.45,,,170.99846613749997,0
,Jul.,145,133,187,0,162,144,243,0.45,,,174.87140169583333,0
,Ago.,145,133,169,0,162,144,221,0.45,,,159.8053989583333,0
,Sep.,145,133,176.924035,0,162,144,205.04000833333333,0.45,,,171.1179879780682,0
,Oct.,145,133,185.93879733333335,0,162,144,220.83962288888887,0.45,,,183.84335327083335,0
,Nov.,145,133,193.771389,0,162,144,212.06438633333332,0.45,,,184.51492497916666,0
,Dic.,145,133,213.23886499999998,0,162,144,220.89473090909092,0.3,,,189.98761828124998,0
2008,Ene.,145,133,218.13033900000002,0,162,144,232.32,0.3,,,206.31790096875,0
,Feb.,145,133,239.42171654545456,0,162,144,250.23774,0.3,,,232.85156473863637,0
,Mar.,145,133,248.51433545454546,0,162,144,258.7865618181818,0.3,,,229.0998929625,0
,Abr.,169,146,256.366509,0,189,155,283.878866,0.3,,,246.88219641964287,0
,May.,169,146,272.105,0,189,155,297.2996818181818,0.3,,,263.61755855113637,0
,Jun.,169,146,266.145,0,189,155,306.6084563636364,0.3,,,259.9905672272727,0
,Jul.,169,146,312.5794145454546,0,189,155,313.0531909090909,0.3,,,284.22259960227274,0
,Ago.,169,146,291.7106337,0,189,155,284.9293316666667,0.3,,,246.7754754895833,0
,Sep.,169,146,260.28586181818184,0,189,155,243.891774,0.3,,,237.3118594895833,0
,Oct.,169,146,254.80386781818183,0,189,155,246.78979563636364,0.3,,,238.0607543625,0
,Nov.,169,146,207.97675022727276,0,189,155,231.53427333333335,0.3,,,186.31091720833334,0
,Dic.,169,146,187.9662188888889,0.25,189,155,219.29989666666665,0.3,,,170.0299241875,0.035
2009,Ene.,169,146,181.46486272727273,0.075,189,155,199.809456,0.3,,,160.04260547916667,0.075
,Feb.,169,146,197.89736800000003,0,189,155,218.902936,0.3,,,176.28201034375002,0
,Mar.,169,146,184.9618111111111,0.05,189,155,215.2931091111111,0.3,,,165.110969484375,0.05
,Abr.,217,169,186.645404,0.15,220,168,214.86279500000003,0.15,,,175.4381262045,0.15
,May.,217,169,193.83938827272726,0.15,220,168,212.29448036363638,0.15,,,175.57409175,0.15
,Jun.,217,169,205.0165698989899,0.15,220,168,228.46737171717172,0.10764254462471852,,,181.474522696875,0.15
,Jul.,217,169,205.51065818181817,0.15,220,168,227.07358545454548,0.11264084818591119,,,176.613675,0.15
,Ago.,217,169,182.37517316666668,0.15,220,168,189.41630400000003,0.15,,,152.41969583333335,0.15
,Sep.,217,169,182.659771,0.15,220,168,184.01483545454548,0.15,,,163.38804630681818,0.15
,Oct.,217,169,181.2085233636364,0.15,220,168,180.0896669090909,0.15,,,161.13901619318182,0.15
,Nov.,217,169,198.67941545454545,0.15,220,168,202.8264763636364,0.15,,,178.14442704545456,0.15
,Dic.,217,169,201.89103899999998,0.15,220,168,213.302838,0.15,,,185.52419642857143,0.15
2010,Ene.,217,169,200.24966181818183,0.15,220,168,204.64277272727273,0.15,,,184.89213916666668,0.15
,Feb.,217,169,200.7892817777778,0.15,220,168,206.31939222222223,0.4,,,182.992284375,0.15
,Mar.,217,169,188.73611244444447,0.15,220,168,204.7359237777778,0.4,,,174.83850999999999,0.15
