Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Tabla 40. VARIACIÓN DE LA VALORACIÓN DE LA PRODUCCIÓN AGROPECUARIA. 2001 - 2017,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,(%)
Años,2001,2002,2003,2004,2005,2006,2007,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017
Cultivos,,,,,,,,,,,,,,,,,
Transitorios,-0.698955859276225,-5.198904747935302,4.7237731013876925,5.592260408282385,-6.355038505951356,2.5646728143839965,0.22688275409920777,2.41219669937513,4.150131209134102,-4.895001070002806,-1.8420526621497544,3.684612039768524,-0.23035344624031495,-1.0759838191696076,4.922573945472578,8.894736545282015,7.6605235732382795
Ajonjolí,-7.258182171862089,-18.82750845546788,-12.063953488372093,10.486685032139562,-10.239361702127653,32.59259259259261,-17.681564245810065,-21.784865965388533,-5.422993492407784,-10.596330275229349,-18.265777321703453,51.9774011299435,5.700123915737294,47.16686205549044,-23.12798725438131,-7.150259067357496,38.653273809523824
Algodón Fibra,2.540421563874304,-18.457619976445002,2.3825457983045197,57.43331875819854,1.7354470649522113,-20.398609771510294,-5.348966765898922,-14.627955525718022,-15.508827870000303,31.5539179437489,-6.753050405590088,1.3563373694330636,-34.710828547990175,7.144652112454878,-23.424559140415425,-44.066693466567145,-19.199835723330693
Algodón Semilla,2.6340620663744687,-24.198023342878955,2.382545798304548,57.43331875819851,1.7354470649522113,-20.398609771510294,-5.348966765898922,-14.627955525718036,-15.508827870000303,31.55391794374887,-6.7530504055900735,1.356337369433021,-34.71082854799015,7.14465211245485,-23.424559140415425,-44.06669346656713,-19.19983572333072
Algodón Total,2.551055552543687,-19.110038451849107,2.3825457983045197,57.43331875819854,1.7354470649522113,-20.398609771510294,-5.348966765898922,-14.627955525718036,-15.508827870000303,31.5539179437489,-6.753050405590088,1.3563373694330352,-34.71082854799016,7.14465211245485,-23.424559140415425,-44.06669346656713,-19.199835723330708
Arroz Riego,2.2903625241889216,-3.907025112892555,1.7438859777565199,5.856532897608261,-6.264018243060832,0.3164459679656346,5.011282435858064,6.093079116481363,5.357733091784127,-18.686702620809342,-3.253620661524536,-0.715708565963908,-4.061603798639794,-4.744358302470815,-1.0825648886566057,10.733452462096778,3.2491402348782543
Arroz Sec. Mec.,-3.3634469727109035,13.637948551254354,19.53910448212575,14.234302610565578,-25.890162945081457,-13.875399695185735,-4.462776700685438,27.18319514413392,20.127957089041672,-22.566340564242722,-4.567450058904711,18.58392845653991,7.263945781225971,-20.09437531151967,28.896748720139897,50.00184160932099,1.9700203324814396
Arroz Sec. Manual,33.895494671317095,-21.339351360182988,8.031049681662154,0.2622928612862978,-13.285239542814793,2.051694055507781,-7.787359576846725,13.346730045130457,14.581858383623938,7.781739038130837,3.2175002098483674,36.31547697433021,2.3313989749708384,5.378046599137448,-4.019111683902821,17.580826870677015,-6.8290318806994605
