Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Tabla 39. PARTICIPACIÓN DE LOS PRODUCTOS EN LA VALORACIÓN DE LA PRODUCCIÓN. 2001 - 2017,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,( % )
Años,2001,2002,2003,2004,2005,2006,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017
Cultivos,,,,,,,,,,,,,,,,,
Transitorios,34.834546337423944,33.299783506140706,33.320860018422486,34.09988674199106,31.71845644462623,31.81206175017102,26.312300371746034,27.46188290159875,28.551072214747848,26.761592352567792,26.675648317754312,27.156623584063098,25.912528965857923,25.4962707831845,25.485357545519964,26.368561468129357,26.722251766901284
Ajonjolí,0.08029631264329387,0.0657237560451496,0.05522285076303705,0.059133476664427184,0.05272226239784602,0.06835893280537071,0.046438176894847354,0.03701568293328208,0.0349464946995871,0.030792514134384767,0.02555798732411551,0.03813749348477121,0.03855344908737786,0.05643368237621996,0.04132870276527842,0.03646038819214721,0.04758625668980557
Algodón Fibra,1.1519906300668308,0.9472186191046496,0.9266285172008986,1.413861796699899,1.4287424559125625,1.1121326123168869,0.8686897831517308,0.7557883733985744,0.6374466335090733,0.8264827662514206,0.782611093925205,0.7788312892031443,0.48631777380063496,0.5182696341763606,0.37808583046559285,0.20093228055774237,0.15282418328050845
Algodón Semilla,0.14771662782903625,0.11290880518489306,0.11045445752143054,0.16853284230502957,0.17030662231544955,0.1325666133785959,0.10354813927190079,0.09009025001401388,0.0759838714178508,0.09851704744946888,0.09328752809257705,0.09283697398986787,0.05796925617014327,0.06177792959114062,0.045067969013911226,0.023951201193970546,0.018216698436385938
Algodón Total,1.299707257895867,1.0601274242895424,1.037082974722329,1.413861796699899,1.4287424559125625,1.1121326123168869,0.8686897831517308,0.7557883733985744,0.6374466335090733,0.8264827662514206,0.782611093925205,0.7788312892031443,0.48631777380063496,0.5182696341763606,0.37808583046559285,0.20093228055774237,0.15282418328050845
Arroz Riego,6.70124834293371,6.493296701145512,6.3125245438685145,6.476276655018408,6.029848737621695,5.915078716945045,5.126007875345897,5.542250281855696,5.828876341082053,4.671244485026155,4.5892834626190036,4.473752008371342,4.104875170682677,3.8891597665462414,3.6649981768550868,3.856039035720251,3.7476410897130337
Arroz Sec. Mec.,2.781253487672728,3.1869984641550837,3.6401674611100456,4.030162387151345,2.9666963444101904,2.498516887440312,1.9698705262991845,2.553214043682897,3.0617068520802913,2.336574182246126,2.2644027113154586,2.636489112396562,2.7046766099191495,2.1496008189468414,2.639641293257353,3.7620998920125848,3.6110454532476832
Arroz Sec. Manual,0.42901235949096317,0.3402868946344171,0.3512556596048114,0.34132304405032055,0.29399052344436244,0.29338339048087064,0.22325888902338062,0.2578918193213976,0.29497534502596356,0.31334090096543166,0.3284339087443963,0.43958173506337894,0.4302136092207354,0.45091990919755787,0.412315164347453,0.46063256315097884,0.40398512132861186
Arroz total,9.911514190097401,10.020582059935013,10.303947664583372,10.847762086220072,9.290535605476249,8.706978994866228,7.319137290668462,8.35335614485999,9.185558538188307,7.321159568237712,7.182120082678859,7.549822855831283,7.239765389822563,6.48968049469064,6.716954634459895,8.078771490883815,7.762671664289328
Papa,10.37803346850871,10.443411743699954,10.345587509828041,9.752763643863013,8.962753639689254,9.627362488115491,7.839449913433979,7.980396190802367,8.324399217490782,9.081427310618666,8.964452918600132,8.24852067329519,7.539539793824844,8.161000005976168,8.848994126491942,8.338620562806707,8.706892800151579
Cebada,0.017046521266799997,0.01894858825969299,0.013569186558657706,0.00937138941034936,0.008490474356211388,0.007895308784351603,0.008160632111412209,0.008512291587305374,0.010795191238795607,0.008020878071815464,0.006789048171374578,0.0036668422126765314,0.006071769339879475,0.004665401663686617,0.003065838857666087,0.004587815480345441,0.003941315261569685
Fríjol,1.011806044727497,0.9810463489989473,0.9918517727222779,0.9773235028979964,1.075746549071526,1.007388259095049,0.9473658131067773,0.9103595713617528,0.9194460951679574,0.8421282831125775,0.8116252401382597,0.8434878506121691,0.8390184877201347,0.8712336124194321,0.7784966074515345,0.7058470540905537,0.6701055224730581
Maíz Tecnificado,1.8842403282990965,1.8728562483910713,1.883099850715831,2.1568909178264786,2.058291025610019,2.060279975901338,1.6575089045503728,1.6996248333480786,1.6591230436054176,1.3786589804927898,1.403709152231113,1.7363717185903877,1.9258601588824316,1.885405266352918,1.7996607180423765,2.3131635831708732,2.2586209815006417
Maíz Tradicional,2.2911971865541543,2.190627324242971,2.1886215552518915,2.37557115672489,2.2649506990346824,2.2835260806174222,1.8542350744981246,1.769163962406639,1.6992793366184158,1.4772198394636191,1.5079993212523586,1.4816900621962257,1.5524362437034114,1.5326750228367163,1.2763938432961583,1.1163218676737692,1.1726692848215143
