Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
TABLA 96. PRECIOS MENSUALES TRANSADOS EN LA BOLSA MERCANTIL DE COLOMBIA PARA ALGUNOS PRODUCTOS A NIVEL NACIONAL 1995 - 2015.,,,,,,,,,,,,,
,,,,,,,,,,,,, ($/t)
Año,   Ene, Feb,   Mar,   Abr,    May,   Jun,   Jul,  Ago, Sep,Oct,  Nov, Dic,Prom.
,,,,,,,,,,,,,
MAÍZ AMARILLO IMPORTADO,,,,,,,,,,,,,
1995,165072,189492,180765,164050,192180,186799,183369,180232,187268,208151,204182,204272,187152.66666666666
1996,217318,215006,218789,226047,219986,233944,252326,261760,294383,223470,221601,222461,233924.25
1997,225636,234562,215713,228318,223320,237613,235243,239723,248336,275880,268629,286272,243270.41666666666
1998,282223,305061,296585,280155,302323,307030,301793,309445,299281,318388,328294,338648,305768.8333333333
1999,335150,331846,375724,331078,331316,361401,359139,381767,388152,393331,339983,333441,355194
2000,331276,351161,369229,398895,406731,405727,399958,379021,380613,374906,388009,397900,381952.1666666667
2001,424153,412607.8919748511,437435.1111835731,436643.18212405354,437477.60869855544,439427.00912148406,418235.60406512034,418515,408086,412954,412000,423103,423386.45059730316
2002,424972,399133,400730,385855,374101,370929,373162,382321,441313,459503,460815,472666,412125
2003,491085,485367,476323,472582,480604,480965,475375,464151,462493,462357,465683,505826,476900.9166666667
2004,493527,483429,474152,468798,512114,460735,480198,467108,446968,430799,410835,403472,461011.25
2005,402349,407369,402827,401953,385313.33421581925,393130,420430,395950,396613,377547,372887,366987,393612.944517985
2006,350376,361226,353243,364089.6942302422,388803,422487,426991,406655,419193.6766352082,443262,440433,455020,402648.2809054542
2007,500799,521858,466420,506035,506496.5103007152,458093.6366651151,464818.1522471262,465807.47371051676,464692.0556458297,509975.0686157473,482984.8752421145,545982.8518137644,491163.5520200774
2008,550566.1142484199,609445.5822598701,589644.3799308814,599770.8955306235,601045.2825205711,615240.643897389,650494.5528574471,685322.700690272,664345.2419256954,660279.2849871737,618352.6552200957,570794.842044821,617941.8480094385
2009,521736.7153229942,546543.5964372517,567822.4226345414,583198.4312571657,601918.5420462515,571261.9997899833,553055.0513903211,477360.803309394,473790.6264084115,445298.58034905285,473228.5984769323,485653.5151648709,525072.4068822642
2010,522966.36091224675,522010.6919027437,486240.5082785925,486901.2930545684,488551.21963936475,480386.7841114649,449730.40230699553,463312.82631125755,459922.13502570835,491870.0129588525,514375.55065488926,559434.8923130333,493808.5564558098
2011,565664.4033028254,629668.7358036458,648205.7631594194,655453.0370687256,694244.4609575358,664025.7059361663,681585.9487651382,660775.0433723243,670335.8287754304,664766.6398133074,675635.1457541707,686587.4072819347,658079.0099992187
2012,673456.5874187354,647080.1556010557,610781.7441546062,594818.8660558929,610833.3866205569,590394.3538674572,596374.9112488643,615761.9628448789,650606.2817650784,648895.3904435097,643342.6725272774,651618.839857821,627830.4293671445
2013,633858.9898520232,625574.1430117902,631499.5680033551,629101.5463771793,612078.2916418768,634519.3016828577,648369.5331811763,635863.8637547143,618541.8090456183,570201.5517865295,534086.0757778554,525378.7274222566,608256.1167947695
2014,505571.0012094083,534530.1380393599,543263.8202020718,561170.5182082612,543585.0826604236,548970.7611717122,542653.5598996745,531899.728150635,547272.028556221,531718.3997647515,562049.5025839466,601587.9943684358,546189.3779012418
2015,591096.3790593746,581941.9707743526,570780.5192924582,561195.3020923956,563629.8521260478,573835.7871932435,624204.8705315113,764000.261904761,764000,752000,750000,815000,659307.0785811787
MAÍZ AMARILLO NACIONAL,,,,,,,,,,,,,
1995,224294,216023,201511,217893,231363,213455,208668,221126,211278,216662,221151,225853,217439.75
1996,254939,262175,277925,252277,257997,263866,254599,271248,285236,284846,273606,258740,266454.5
1997,260928,283753,257196,278421,274125,268606,267160,275318,257963,268698,303939,337961,277839
