Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
TABLA 90.  INDICE DE PRECIOS AL CONSUMIDOR. GRUPO DE GASTO DE ALIMENTOS. TOTAL NACIONAL. 1995 - 2017.,,,,,,,,,,,,
,,,,,,,,,,,,
Años,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic
,,,,,,,,,,,,
TOTAL NACIONAL,,,,,,,,,,,,
1995,55.12384601390093,56.783551207827955,58.46961350543632,60.222106376732626,61.25058411165195,61.642665939575934,61.510330151323515,61.285597838836104,61.49503610592326,61.75266313250003,62.07812361528286,62.79070919806597
1996,65.10493379779356,67.09476519798326,68.1300649301853,69.00236002370019,69.29459356513027,69.54130328854862,70.5472328155818,71.04358928293539,71.67945422484102,72.86013647262885,73.75299070976196,74.2610952591831
1997,34.64194442298399,35.151285441176135,35.584968377090405,36.02135338737175,36.73132342731863,37.22850511085899,37.510871882217494,38.15599213735477,38.85718043560869,39.513784506806005,39.873835916217686,39.7637263857597
1998,40.63973590963108,41.98959109074239,43.80691487071833,46.43529826409567,47.44996354361822,48.40251894096381,48.17126407008944,47.4831807161808,46.76134468029551,46.19771172488688,45.788089582349954,46.00026372871201
1999,47.778145,48.807994,48.945119,48.878238,48.76011,48.560296,48.478583,48.679407,48.748222,48.720589,48.977384,49.44644
2000,50.467752,52.086416,53.114054,53.757084,53.751597,53.372904,52.637642,52.604735,52.741429,52.786231,52.923671,53.110881
2001,54.205099,56.000113,56.875797,57.922436,58.249903,57.894163,57.77562,58.014651,58.328301,58.352446,58.294002,58.71458
2002,59.580895,60.685251,60.964161,61.77073,62.722436,63.212676,62.92471,62.886947,63.321258,64.064587,65.001699,65.124954
2003,65.929098,66.360498,66.987738,68.418499,68.837996,68.105141,67.577204,67.578963,67.452085,67.359761,67.743799,68.587842
2004,69.514162,70.540691,71.384089,71.641548,72.052273,72.526788,72.02186,72.016553,72.313946,72.227296,72.329371,72.314841
2005,73.360266,74.371351,75.305786,75.794852,76.354233,76.916057,76.71529,76.425191,76.904044,77.283465,77.192468,77.056926
2006,77.849806,78.376217,79.243988,79.938739,80.339924,80.542975,80.961108,81.333688,81.530612,81.38422,81.370251,81.436175
2007,82.371465,84.113157,86.300494,87.961489,88.37902,88.34885,88.194072,87.212843,87.207303,87.061555,87.650727,88.366581
2008,90.103831,92.915181,93.730163,94.838936,96.977388,98.932638,99.661058,99.579205,98.345321,98.508259,98.997448,100
2009,101.133763,101.745833,101.857688,102.361792,102.322521,101.706996,101.161616,101.033644,100.540926,100.12794,99.679759,99.683896
2010,100.589898,101.671914,102.201947,103.309675,103.329188,103.253544,102.889337,102.85458,102.267031,101.817724,102.069921,103.758366
