Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
 Equipos Riego y Drenaje,8764.138,6676.5,8532.3,3845.6,4950.5,9929.8,18743.0,21764.041,13675.182,22696.711,22153.387,47666.738,25990.943,19571.936,20536.745,19545.446,28801.177,29928.756,44463.682,39600.688,61742.556755,72912.135916
 Adec Actividad Forest.,53.2,50.5,9.4,2.0,163.3,31.9,19.5,10.0,172.0,99.5,139.95,33.4,1.15,280.0,19.0,0.0,18.35,49.784,0.0,0.0,0,0.0
 Adecuación tierras act.agr.,3523.6,3211.7,1997.4,4892.3,2276.7,5678.6,2263.9,2048.052,2735.571,3646.378,3329.407,22087.748,21664.995,18838.484,8384.174,44894.594,19706.561,25979.388,16628.084,11353.612,11368.20978,48977.8372
 Adecuación tierras act.pec.,1164.412,1154.7,834.5,244.0,1075.0,695.0,380.8,1329.758,640.9,1582.649,1913.762,13800.046,5883.901,7135.119,5014.619,6030.511,10543.158,13979.274,7708.798,2302.455,4335.817353,1786.6311
 Obras Civiles,14966.897,16399.8,14840.3,5853.8,12524.7,17014.2,23254.2,11385.786,7535.492,10575.675,11101.14,35091.262,32082.774999999998,25817.456,22748.163,26896.188000000002,24395.557999999997,32103.845,42537.058000000005,61316.304,35488.150861,24501.206866
 Oc. Manej Recur Hidric y Contrl Inund,7770.1,6034.7,5576.0,3027.2,6494.6,10962.6,12984.2,9857.402,2545.9660000000003,4445.143,9502.232,35404.885,44515.325000000004,29421.123,30700.196,52551.877,32896.819,35013.152,34306.531,48573.224,43907.2446,43061.131065999994
,,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZACION 3/,18719.1,13852.8,17688.6,20769.5,53222.1,63595.8,47241.9,92270.6,130395.952,133629.592,213826.689,249484.847,267360.882,166450.726,223591.963,170445.357,377795.0,386298.558,464684.624,503026.267,719341.472516,1240368.0
,,,,,,,,,,,,,,,,,,,,,,
SERVICIOS DE APOYO,2958.648,1668.5,4319.3,7591.1,5678.1,13260.3,5822.4,12269.0,15698.905,27570.727,14087.541,33721.728,20265.0,38871.0,41333.995,51776.79,85627.66,68937.727,119193.447,190441.659,227880.25719,311756.0
,,,,,,,,,,,,,,,,,,,,,,
CONSOLIDACION DE PASIVOS,,,,234302.5,269285.3,120181.4,74915.4,102571.0,20954.72,148570.757,237361.267,341331.253,71520.0,99481.0,628932.096,578467.017,200260.46,569176.164,1305806.987,803535.322,1455268.284616,2112461.0
,,,,,,,,,,,,,,,,,,,,,,
OTRAS ACTIVIDADES,19586.671000000002,27250.2,27819.2,15805.900000000001,21005.399999999998,10638.800000000001,12103.800000000001,16777.214,53480.17600000001,39914.346,47330.147999999994,78472.746,85127.57699999999,82540.378,82161.592,159720.307,99293.91,206317.228,502788.473,322182.818,257896.933453,256960.497892
 Capitalización y Creación de Empresas,0.0,0.0,0.0,7505.0,5244.4,1565.0,0.0,46.2,21744.2,2245.98,467.692,1160.0,25058.617,6808.922,0.0,5703.0,9572.204,81440.755,371510.762,194027.0,85206.482173,39772.436001
 Construc. Viv. Campesina,2447.867,3061.1,2520.1,919.7,1654.9,545.4,387.7,967.525,523.86,739.5,1090.2,960.149,1211.92,662.6,529.9,1289.582,1998.95,2158.05,1965.4,2103.97,2899.8946,5828.21389
 Reparac.  Viv. Campesina,10673.499,8827.6,7473.4,2130.7,5054.9,1061.2,104.0,258.166,458.75,305.04,749.0,735.624,465.9,359.64,567.95,423.26,1857.538,2813.254,2692.356,2937.01,5105.151904,25892.97459
 Compra Fincas,238.226,249.5,616.8,245.9,335.1,630.9,200.0,739.767,10.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
 Reforma Agraria,6219.079,15112.0,10256.2,732.7,293.9,0.0,0.0,0.0,30.0,300.0,300.0,1539.0,25.1,71.0,70.0,20.0,0.0,0.0,0.0,0.0,0,0.0
 Asistencia Técnica,2.0,0.0,2000.0,278.4,0.0,0.0,0.0,0.0,0.0,12.215,10.592,1031.237,7216.742,8076.455,6371.769,1402.234,318.399,152.136,86.3,1.95,2.207528,118.6
 Estudio de factibilidad,6.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
 Compra de Tierra para Uso Agropecuario,0.0,0.0,4952.7,3993.5,6922.2,6836.3,11412.1,14765.556,30713.366,36233.611,44712.664,73046.736,51149.298,66561.761,74621.973,150882.231,85546.819,119753.033,126533.655,123112.888,164683.197248,185348.273411
 TOTALES,139398.756,127459.09999999998,487303.7,773143.4,829052.4,711323.5,473670.6,643729.108,574937.335,592134.8500000001,861313.083,1353391.0329999998,1271277.234,1672548.276,2002612.139,2429532.1440000003,3077354.5039999997,3601035.905,5399726.759,5792860.466452001,6933789.8032084005,10116077.64715
"1/ : Comprende: tractores, combinadas, maquinaria pesada y maquinaria usada ",,,,,,,,,,,,,,,,,,,,,,
"2/ :Implementos y equipos agricolas, equipos para actividad pecuarias y equipos usados",,,,,,,,,,,,,,,,,,,,,,
"3/ : Incluye: maquinaria y equipos, maquinaria usada, redes de frío, transporte especializado, reparación de maquinaria e infraestructura nueva.",,,,,,,,,,,,,,,,,,,,,,
"FUENTE: FINAGRO, con base en Informe de Aprobaciones.",,,,,,,,,,,,,,,,,,,,,,
"ELABORO: Ministerio de Agricultura y Desarrollo Rural, Oficina Asesora de Planeación y Prospectiva - Grupo de Información y Estadísticas Sectoriales.",,,,,,,,,,,,,,,,,,,,,,
