Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
"TABLA 104.  CRÉDITOS APROBADOS PARA COMERCIALIZACIÓN, MAQUINARIA Y OTRAS LÍNEAS DE INVERSIÓN CON RECURSOS DE FINAGRO 1996 - 2017",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,(Millones de pesos),
Años,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016,2017.0
Cultivos,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
A. CAPITAL DE TRABAJO,19015.8,14919.9,380799.0,453555.0,419514.4,382650.1,182617.0,266346.705,196558.794,58483.056000000004,123824.428,119236.322,216475.0,750746.0,611125.0,909746.0,1838460.0,1799825.0,2434765.0,3317732.4590000003,3590634.677558,5418260.0
Comercialización,17733.8,14447.4,304307.2,372631.0,306380.5,286142.1,131783.2,190858.869,122744.019,53308.364,109097.148,94924.0,153448.0,428683.0,323713.0,431159.0,902774.0,932724.0,1478410.0,2130935.163,2475995.777293,4026397.0
Servicios de Apoyo,1282.0,472.5,76491.8,80924.0,113133.9,96508.0,50833.8,75487.836,73814.775,5174.692,14727.28,24312.322,63027.0,322063.0,287412.0,478587.0,935686.0,867101.0,956355.0,1186797.296,1114638.900265,1391863.0
,,,,,,,,,,,,,,,,,,,,,,
B. LINEAS DE INVERSION,120382.956,112539.19999999998,106504.7,319588.4,409538.0,328673.39999999997,291053.6,377382.40300000005,378378.541,533651.7940000001,737488.655,1234154.711,1054802.234,921802.2760000001,1391487.139,1519786.144,1238894.504,1801210.9049999998,2964961.7589999996,2475128.007452,3343155.1256504003,4697817.647150001
,,,,,,,,,,,,,,,,,,,,,,
MAQUINARIA Y EQUIPOS,17763.146,13773.8,13840.7,9423.599999999999,15606.3,43972.50000000001,52999.600000000006,66902.78000000001,83445.48100000001,67537.962,61159.721,159048.134,161060.892,162050.035,83801.06000000001,163295.07700000002,134166.36800000002,165307.52599999998,179421.78800000003,197110.868452,234066.22003839997,286266.53722399997
 Maquinaria 1/,14684.187,11103.0,11293.2,5656.7,9181.9,28396.7,34185.3,49820.882,60336.687999999995,50076.939999999995,39254.082,99606.438,121080.15699999999,123711.91,56277.108,126147.479,84847.033,105773.67799999999,107101.11799999999,105678.945452,120440.92795839999,178565.19818299997
 Equipos e Implementos 2/,1882.6,1989.6,1530.4,3601.1,5881.8,15253.7,17605.6,16357.6,16095.436000000002,12905.768,19722.038,56239.534,37502.82,33161.156,22365.442,27039.470999999998,31796.165,40068.141,49004.441000000006,59585.384999999995,89058.957857,80428.27477
 Reparac. Maquinaria,505.7,350.1,366.9,77.4,178.0,225.8,271.6,461.267,826.979,700.688,918.365,553.984,763.351,1150.064,922.236,1072.8,5740.473,1950.641,2665.053,1189.258,1599.1024,2294.252231
 Equipos Pesca,404.09,238.8,455.7,0.0,298.8,75.3,681.3,0.0,741.066,3429.569,868.613,1779.693,1335.771,2576.194,4147.007,7140.627,9739.447,17109.854,20437.964,28729.382,22755.904823,19008.266581
 Otros Equipos Apoyo Act.Agr.,286.569,92.3,194.5,88.4,65.8,21.0,255.8,263.031,5445.312,424.997,396.623,868.485,378.793,1450.711,89.267,1894.7,2043.25,405.212,213.212,1927.898,211.327,5970.545459
INFRAESTRUCTURA,24318.225,22163.1,10329.9,13111.1,16724.2,31391.8,38441.399999999994,38278.361000000004,44649.269,71810.69099999999,113636.16,211775.431,315739.01,269883.92100000003,241763.118,244760.59999999998,223493.072,265570.61399999994,245419.157,291301.591,286204.599683,292571.44088600005
 Beneficiaderos Café,2353.797,1878.9,2106.8,396.5,831.1,572.3,202.8,161.12,782.797,10593.021,20986.525,26805.956,28027.806,26786.783,16186.967,22482.656,31140.669,36713.566,33731.991,51291.735,67418.715359,79687.013965
 Electrificación,589.128,578.4,261.2,115.6,175.2,44.9,362.6,786.055,754.249,449.64,2761.432,1332.654,4769.835,1792.106,751.412,976.656,1988.954,674.175,642.459,655.814,698.630912,4828.014
 Demás Líneas,5204.2,3025.7,1440.4,1720.2,935.5,5404.9,3301.6000000000004,3497.6,1382.707,2166.424,2429.6240000000003,2737.7,4079.895,1412.525,2890.586,1855.978,3639.221,2755.058,2570.722,3487.039,4137.111,6288.9178
 Infraestructura agrícola,3441.8,2245.2,1266.0,7408.7,3016.2,3208.7,3430.9,7944.319,13818.216,16324.533,26574.478,33908.541,29161.431,31572.919,32579.959,34777.711,46239.409,47551.29,38341.811,51551.209,52860.339167,62322.05825
 Infraestructura pecuaria,12729.3,14434.9,5255.5,3308.9,11217.5,21898.1,30063.8,25325.343,26105.827,38263.044,59823.274,142960.972,248061.389,202914.529,187835.886,181736.789,138429.955,176644.555,167608.004,183512.579,158734.769445,136455.036871
 Infraestructura forestal,0.0,0.0,0.0,39.0,0.0,0.0,0.0,4.9,12.005,10.0,0.0,145.918,0.0,5.0,8.0,48.12,15.0,0.0,0.0,0.0,0,0.0
 Infraestructura pesquera,0.0,0.0,0.0,122.2,548.7,262.9,1079.7,559.024,1793.468,4004.029,1060.827,3883.69,1638.654,5400.059,1510.308,2882.69,2039.864,1231.97,2524.17,803.215,2355.0338,2990.4
ADECUACION TIERRAS,37037.166000000005,33830.799999999996,32507.0,18584.7,28016.6,45632.799999999996,59529.100000000006,48313.448000000004,29754.038,44617.719,50087.129,160320.57200000001,133728.873,102525.21599999999,89903.315,151320.996,118258.034,139603.088,147647.283,167529.48200000002,162497.35815400002,197434.171148
 Equipos e Implemento Acui. y Adec Pesq.,794.819,302.9,717.1,719.8,531.8,1320.7,1883.5,1918.409,2448.927,1571.663,1947.251,6236.493,3589.7839999999997,1461.098,2500.418,1402.38,1896.411,2548.889,2003.1299999999999,4383.199,5655.378805,6195.228999999999
