Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
TABLA 103.  CRÉDITOS APROBADOS PARA CAPITAL DE TRABAJO Y LÍNEAS DE INVERSIÓN EN ACTIVIDADES PECUARIAS,,,,,,,,,,,,,,,,,,,,,,
                    CON RECURSOS DE FINAGRO 1996 - 2017,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,(Millones de pesos)
Años,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017
Cultivos,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
A. CAPITAL DE TRABAJO,62195.52,42435.9,65584.0,53726.3,38611.8,46436.7,36026.9,53800.426,83800.25800000002,86676.653,80574.112,80771.695,113298.695,185511.41599999997,141378.78,134119.87099999998,208008.938,221783.171,163914.72199999998,160756.28599999996,182593.372406,317154.12730999995
,,,,,,,,,,,,,,,,,,,,,,
AVICOLAS,16604.882999999998,10984.1,39325.299999999996,32771.9,18674.0,24829.6,15068.5,23197.424,31443.51,28103.395,13625.917,20821.805,38986.347,74590.666,63263.742,55692.278000000006,92965.26999999999,124225.46499999998,91627.87299999999,83206.014,83143.72409399999,189486.460478
 Avicultura  Engorde,10940.1,7961.8,20725.8,15268.9,7347.8,10710.6,3984.3,6822.261,10877.8,8120.727,3885.317,6565.784,10909.615,45240.91,39583.02,18250.609,26087.21,37902.85,21606.245,49148.002,45597.295146,67758.603332
 Avicultura Huevos,5382.63,2358.8,18596.8,17501.0,11196.7,13581.9,11040.5,16324.483,20405.44,19835.705,9546.986,14043.343,27925.438,29260.806,23609.022,37333.669,66728.94,86213.127,69901.368,33924.812,37474.528948,121682.357146
" Pavos, Patos y Codornices.",282.153,663.5,2.7,2.0,129.5,537.1,43.7,50.68,160.27,146.963,193.61399999999998,212.678,151.294,88.95,71.7,108.0,149.12,109.488,120.26,133.2,71.9,45.5
BOVINOS,39598.5,27501.3,24458.1,19079.1,11333.4,16222.099999999999,15371.0,25045.462,42163.090000000004,37653.271,41858.981999999996,43517.7,48350.358,75117.03099999999,63572.66,59219.524,70783.133,74065.372,51781.071,59325.286,71785.152292,69523.69668
" Cría, leche y Doble Propósito",4752.4,3139.7,4058.4,2430.6,910.0,2416.1,1862.4,3081.53,4481.4,2814.986,1856.95,1363.0,1758.47,778.62,1407.65,5012.0,7149.559,4670.0,2444.12,4071.39,14158.656,11582.051775
 Ceba Bovina,4311.8,3054.7,1466.8,1357.6,1406.4,1129.7,1462.3,191.308,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,4.27
 Retención de Vientres,18353.8,9215.6,9140.3,5747.1,1353.0,25.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
 Compra novillos ceba,12180.5,12091.3,9792.6,9543.8,7664.0,12651.3,12046.3,21771.344,37554.69,34838.285,40002.032,42154.7,46591.888,74338.411,62165.01,54207.524,63633.574,69395.372,49336.951,55253.896,57622.226292,57937.374905
ESPECIES MENORES,4349.037,2519.3999999999996,1068.0000000000002,1470.3,5348.6,4576.799999999999,4185.4,3823.7630000000004,6111.880000000001,8851.963,8383.841999999999,8187.798,7460.894,26661.017,10940.717,14297.055,33928.365,18177.004,18014.171,16000.194000000001,24503.36402,47314.107791
 Ceba Porcinos,3347.3,1680.8,672.2,776.5,4975.5,3818.9,1525.8,1672.407,3978.17,6828.716,5143.614,6398.745,5719.84,19152.044,8487.786,12421.375,23452.099,12696.683,12598.763,12668.571,20908.53802,43847.154791
 Cría de Porcinos,925.359,787.4,383.7,692.3,325.3,709.5,2579.2,2106.584,2029.69,1739.931,2922.185,1592.456,615.42,7275.836,2283.323,1707.404,10281.33,5370.861,5275.788,2778.333,1826.856,1244.64
 Conejos y curies,43.0,41.2,3.7,0.0,32.3,36.5,25.4,34.972,101.02,173.016,125.238,168.177,117.134,231.137,104.608,113.476,115.436,109.46,120.32,545.87,1566.47,2012.313
 Otras especies menores,33.378,10.0,8.4,1.5,15.5,11.9,55.0,9.8,3.0,110.3,192.805,28.42,1008.5,2.0,65.0,54.8,79.5,0.0,19.3,7.42,201.5,210
PESQUERO,1643.1,1431.1,732.6,405.0,3255.7999999999997,808.2,1402.0,1733.777,4081.7780000000002,12068.024,16705.371000000003,8244.392,18501.095999999998,9142.702,3601.661,4911.014,10332.17,5315.33,2491.607,2224.792,3161.132,10829.862361
Acuicultura ,1502.1,873.1,701.1,323.0,346.1,796.7,1328.6,1643.277,3944.032,11913.024,16567.615,8108.156,17883.081,9110.336,3437.161,4863.814,9138.365,4737.17,2389.607,1518.292,2721.632,8690.264967
Pesca,76.0,18.0,31.5,12.0,2909.7,11.5,73.4,50.5,128.746,135.5,97.596,132.736,18.015,28.866,164.5,41.2,993.805,578.16,102.0,706.5,67.5,1960
Zoocria,65.0,540.0,0.0,70.0,0.0,0.0,0.0,40.0,9.0,19.5,40.16,3.5,600.0,3.5,0.0,6.0,200.0,0.0,0.0,0.0,372.0,179.597394
,,,,,,,,,,,,,,,,,,,,,,
B. LINEAS DE INVERSION ,129561.778,137093.7,88863.40000000001,44781.799999999996,136859.69999999998,144534.1,203552.394,315477.05900000007,463587.06899999996,666643.465,825296.96,803550.1080000002,504366.12399999995,636934.545,797339.5289999999,1000053.754,1166990.491,1207767.8469999998,998679.5680000001,827629.297,1066503.3815700002,1122899.231108
COMPRA DE ANIMALES,,,,,,,,,,,,,,,,,,,,,,
 Avicultura Huevos,0.0,0.0,0.0,0.0,2115.0,1669.1,3840.0,5589.904,13019.706,1018.185,5424.946,4503.409,13716.074,6037.175,5514.813,4221.383,8606.357,5175.337,6827.6,8752.537,20658.881,7340.902916
 Vientres Bov. Leche,33873.9,32079.7,21871.7,9465.5,28673.6,33225.8,42671.7,58637.01,91942.615,129955.672,166948.823,182041.904,120480.398,130216.597,152330.417,201009.607,241652.912,277126.458,234809.213,163426.593,173060.57288,210758.061611
 Vientres Bov. Cría y Doble Propósito,92053.0,101784.1,62108.3,34433.3,92967.5,98245.8,137976.2,217571.598,312801.777,465804.201,580244.121,557035.155,326533.323,444499.465,557348.788,591887.418,627501.944,696935.145,538210.177,486224.587,603817.409847,673894.818261
 Apicultura,91.073,108.4,131.6,13.2,114.8,81.9,161.4,448.226,1367.109,1039.167,729.641,817.15,429.551,556.714,546.279,332.669,181.4,226.2,181.6,77.9,255.521,349.8582
 Porcicultura Cría,1831.2,827.1,909.3,401.2,1356.0,2098.6,4529.943,5335.759,12838.539,25099.25,35775.251,27666.388,20592.937,19824.821,33168.563,48370.833,58643.809,78212.365,83670.034,32876.296,16581.567186,17732.865793
 Ovinos y Caprinos,290.8,648.7,199.0,75.0,137.2,253.3,61.4,137.59,261.215,362.897,616.487,900.931,479.873,1071.87,1291.092,1458.833,2559.416,2565.65,1523.501,3540.311,4162.551,7581.080774
 Animales Labor,603.838,832.4,3056.1,135.5,447.9,460.8,693.951,719.902,1446.674,2840.343,4042.759,3292.81,3009.571,3710.436,3942.716,4320.768,6262.2,8326.385,9181.726,11324.801,15475.557657,16984.243273
Acuicultura,77.3,188.8,113.9,60.4,1736.4,50.2,154.8,401.339,485.327,960.013,1279.856,1188.679,1135.128,1701.188,1126.854,520.683,1012.3,1877.8,194.084,934.762,612.768,4189.5
