Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
TABLA 63. VOLUMEN DE LAS EXPORTACIONES DE CAFÉ EFECTUADAS POR LA,,,,,
                    FEDERACIÓN Y LOS PARTICULARES. 1991/92 - 2016/17,,,,,
,,,,,( Miles de Sacos de 60kg de café verde equivalente)
Años,Federación,%,Particulares,%,Total
1991/92,7458,48.21255414053914,8011,51.78744585946086,15469
1992/93,6425.267,44.20241180351417,8110.743,55.79758819648583,14536.01
1993/94,4589.494,36.166008777252394,8100.582,63.83399122274761,12690.076
1994/95,3420.091,36.60345461062292,5923.538,63.39654538937707,9343.629
1995/96,4146.198,38.378196005470436,6657.327,61.621803994529564,10803.525
1996/97,4115.446,36.74315080111923,7085.134,63.25684919888077,11200.58
1997/98,3714.56,34.040803032895376,7197.521,65.95919696710462,10912.081
1998/99,2965.04,28.80312441198462,7329.121,71.19687558801539,10294.161
1999/00,3267.815,36.07513237221002,5790.554,63.92497802306135,9058.359
2000/01,3415.286,36.0545005497455,6057.279,63.945499450254495,9472.565
2001/02,3399.509,31.984285920600712,7229.176,68.01571407939929,10628.685
2002/03,2551.93,24.307111634900977,7946.767,75.69288836509902,10498.697
2003/04,2936.604,28.733644100359594,7283.485,71.2663558996404,10220.089
2004/05,2827.381,25.62944115042282,8204.389,74.37055884957717,11031.77
2005/06,3179.078,29.568461726197736,7572.506,70.43153827380226,10751.584
2006/07,2446.952,21.89303588282603,8729.899,78.10696411717396,11176.851
2007/08,3010.976,26.05382775833796,8545.775,73.94617224166204,11556.751
2008/09,2465.074,28.280743055651158,6251.366,71.71925694434883,8716.44
2009/10,2008.669,27.913672643872907,5187.315,72.08604942409703,7196.004
2010/11,1950.236,24.183121702890876,6114.215,75.81687829710913,8064.451
2011/12,1785.913,24.47145387796892,5512.031,75.52854612203109,7297.944
2012/13,2410.349,27.245923057124173,6436.292,72.75407694287584,8846.641
2013/14,2409.01,22.218823978853745,8433.193,77.78117602114625,10842.203
2014/15,2567.868,20.914337458290326,9710.159,79.08566254170967,12278.027
2015/16,2865.892,23.271322584435413,9449.231,76.72867741556459,12315.123
2016/17,2605.875,19.322811955477096,10880.128,80.67718804452291,13486.003
,,,,,
Período octubre - septiembre,,,,,
FUENTE:  FEDERACAFE - Grupo de Información Comercial,,,,,
Este cuadro se actualizó en varios años por la FEDERACAFE,,,,,
