Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
0103920010,"Animales vivos de la especie porcina de raza pura, de peso superior o igual a 50 Kg., de raza pura.",0,0,0,0,3.781,45.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0103920090,"Los demás animales vivos de la especie porcina, de peso superior o igual a 50 Kg.",0,0,0,0,0,0,1.25,13.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0104101000,"Reproductores de raza pura, de la especie ovina.",1.088,3.129,0,0,0,0,1,1.205,1.587,4.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,109.605,22.35443,306.11887,2.67865,46.22305,13.17633,51.84743,14.389,212.02147000000002,0,0,0,0,5.8437,167.22879,0,0,0,0,0,0,0,0,0,0,1.04,28.4214
0104109000,Los demás animales vivos de la especie ovina.,0,0,0,0,0,0,0,0,0,0,0,0,1.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5797100000000001,7.6433599999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0104201000,"Reproductores de raza pura, de la especie caprina.",0.091,0.266,0.091,0.309,0,0,0.123,2.728,0,0,0,0,0.567,3.76,0,0,0,0,0,0,0,0,0,0,0,0,2.769,12.634,0.27825,2.18309,0.31703,4.17996,0,0,0,0,0,0,0,0,0.198,2.89521,0,0,13.6,6.53081,0,0,0,0,0,0,0,0
0104209000,Los demás animales vivos de la especie caprina.,0,0,0,0,0,0,0.123,2.728,0,0,0,0,0.143,3.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40761000000000003,5.3742399999999995,0,0,0,0,0,0,0,0,0,0,0,0,0.009,1.4069,0,0,0,0,0,0,0,0
0105110000,"Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",20.476,2293.048,92.755,4053.825,42.561,3263.507,49.900999999999996,4406.365,81.01,5028.262000000001,106.349,5875.135,50.64800000000001,5451.228999999999,71.331,6405.399999999999,32.876,4124.526,46.403000000000006,5406.674999999999,47.181000000000004,5670.8730000000005,40.144,5291.364,40.397,4759.074,34.943,5510.341,38.748470000000005,5334.06306,41.29275,6048.87937,65.41346,7333.529089999999,67.4393,8651.381759999998,50.80146,6562.230210000001,29.00028,7089.64905,32.39059,7607.176710000001,30.99066,8341.817130000001,30.46964,8925.56264,29.736009999999997,8677.20437,35.62404,11353.763270000001,35.91337,11380.338999999998,37.56805,12113.497460000002
0105120000,"Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",0,0,0,0,0,0,0,0,0,0,0.28800000000000003,28.031999999999996,0.21500000000000002,38.875,1.084,28.954,1.266,50.196000000000005,2.8289999999999997,76.467,4.935,145.689,7.842,210.82,1.642,59.134,0.714,24.138,2.1378,67.72989000000001,6.548899999999999,220.21691000000004,6.9996,226.44498,5.5202,190.67214,4.962000000000001,157.21614000000002,3.9428799999999997,127.07431,1.2907,52.50894,1.455,57.97393,0.62,36.61326,0.0936,20.227,0.7677,59.51476000000001,0.143,29.87686,0.2118,55.22316
0105190000,"Patos, gansos y pintadas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",0.911,43.788,0.226,10.032,2.05,34.559,32.229,52.32000000000001,0.006,0.323,2.782,116.607,0.5650000000000001,24.413999999999998,0,0,0.175,4.657,0,0,0.028,1.5459999999999998,0.007,0.904,0,0,0,0,2.9718,540.9558099999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0105910000,"Gallos y gallinas de las especies domésticas, vivos.",0.166,2.5460000000000003,0,0,0.28900000000000003,1.176,9.649999999999999,4.201,476.26699999999994,455.868,81.62299999999999,60.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0105920000,"Gallos y gallinas vivos, de peso inferior o igual a 2.000 g, pero superior a 185 g.",0,0,0,0,0,0,0,0,0,0,280.287,242.789,114.14899999999999,59.713,83.66300000000001,85.544,0.027000000000000003,0.458,7,11.645000000000001,0.09,1.089,0.015,0.508,0.005,0.23,0.015,0.422,0.6094999999999999,6.76225,0.5657,12.64247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0105930000,"Gallos y gallinas vivos, de peso superior a 2.000 g.",0,0,0,0,0,0,0,0,0,0,1639.308,881.502,1947.153,937.238,427.209,224.551,0,0,0,0,0,0,0.134,1.802,20.416999999999998,14.763,9.003,1.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0105940000,"Los demás gallos y gallinas, vivos.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1989,1.8444,0.04,1.86079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0105990000,"Los demás patos, gansos, pavos y pintadas, de las especies domésticas vivos.",0,0,0.027,0.371,0.11800000000000001,4.877,0.305,6.2,0,0,3.846,5.0009999999999994,0.121,0.346,0,0,0.047,1.169,0.035,1.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198,1.05362,0,0,0,0,0,0,0,0
0106001000,Los demás animales de peletería para reproducción o cría industrial.,0,0,0,0,0.09799999999999999,5.343,0,0,0,0,0,0,0.084,5.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0106002000,Animales vivos para parques zoológicos.,0,0,0,0,0.015,18.839,0.274,5.1049999999999995,0.187,0.1,0.129,0.1,0,0,0.364,2.3040000000000003,0.006,0.396,0.59,6.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0106003000,Perros.,0.14100000000000001,1.489,0,0,0.5930000000000001,11.116,0.7220000000000001,18.608,1.9449999999999998,19.271,0.146,1.897,0.431,5.336,19.157,349.38,0.535,12.221,1.5000000000000002,24.232999999999997,2.609,75.75200000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0106004000,Abejas y demás insectos vivos.,0.005,1.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051000000000000004,0.77,0.33299999999999996,5.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0106009000,Los demás animales vivos.,223.124,67.028,0,0,0,0,0.11000000000000001,4.441,0.352,16.946,0.5730000000000001,24.264000000000003,0.511,14.372,0.29700000000000004,12.86,0.255,10.651,0.305,4.598,5.651,37.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0106009010,"Reptiles, vivos.",0,0,0,0,0,0,0.3,27.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0106009090,Los demás animales vivos de la partida 01.06 no incluidos antes.,0,0,0.28600000000000003,6.444,0.457,13.883000000000003,0.11199999999999999,5.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0106110000,"Primates, vivos.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07515000000000001,0.6295299999999999,0.13,3.51715,0,0,0.064,2.387,0.2649,10.289860000000001,0.121,3.4672199999999997,0.075,0.70875,0,0,0,0,0,0,0,0
0106190000,Los demás mamíferos vivos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.108,130.715,2.0130000000000003,40.049,2.829,45.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48338,113.62030000000001,3.62681,145.36480999999998,4.1114500000000005,191.67495,3.2243399999999998,118.20647,4.740919999999999,128.10601,5.04435,180.65355
0106191900,Los demás camélidos suramericanos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052000000000000005,1.7881,0.038,2.0249200000000003,0,0,0.01,0.78064,0.003,0.42975,0,0,0,0,0,0,0,0,0,0,0,0
0106199000,Los demás mamíferos vivos.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5987800000000005,48.83436,2.52962,52.55413,2.92175,97.81739999999999,6.341990000000001,658.30606,1.5938700000000003,212.30611,5.5004599999999995,589.4968799999999,3.0978700000000003,206.61592,0,0,0,0,0,0,0,0,0,0,0,0
0106200000,"Reptiles (incluidas las serpientes y tortugas de mar), vivos.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,3.889,0,0,0,0,0,0,0,0,0.192,2.42977,0,0,0,0,0,0,2.90736,4.53235,0,0,0.09,7.03,0.035,10.62838,0,0,0,0
0106320000,"Psitaciformes (incluidos los loros, guacamayos, cacatúas y demás papagayos) vivos.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,1.112,0.001,0.393,0,0,0,0,0,0,0.0054,5.00491,0,0,0.0135,0.6055,0,0,0,0,0,0,0,0,0,0,0,0
0106390000,"Las demás aves, vivas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.796,78.372,1.444,7.694999999999999,5.4190000000000005,15.525,0.17808,5.32518,0.09129999999999999,3.68687,0.03,1.7605899999999999,0.0162,1.055,0,0,0,0,0,0,0.0405,0.4271,0.017,0.251,0.08677,15.33326,0.015,1.0612,0,0,0.044,1.6065399999999999
0106900000,Los demás animales vivos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11785,7.32184,0.0039,1.07629,0,0,0,0,0,0,0,0,0,0,0.3818000000000001,4.72669,0.24904,11.15559,0.19549999999999998,7.97586,0.33413000000000004,61.43429,0.0771,4.01154,0.061,2.4489199999999998
0106901000,"Insectos, vivos.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045,0.053020000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0106909000,"Los demás animales, vivos.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2089999999999999,19.519000000000002,0.14600000000000002,2.3329999999999997,0.096,3.3,0,0,0,0,0.057,1.95074,0.0045,2.16023,0.025,0.7111799999999999,0.0198,0.177,0.2665,8.76757,0,0,0,0,0,0,0,0,0,0,0,0
0201100000,"Carne de animales de la especie bovina, fresca o refrigerada, en canales o medias canales.",0,0,0.004,0.016,0,0,0,0,0,0,265.418,483.318,70.784,127.33699999999999,19.655,19.418,1.96,1.95,0.084,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0201200000,"Los demás cortes (trozos) sin deshuesar, de carne de animales de la especie bovina, fresca o refrigerada.",10,9.39,0,0,0,0,0.2,0.401,8.879,27.11,0,0,2.387,7.132,0,0,0,0,0.122,1.312,0,0,0,0,0,0,0,0,0,0,15,41.90828,8.25,24.15842,5.8,17.73922,12.95,46.24722,17.630000000000003,64.83645,0,0,0,0,0,0,0,0,0,0,0,0,0.03601,0.98472
0201300000,"Carne deshuesada de animales de la especie bovina, fresca o refrigerada.",0,0,0,0,0.113,0.172,0,0,349.341,584.774,1298.643,2424.3250000000003,1886.1510000000003,4478.124,2568.2709999999997,5651.611,797.255,1958.156,49.709,290.853,54.297000000000004,159.853,68.623,181.93200000000002,2.8,3.98,14.100000000000001,86.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0201300010,"Cortes finos de carne de animales de la especie bovina, deshuesada, fresca o refrigerada.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.85341,377.23398000000003,43.969409999999996,213.20272000000003,0,0,74.12074,852.30357,228.19672000000003,1980.9546799999998,182.23793,1752.55258,131.83404,1715.9756000000002,118.29949,1642.7416199999998,126.97439000000001,1928.7078999999999,167.34585000000004,2514.68093,145.68712,2179.8672500000002,176.67135,1670.1071499999998,377.09778,3557.0132200000003
0201300090,"Las demás carnes de animales de la especie bovina, fresca o refrigerada, deshuesada.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813,4.08723,0,0,0,0,0,0,0.293,1.04079,10.598,82.95527,1.94014,24.04204,3.4181500000000002,52.606370000000005,42.37324,607.5894000000001,61.32634,976.2983399999999,59.54572,954.2121000000001,66.32683,846.28786,142.30845000000005,724.21374
0201301000,"Cortes finos de carne de animales de la especie bovina, deshuesada, fresca o refrigerada.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.675,1193.31638,37.07678,286.75372999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0201309000,"Las demás carnes de animales de la especie bovina, fresca o refrigerada, deshuesada.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.588800000000006,227.89474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0202100000,"Carne de animales de la especie bovina, congelada, en canales o medias canales.",0,0,0,0,0.121,0.6839999999999999,0.09499999999999999,0.586,0.082,0.525,0,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,9.8,26.24186,0,0,1,27.27711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0202200000,"Los demás cortes (trozos) de carne de animales de la especie bovina congelada, sin deshuesar.",0,0,0,0,0,0,0,0,0,0,2.89,11.658000000000001,7.867999999999999,56.550000000000004,9.645000000000001,50.756,1.798,12.062,3.288,23.342,0.945,7.805,2.2710000000000004,15.109,0.091,0.612,0,0,7.005,17.43697,0,0,0,0,0,0,0,0,0.08913,0.31164,0.38719,1.51634,1.53099,11.52522,0.05634,1.0494,0.03157,0.45669,0,0,8.46515,96.48244,14.57452,188.54644000000002
0202300000,"Carne de animales de la especie bovina, congelada, deshuesada.",0,0,0,0,23.418,63.274,0,0,1608.6009999999999,1264.0009999999997,1137.306,825.1959999999999,1094.4779999999998,1628.594,1266.791,1536.895,1051.531,1603.474,558.991,728.7510000000001,1417.768,1869.365,1467.44,2246.208,9.783,30.369,1186.806,1575.3680000000002,88.41125000000001,236.99441,110.02113,305.90430000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
