Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,1000,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
TABLA 113. IMPORTACIONES DE PRODUCTOS DE ORIGEN AGROPECUARIO Y AGROINDUSTRIAL. 1992 - 2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,(Miles de US$ CIF)
D E S C R I P C I O N,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017
"   22 Bebidas, liquidos Alcohólicos y Vinagre",16329.082000000002,26572.522000000004,32233.356000000018,57852.75599999999,74495.334,82789.09199999999,61729.99800000001,51381.60699999998,46528.298,64412.042000000016,53851.0,57709.063,66798.19,82323.793,111643.41788000001,131255.57854,120496.15589999997,123630.76268,157632.6252,182339.25123999998,243237.40999000004,290046.7984,285655.82549,350825.04267,461937.93826,510186.96984999994
   23 Residuos industrias alimentarias. Alimentos para animales,61824.175000000025,74975.96200000001,109837.67399999998,104799.527,178613.006,178452.48900000003,167091.83,152875.044,173597.02599999998,168859.86500000002,149821.23,170717.559,224209.87,237014.93529000002,280266.71368,390774.28317000007,575951.6263199999,516283.52005,540230.9088699999,613227.67823,787696.33613,842069.9561199999,879542.6710299999,746616.7792299998,745139.99062,757186.95212
   24 Tabaco sucedáneos del tabaco elaborados,3906.476,3513.2919999999995,5164.388999999999,9457.133,18134.723,24952.808,37453.607,60372.89,42813.482,46353.173,42236.162,41364.588,60280.948,23226.991769999997,24265.655270000003,30468.85018,33366.22141,17182.285640000002,25191.25404,26389.05136,81250.18305,83425.62262,68318.55589999999,86805.17768,88359.79828000002,92538.18090999998
,,,,,,,,,,,,,,,,,,,,,,,,,,
  V.  ALGODON,17448.436,39280.94099999999,55847.517,81112.49699999999,47688.986999999994,84591.19,70063.84699999998,48402.301999999996,76024.1,66231.68100000001,63121.55000000001,83804.03,58250.333,47970.04633,80010.843,72844.72636,82073.35089,82561.30733000001,107629.59665999998,142100.24680999995,66774.10685999999,73064.87743999998,62756.554339999995,47043.02145999999,54003.999209999994,46093.197550000004
   52 Algodón. 2,17448.436,39280.94099999999,55847.517,81112.49699999999,47688.986999999994,84591.19,70063.84699999998,48402.301999999996,76024.1,66231.68100000001,63121.55000000001,83804.03,58250.333,47970.04633,80010.843,72844.72636,82073.35089,82561.30733000001,107629.59665999998,142100.24680999995,66774.10685999999,73064.87743999998,62756.554339999995,47043.02145999999,54003.999209999994,46093.197550000004
,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL AGROPECUARIO Y AGROINDUSTRIAL. SIN CAFE,637480.4,818460.965,1146913.314,1420967.975,1810570.3439999998,1842882.211,1850275.473,1473716.5270000002,1533435.04,1622921.239,1664729.528,1712179.9719999998,1933042.1430000002,1953497.47659,2431688.31622,3183244.8535499997,4198553.397650001,3469756.2128,4105162.21098,5175692.27875,6060119.36666,6061322.54546,6192326.2866899995,5770429.54668,6063317.361030001,6028890.51787
,,,,,,,,,,,,,,,,,,,,,,,,,,
C A F E 3,12.372,9.270000000000001,10.097,28.477,5.888,36.95099999999999,22.48,32.099999999999994,931.4760000000001,4077.2109999999993,4732.620999999999,2590.5409999999997,5296.4619999999995,25023.126360000002,27481.35788,12896.55821,20403.8789,83497.99497999999,79471.38534000001,171723.98031999997,177899.21844,51665.915389999995,36790.550650000005,15447.143890000001,17128.72923,30537.843160000004
,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL AGROPECUARIO Y AGROINDUSTRIAL    ,637492.772,818470.235,1146923.411,1420996.452,1810576.2319999998,1842919.1619999998,1850297.953,1473748.6270000003,1534366.516,1626998.45,1669462.149,1714770.5129999998,1938338.6050000002,1978520.6029500002,2459169.6741,3196141.4117599996,4218957.2765500005,3553254.20778,4184633.59632,5347416.25907,6238018.5851,6112988.460849999,6229116.837339999,5785876.69057,6080446.090260001,6059428.361029999
,,,,,,,,,,,,,,,,,,,,,,,,,,
T O T A L  I  M P O R T A C I O N E S,6512946.6370000215,9831916.866,11942899.158999985,13857026.890999988,13670293.916000023,15375736.730999995,14677329.689999936,10659216.358999992,11535666.706999986,12820568.109000053,12716819.127999974,13880636.26099996,16744861.210999986,21340781.711789943,27493567.238199994,35174367.037449956,42366472.00161993,36914244.36193002,42618957.629920006,54674822.16435997,58986427.038609974,59482294.04425003,64028883.709180035,54057599.471980035,44889366.87492007,46075705.60692002
" 1/.  Se excluye la partida Café, incluso tostado descafeinado del Sistema Armonizado",,,,,,,,,,,,,,,,,,,,,,,,,,
" 2/. Incluye las partidas 5201, 5202 y 5203 (algodón sin cardar ni peinar, desperdicios de algodón y algodón cardado o peinado.",,,,,,,,,,,,,,,,,,,,,,,,,,
"3/  Incluye la partida 0901  Café, incluso tostado descafeinado del Sistema Armonizado",,,,,,,,,,,,,,,,,,,,,,,,,,
FUENTE:  DIAN - DANE. ,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELABORO: Ministerio de Agricultura y Desarrollo Rural, Oficina Asesora de Planeación y Prospectiva - Grupo de Información y Estadísticas Sectoriales.",,,,,,,,,,,,,,,,,,,,,,,,,,
