Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
  Pesca,1578.1,891.1,732.6,335.0,3255.8,808.2,1402.0,1693.777,4072.778,12048.524,16665.211,8240.892,17901.096,15505.001,3602.0,4905.014,10132.17,5315.33,2491.0,2224.792,2789.132,10650.264967
  Zoocria ,65.0,540.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,4.894,2.341,3.5,600.0,3.5,0.0,6.0,200.0,0.0,0.0,0.0,0,179.579394
,,,,,,,,,,,,,,,,,,,,,,
  COMERCIALIZACION,17733.8,14447.4,304307.2,372631.0,306380.5,286142.1,131783.2,190858.869,122744.019,52875.0,109097.148,94924.0,153448.0,428683.0,323713.0,431159.0,902774.0,932724.0,1478410.0,2130935.163,2475995.78,4026397.0
,,,,,,,,,,,,,,,,,,,,2130935.163,,
  BONOS DE PRENDA,,,,,,19714.0,35401.9,40701.0,90212.675,137783.546,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
,,,,,,,,,,,,,,,,,,,,,,
  SERVICIOS DE APOYO,1282.0,472.5,76491.8,80924.0,113133.9,96508.0,50833.8,75488.0,73815.0,5174.692,14727.0,24312.322,63027.529,332063.0,287412.0,478587.0,935686.0,867101.0,956355.0,1186797.296,1114638.9,1391863.0
,,,,,,,,,,,,,,,,,,,,,,
2. LINEAS INVERSION,294352.843,287898.39999999997,225515.3,159582.0,320626.30000000005,415455.0,502656.6,728927.825,1015962.7679999999,1331892.8290000001,1606868.581,2350628.954,2295879.943,2361055.7,2468051.092,3452831.107,3757140.336,3784813.0,3715400.6259999997,3683611.359,4410922.082235,5257700.450776
,,,,,,,,,,,,,,,,,,,,,,
  AGRICOLAS,44408.224,38265.4,30147.2,29514.3,43509.9,62231.7,83346.7,136669.928,187230.0,252313.064,271280.0,468111.563,639198.502,760867.575,773957.017,1264345.0,1345055.0,1271832.0,998547.134,1069367.469,1191956.7,1311171.0
  Siembras Cultivos,44408.224,38265.4,30147.2,29514.3,43509.9,62231.7,83346.7,136669.928,187230.0,252313.064,271280.0,468111.563,639198.502,760867.575,773957.017,1264345.0,1345055.0,1271832.0,998547.134,1069367.469,1191956.7,1311171.0
,,,,,,,,,,,,,,,,,,,,,,
  PECUARIAS,129561.7,137093.8,88863.4,44781.8,136859.7,144533.9,203552.5,318076.0,474764.0,694476.601,832554.0,811292.595,513516.769,625071.0,810173.0,1035269.0,1209940.0,1253289.0,1030834.246,884332.462,1228615.43,1225011.0
  Compra de Animales,129561.7,137093.8,88863.4,44781.8,136859.7,144533.9,203552.5,318076.0,474764.0,694476.601,832554.0,811292.595,513516.769,625071.0,810173.0,1035269.0,1209940.0,1253289.0,1030834.246,884332.462,1228615.43,1225011.0
,,,,,,,,,,,,,,,,,,,,,,
  MAQUINARIA Y EQUIPOS,17763.1,13773.8,13840.7,9423.6,15606.3,43972.5,52999.6,67016.181,83941.0,67599.0,61313.0,161196.324,161792.0,163202.069,85220.773,164717.0,135805.0,144621.0,152775.31,197864.826,237264.92,295717.0
  INFRAESTRUCTURA,24318.2,22163.1,10329.9,13111.1,16724.2,31391.8,38060.6,36745.0,40538.8,58514.0,96595.0,380643.0,462781.462,383413.613,349316.0,450993.81,376429.0,449889.0,445551.812,514981.022,544017.872235,600310.469076
  ADECUACION TIERRAS,37037.2,33830.8,32507.0,18584.7,28016.6,45632.8,59529.1,46983.7,29913.934999999998,53628.091,69159.89199999999,166546.22400000002,145837.147,113278.524,95746.30200000001,141028.297,124529.33599999998,1760.0,1025.58,1387.999,588.5,16403.9817
  COMERCIALIZACION,18719.1,13852.8,17688.6,20769.5,53222.1,63595.8,47241.9,93291.0,130395.952,134062.0,213826.689,249484.874,267360.882,166450.726,226883.0,175348.0,377795.0,386298.0,464684.624,503026.267,719341.47,1240368.0
  SERVICIOS DE APOYO,2958.648,1668.5,4319.3,7591.1,5678.1,13260.3,5822.4,12268.802,15698.905,27570.727,14087.0,34721.128,20265.603,38211.422,44021.0,58940.0,85628.0,68938.0,119193.447,190441.659,227880.26,311756.0
  OTRAS ACTIVIDADES ,19586.671,27250.2,27819.2,15805.9,21009.4,10836.199999999999,12103.8,17877.214,53480.176,43729.346,48053.0,78633.246,85127.578,110560.771,82734.0,162190.0,101959.0,208186.0,502788.473,322209.655,261256.93,256963.0
TOTAL,120382.91900000001,112539.2,106504.7,85285.9,140256.7,208689.40000000002,215757.39999999997,274181.897,353968.768,385103.16400000005,503034.581,1071224.796,1143164.672,975117.125,883921.075,1153217.107,1202145.3360000001,1259692.0,1686019.2459999998,1729911.428,1990349.952235,2721518.450776
,,,,,,,,,,,,,,,,,,,,,,
3. NORMALIZACION DE CARTERA,,,,234302.5,270000.0,120181.4,74915.4,102571.0,20954.72,148570.757,237361.0,341332.0,71520.0,95014.0,526586.0,548868.0,200260.0,569176.0,1305806.0,803535.322,1455268,2112461.0
,,,,,,,,,,,,,,,,,,,,,,
TOTAL GENERAL,585887.5430000001,510776.2,816741.9999999999,1009058.9000000001,1183557.4,1197032.5999999999,1053012.7,1560032.501,1891997.107,2207855.245,2375401.949,3237382.728,3171895.456,3955228.6440000003,4178019.109,5588440.829,6586960.428,6972383.484999999,8101001.583,8430227.770463001,10213189.874621999,13842652.35122
"FUENTE: FINAGRO, con base en Informe de Aprobaciones.",,,,,,,,,,,,,,,,,,,,,,
"ELABORO: Ministerio de Agricultura y Desarrollo Rural, Oficina Asesora de Planeación y Prospectiva - Grupo de Información y Estadísticas Sectoriales.",,,,,,,,,,,,,,,,,,,,,,
