Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
TABLA 111.  EXPORTACIONES DE PRODUCTOS DE ORIGEN AGROPECUARIO Y AGROINDUSTRIAL SEGÚN CAPÍTULOS DE ARANCEL. 1992 - 2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,(Miles de US$ FOB),
D E S C R I P C I O N,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
I.  ANIMALES VIVOS Y PRODUCTOS DEL REINO ANIMAL,206381.62399999998,165689.257,236808.06700000004,224702.327,183097.694,202058.32900000003,250928.165,190561.954,210098.78900000005,270556.664,207572.523,198490.311,391353.06899999996,429630.58741,511866.10622,755065.90066,1213227.6353999998,847765.68628,207231.23423000003,246371.53901000004,577477.6497699999,702105.1191400001,313376.59965999995,276438.23834000004,258716.53577999998,276399.41302
    1 Animales vivos,22763.643,5032.214000000001,3389.2439999999997,14651.851,4129.831999999999,10508.317,67276.62700000001,11153.544,7954.091,19539.335,6981.1,4596.547,166916.091,182438.29708,200608.57681,125975.84397999999,26415.74526,18050.25439,22202.017839999997,43660.67926000001,353972.5021499999,294087.08844,58325.57368,50363.95137,55295.05806999998,47795.67492
    2 Carnes y Despojos Comestibles,14785.297000000002,5063.357,4260.892,7481.548000000001,5459.227000000001,3681.878,8597.658,4025.626,4073.638999999999,17552.397,5722.518,6023.4929999999995,30443.097,27244.103249999996,76501.89876000001,340973.89042,763740.6144,596412.95605,13190.01252,28347.878950000002,48366.18563000001,207224.11557000002,50023.39825,37094.429690000004,38786.75014999999,76048.77772
"    3 Pescados, Crustáceos y Moluscos",159171.71399999998,144111.22900000002,197861.05300000004,180681.69999999998,164063.944,170498.32900000003,158595.46600000001,148153.43199999997,160224.01000000004,150735.767,136003.20500000002,129308.43999999997,133402.863,152383.98927999998,142231.39802000002,154233.81056000004,202080.07627000002,181730.60731000002,154444.76463000002,160438.89244000003,156270.97650000002,149395.59263,175122.60584,148227.86968,139410.24249,104847.24373
"    4 Leche y Productos Lácteos, Huevos ave; Miel nat.",3417.138,3482.074,4894.898,13679.065999999999,4557.967000000001,11838.318,13100.427,23486.293,35222.599,78949.96899999998,55732.85799999999,55782.551999999996,55644.777,62556.161219999995,57054.65676,56425.56025000001,112060.99525,31510.288909999996,11736.928730000001,5233.3326400000005,5654.904449999999,36159.34337,13211.338230000001,24059.546990000003,5579.96942,22879.648839999994
    5 Productos de Origen Animal N.E.P.,6243.8319999999985,8000.383,26401.98,8208.161999999998,4886.723999999999,5531.487000000001,3357.987,3743.0589999999997,2624.45,3779.1960000000004,3132.8419999999996,2779.279,4946.241,5008.03658,35469.57587,77456.79544999999,108930.20422,20061.579619999993,5657.51051,8690.75572,13213.081040000001,15238.979129999998,16693.683660000002,16692.440609999998,19644.51565,24828.06781
