Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
"TABLA 24. CAFÉ: SUPERFICIE COSECHADA, PRODUCCIÓN Y RENDIMIENTO OBTENIDO POR DEPARTAMENTO 2007 - 2017",,,,,,,,,,,,
,,,,,,,,,,,,
Departamento,Variable,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0
,,,,,,,,,,,,
Antioquia,Superficie,112343.6,114694.0,112420.2,111602.70856755594,106419.57,112221.13999999998,109755.49999999999,110115.85999999999,109649.61,105666.59533131268,99312.0
Antioquia,Producción,120500.80000000003,113505.20000000001,103703.00000000001,121253.37568548392,115267.98219999998,91621.296,102403.23681028919,111452.91414717419,120365.77154653863,119970.68381489863,140399.0
Antioquia,Rendimiento,1072.609387628668,989.6350288593999,922.4587752023215,1086.4734130721047,1083.146475784482,816.435263445016,933.0123484498655,1012.1422486022831,1097.730959066235,1135.3700139456198,1413.7163686160786
,,,,,,,,,,,,
Arauca,Superficie,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Arauca,Producción,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Arauca,Rendimiento,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,
Bolivar,Superficie,502.0,572.0,770.0,850.0,850.0,870.0,659.04,936.3399999999999,1065.07,1066.0,1137.0
Bolivar,Producción,446.0,711.0,292.6,510.0,510.0,652.5,395.06801966387457,606.9261725981814,1089.7444052087037,1128.0,749.0
Bolivar,Rendimiento,888.4462151394422,1243.0069930069928,380.0,600.0,600.0,750.0,599.4598501818928,648.1899444626754,1023.1669328858233,1058.1613508442776,658.7510993843447
,,,,,,,,,,,,
Boyaca,Superficie,11374.5,10778.5,10672.5,9427.0,8441.735035116992,6698.2,9289.050000000001,9834.390000000001,10461.85,10182.0,9598.0
Boyaca,Producción,9683.1,9547.294999999998,8567.97,7083.075,5643.385762568969,4981.587097944376,5591.0514121190145,6364.414461275527,9501.539319847177,9584.0,7639.0
Boyaca,Rendimiento,851.2989581959647,885.7721389803775,802.8081517919887,751.3604540150632,668.5101746374297,743.7202678248449,601.8970090718657,647.1590471066864,908.2083302520278,941.2689059123944,795.8949781204417
,,,,,,,,,,,,
Caldas,Superficie,78393.64825779264,74897.0,73083.0,72240.58,66331.61081682588,54871.88,60264.29,59757.17999999999,58376.40000000001,56022.03854173275,51855.0
Caldas,Producción,92815.0,86884.0,81668.22,95957.90144999998,78805.86618365176,54115.963,58634.19479594252,62869.37835450845,67231.37423536138,66661.13745056959,68668.0
Caldas,Rendimiento,1183.9607170058425,1160.0464638102994,1117.4721891547965,1328.3102302057925,1188.0589844451904,986.2239638955328,972.9508934054068,1052.080743343452,1151.6875695548435,1189.9091712078882,1324.2310288303925
,,,,,,,,,,,,
Caqueta,Superficie,2295.0,2735.0,2332.0,2536.0,2810.0,2882.5,2905.8399999999997,3074.9199999999996,3410.56,3392.0,3409.0
