Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
TABLA 102. LINEAS DE INVERSIÓN. CRÉDITOS APROBADOS PARA SIEMBRAS AGRÍCOLAS CON RECURSOS FINAGRO 1996 - 2017,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,(Millones de pesos),
Años,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016,2017.0
Cultivos,,,,,,,,,,,,,,,,,,,,,2016,
 Banano y Plátano,3535.366,2586.3,3263.7,2047.2,2427.1,3984.6000000000004,6976.7,12721.993,27672.938000000002,12388.469000000001,32979.39,39207.244,36586.018,36978.749,30477.914999999997,60433.955,83681.187,134418.742,128355.79599999999,115351.26599999999,176435.473767,174138.962364
 Caña Panela,4001.7,2221.1,2428.0,1459.1,3084.4,3731.5,7314.7,15508.27,15171.44,2629.802,4816.946,14870.692,26535.207,13993.196,11270.815,18247.283,33654.521,55559.439,57065.599,43822.527,61517.024596,101099.260027
 Caña Azúcar ,6312.251,6615.5,7003.3,10490.0,4476.1,8327.2,11166.7,23497.949,26943.37,19670.11,27794.732,14601.355,28542.472,20495.118,16569.153,30292.119,63224.383,67931.744,18488.562,13174.609,9671.358,73634.376666
 Café Renovación Siembra,8144.401,7257.7,5752.0,2847.1,9288.5,5030.7,640.8,847.652,2905.6,5072.523,17562.445,72576.484,108968.764,79077.43,69793.568,106006.723,122051.429,85230.817,65784.171,84995.366,119376.456021,165758.063269
 Café Renovación Soca,112.548,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4470.717,6222.88,3270.524,3600.662,11505.074,10286.99,12256.749,36431.951209,29389.58966
 Piña,1385.04,1624.7,743.0,251.4,467.8,426.9,1047.7,1819.899,3227.04,3599.085,5233.839,8374.938,8316.648,10522.732,22234.859,9755.734,23135.016,19770.187,19506.414,25346.22,51223.762358,47016.377748
 Vid,23.5,55.4,52.7,20.3,73.1,287.2,334.8,2534.42,1564.41,1269.751,726.852,481.7,818.465,1432.888,884.343,957.2,2522.377,2767.58,1984.26,5122.625,3701.096,3272.079
