Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
 Frutales 1/,5743.711,4855.1,2522.2,1531.8,5651.1,7452.2,14140.7,25680.798,26681.699999999997,46576.327000000005,57627.39000000001,87151.0,88501.72399999999,82466.862,90576.52799999999,116758.773,137687.379,212488.74000000005,214420.40099999998,233140.40600000002,264912.3144169999,256537.623366
 Frutales 2/,381.25,398.3,363.4,123.1,207.5,388.1,577.1,912.5369999999999,1380.7400000000002,1745.647,1828.2830000000001,2315.0,1987.6480000000001,1396.9650000000001,1373.835,2401.459,4387.832,7342.927,2878.946,2655.4900000000002,3116.7664000000004,3854.945283
 Otros Frutales 3/,589.938,705.6,396.6,57.0,580.3,931.3,2104.6,1699.717,2910.12,4143.806,4724.187,8362.056,17511.027,10808.3563,14352.9057,18357.7691,19697.888283999997,37160.3195,33107.533599999995,37914.5658,21956.894367,21077.216315
 Cacao,122.72,165.8,184.2,196.4,461.5,586.3,524.8,3648.6,9030.15,19034.133,18993.766,26960.666,42553.731,43853.297,41392.691,83275.047,80662.397,80298.345,73145.759,107306.859,123247.437294,145046.178
 Cocotero,70.6,22.8,12.0,0.0,2.5,12.3,7.0,12.442,162.3,85.469,0.0,0.0,309.429,270.343,221.936,43.432,54.2,514.4,749.021,575.73,854.25,1476.7
 Palma Africana ,1014.171,1171.9,1378.5,4781.6,11258.0,25487.5,29286.8,30442.972,42961.7,54872.768,58754.617,93450.47,130383.978,145040.126,136955.969,240382.545,228314.659,148244.402,104596.082,75103.142,55075.650866,44164.977543
 Recup. Areas Cacao,229.33,212.5,142.3,76.7,173.7,485.2,683.0,1367.6,1872.4,1946.45,2013.875,1701.7,964.98,1218.48,1429.9,2459.084,1538.85,880.45,823.935,921.37,2291.1,4720.95
 Siembra Bosq. Cciales.,461.67,60.3,157.9,246.0,122.2,134.5,61.0,400.0,3193.4,152.73,163.908,5821.898,12829.564,12314.695,5163.271,7999.202,6889.532,7902.809,2369.86,6906.394,10410.150891,14840.18767
 Sostenimiento Bosques,22.799,33.0,191.9,50.0,9.0,15.0,3.0,49.8,270.6,18.5,101.556,487.811,2504.9,160.0,20.0,6160.392,4664.179,2821.36,2510.0,573.64,4828.2,8663.2
 Caucho,33.0,88.0,0.0,0.0,9.5,8.4,20.0,167.8,324.42,31216.855,1158.899,7633.313,9427.11,18999.408,21559.937,13125.801,24850.105,26100.885,10295.848,12998.575,5552.671608,4039.012876
 Flores Tropicales,0.0,0.0,0.0,322.0,200.5,696.6,906.8,6704.038,3238.396,12814.304,12954.743,12737.697,10948.892,16691.648,1786.704,4262.839,3665.06,4798.075,3862.339,2042.29,4067.9393,6543.025983
 Espárragos,0.0,0.0,0.0,0.0,250.0,581.9,656.0,1052.742,2414.197,552.563,268.572,70.0,2453.864,745.306,0.0,0.0,15.0,0.0,15.0,0.0,48,22.0
 Mejoram. Cafet. Tradicional,0.0,0.0,0.0,52.1,63.8,16.8,3.0,0.5,0.0,15.17,8.32,48.0,12.0,71.5,11.0,209.9,273.6,244.6,290.0,132.0,97.5,445.666
 Cardamomo,0.0,0.0,0.0,628.5,0.0,0.0,0.0,25.0,3.5,103.872,25.76,71.2,0.0,92.5,130.5,126.8,250.5,491.77,237.1,0.0,0.3,0.6
 Pastos 4/,12453.1,10180.4,5551.5,4334.0,4784.3,3647.5,6891.5,7530.734,6908.4400000000005,10767.032,19973.787,66568.345,39472.86,91545.992,56811.756,168988.91900000002,69107.16000000002,63179.49,57426.162,53169.869999999995,33354.2863,27101.199
 TOTALES,44637.094999999994,38265.4,30147.200000000004,29514.3,43590.899999999994,62231.700000000004,83346.7,136625.46300000002,178836.86100000003,228675.36600000007,267711.867,463491.569,569655.2809999998,592646.3082999999,529240.4657000001,893515.5001000001,913927.916284,969652.1555,808199.7786,833509.6937999998,988170.583394,1132842.1907699998
Otros (Chontaduro / 2003),,,,,,,,,,,,,,,,,,,,,,
"1/ : Comprende: curuba, pitahaya, granadilla, lulo, maracuya, mora, badea, papaya, tomate de árbol, aguacate y cítricos.",,,,,,,,,,,,,,,,,,,,,,
"2/ : Durazno, pera y ciruelo.",,,,,,,,,,,,,,,,,,,,,,
"3/ : Comprende: guanábana, mango, manzano, macadamia, feijoa y otros",,,,,,,,,,,,,,,,,,,,,,
"4/: Comprende: Pasto tradicional, tecnificado y semilla",,,,,,,,,,,,,,,,,,,,,,
"Fuente: FINAGRO, con base en Informe de Aprobaciones.",,,,,,,,,,,,,,,,,,,,,,
"ELABORO: Ministerio de Agricultura y Desarrollo Rural, Oficina Asesora de Planeación y Prospectiva - Grupo de Información y Estadísticas Sectoriales.",,,,,,,,,,,,,,,,,,,,,,
