Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
TABLA 110.  TASA DE CAMBIO REPRESENTATIVA DE MERCADO. 1990 - 2017,,,,,,,,,,,,,
,,,,,,,,,,,,( $ / US$ ),
 Año,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Sept.,Oct.,Nov.,Dic.,Prom.
1990,440.08,451.72,463.40000000000003,474.62,485.99,497.31,508.35,519.94,530.54,540.46,551.33,563.38,502.26
1991,574.09,584.07,593.75,603.72,613.76,624.15,634.4,645.5600000000001,660.52,673.84,687.59,630.38,633.0500000000001
1992,645.1800000000001,635.53,640.33,649.16,659.8100000000001,675.79,704.5,693.72,697.11,707.65,722.4300000000001,733.42,680.1
1993,745.52,749.08,764.38,771.79,779.71,784.24,795.08,804.61,809.66,814.45,814.08,803.5600000000001,786.669673469388
1994,816.15,817.6700000000001,819.76,829.87,841.4300000000001,830.94,819.0600000000001,814.82,830.0600000000001,839.32,830.03,829.37,826.56024291498
1995,846.63,850.9,865.83,873.39,876.95,874.86,893.22,935.1,964.1700000000001,984.96,1000.58,988.15,912.78341563786
1996,1011.19,1029.64,1044.98,1050.93,1066.24,1071.96,1064.1,1044.84,1040.84,1015.78,998.1800000000001,1000.7900000000001,1036.5507755101999
1997,1027.06,1074.24,1062.16,1060.65,1075.18,1082.3700000000001,1102.4,1132.7,1222.49,1262.89,1294.56,1296.7,1141.08440329218
1998,1323.16,1346.1200000000001,1357.1000000000001,1360.65,1386.28,1386.6100000000001,1371.54,1390.46,1520.52,1587.38,1562.71,1524.56,1427.04165289256
1999,1570.01,1567.07,1550.15,1574.67,1641.33,1693.99,1818.63,1876.93,1975.64,1978.71,1944.64,1888.46,1758.57714285714
2000,1923.57,1950.64,1956.25,1986.77,2055.69,2120.17,2161.34,2187.38,2213.76,2176.61,2136.63,2186.21,2087.42454918033
2001,2241.4,2243.42,2278.78,2323.1,2346.93,2305.66,2304.28,2288.9,2328.23,2320.65,2310.4700000000003,2306.9,2299.77
2002,2274.96,2286.7000000000003,2282.33,2263.11,2310.2400000000002,2364.25,2506.7200000000003,2647.2200000000003,2751.23,2827.86,2726.66,2814.89,2507.96
2003,2913,2951.86,2959.01,2926.62,2858.94,2826.9500000000003,2858.82,2867.29,2840.08,2876.2000000000003,2844.55,2807.2000000000003,2877.5
2004,2749.14,2717.94,2670.8,2639.6,2719.43,2716.56,2653.32,2598.59,2552.78,2580.7000000000003,2530.19,2411.37,2626.2200000000003
2005,2362.96,2340.4900000000002,2353.71,2350.01,2339.2200000000003,2331.79,2323.38,2306.19,2294.52,2292.55,2279.85,2278.91,2320.77
2006,2273.66,2256.2400000000002,2262.36,2334.29,2417.9900000000002,2542.2400000000002,2511.7400000000002,2389.65,2398.88,2364.29,2290.46,2261.33526315789,2357.98
2007,2237.06,2227.63,2201.39,2144.6,2007.91,1923.76,1950.8700000000001,2058.28,2117.05,2003.26,2047.72,2014.2015000000001,2078.35
2008,1980.5900000000001,1903.27,1846.9,1796.13,1778.01,1712.28,1783.0900000000001,1844.29,2066.04,2289.17,2329.16,2252.7200000000003,1966.26
2009,2252.98,2513.7400000000002,2477.21,2379.36,2229.9500000000003,2090.04,2052.68,2018.97,1980.77,1904.8600000000001,1973.57,2017.05,2156.2854
2010,1978.19,1952.89,1909.1,1940.36,1984.36,1952.9,1874.52,1819.06,1805.6,1808.46,1863.67,1925.86,1901.2475000000002
2011,1866.64,1882.61,1884.38,1812.77,1801.65,1782.54,1761.75,1785.04,1836.15,1910.38,1918.21,1934.8,1848.0766666666668
2012,1852.12,1783.56,1766.34,1775.06,1793.28,1792.63,1784.43,1806.34,1803.18,1804.97,1820.29,1793.94,1798.011666666667
2013,1770.01,1791.48,1809.89,1829.96,1850.12,1909.5,1900.59,1903.66,1919.4,1885.91,1922.14,1934.08,1868.8949999999998
2014,1960.41,2040.51,2022.19,1939.27,1915.46,1888.1,1858.4,1899.07,1971.34,2047.03,2127.25,2344.23,2001.1049999999998
2015,2397.69,2420.38,2586.58,2495.36,2439.09,2554.94,2731.9,3023.29,3073.12,2937.85,2996.67,3244.51,2741.781666666667
2016,3284.03,3357.5,3145.26,2998.71,2988.38,2991.68,2963.99,2963.82,2921.15,2932.61,3106.4,3009.53,3055.2550000000006
2017,2944.65,2881.68,2943.49,2873.55,2924,2958.36,3038.76,2972.62,2918.49,2955.06,3013.17,2991.42,2951.2708333333335
* El promedio mensual se refiere al promedio simple de la TRM de los días hábiles únicamente.,,,,,,,,,,,,,
"Fuente: la tasa de cambio en Colombia fue calculada por el Banco de la República hasta noviembre de 1980 (en aquél entonces era conocida como la tasa de certificado de cambio). Luego, en acuerdo con la Junta Directiva del Banco de la República, a partir de diciembre de 1980, la tasa de cambio es calculada por la Superintendencia Financiera de Colombia (www.superfinanciera.gov.co).",,,,,,,,,,,,,
 Banco de la República - Gerencia Técnica - información extraída de la bodega de datos -Serankua- el 17/01/2018 14:46:43,,,,,,,,,,,,,
