Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Febrero,74.79,71.7,60.06,79.39,82.18,71.75,65.99,85.9,78.19,99.97,65.6
,Marzo,74.98,73.39,59.5,79.37,82.41,73.6,65.74,85.76,78.73,98.81,64.84
,Abril,74.94,74.66,58.68,79.17,82.28,74.54,65.82,85.36,79.19,96.05,63.44
,Mayo,74.37,74.01,58.28,78.58,81.53,74.11,69.21,84.23,79.67,89.83,60.05
,Junio,73.88,73.15,58.62,77.98,80.87,73.31,73.84,83.22,79.78,85.71,57.92
,Julio,74.09,72.66,60.54,77.94,80.48,72.64,69.28,83.2,79.21,86.14,60.25
,Agosto,74.97,72.63,63.94,78.43,80.66,72.53,65.41,83.74,78.99,88.1,64.14
,Septiembre,75.91,72.34,68.01,78.88,81.44,72.41,74.05,84.19,79.54,89.89,66.09
,Octubre,75.83,71.85,68.79,78.7,81.53,72.42,79.25,83.92,80.02,88.28,64.52
,Noviembre,77.01,72.04,74,79.12,82.14,72.5,85.06,84.29,80.55,89.26,67.46
,Diciembre,77.92,72.81,77.71,79.35,82.95,73.5,93.53,84.51,81.58,89.07,68.06
2008,Enero,79.01,74.76,78.47,80.29,83.91,75.25,94.44,85.28,82.73,89.22,68.98
,Febrero,79.92,78.37,77.09,81.07,85.38,79.15,94.87,86.21,84.64,88.67,67.2
,Marzo,79.69,73.5,76.75,82.11,85.18,74.88,95.02,86.99,84.47,88.32,66.79
,Abril,80,73.52,78.18,82.2,85.38,74.99,94.88,87.25,84.75,88.2,67.17
,Mayo,81.12,74.89,81.8,82.61,85.93,75.81,98.21,87.52,85.55,87.6,69.14
,Junio,82.26,77.83,83.77,83.07,87.31,79.38,106.82,87.86,87.43,86.77,68.3
,Julio,84.91,78.99,94.88,83.95,88.21,80.49,109.95,88.53,88.14,88.51,76.19
,Agosto,84.8,76.57,96.94,83.9,87.92,77.85,111.4,88.71,87.4,90.21,77.76
,Septiembre,86.99,77.68,102.95,85.41,89.41,78.44,115.23,90.24,88.23,94.66,83.66
,Octubre,88.36,79.84,101.1,87.38,91.16,79.7,116.55,92.14,89.5,98.57,85.28
,Noviembre,87.42,79.8,94.26,87.72,91.14,79.54,111.13,92.54,89.35,99.06,82.21
,Diciembre,84.5,80.4,78.76,87.08,90.41,80.22,104.27,91.91,88.77,97.71,72.97
2009,Enero,82.22,82.13,63.38,87.07,89.09,81.48,78.99,91.68,87.4,96.62,68.23
,Febrero,85.18,85.39,71.59,88.6,90.69,82.5,88.62,92.84,88.61,99.99,75.93
,Marzo,85.29,87.66,68.97,88.82,90.97,85.67,81.1,92.97,88.91,100.14,75.49
,Abril,86.81,89.24,76.05,88.91,90.98,87.38,80.17,92.64,89.55,97.37,79.41
,Mayo,85.89,88.49,72.53,88.62,90.48,87.81,79.91,91.89,89.46,95.02,76.26
,Junio,85.57,82.52,78.59,88.17,89.7,82.4,95.29,91.09,88.92,93.18,76.52
,Julio,86.14,82.22,81.41,88.4,89.43,82.22,92.08,91.01,88.69,92.73,79.23
,Agosto,85.46,81.63,79.25,88.08,88.81,81.38,87.15,90.75,88.19,91.56,78.1
,Septiembre,84.99,79.82,79.87,87.69,88.07,79.51,86.8,90.27,87.49,90.67,78.25
,Octubre,84.12,78.75,78.94,86.88,87.44,78.62,88.79,89.49,87.06,89.06,76.16
,Noviembre,85.02,78.84,83.3,87.12,87.61,78.44,93.57,89.43,87.21,89.39,79.1
,Diciembre,86.34,80.32,86.36,87.95,88.43,79.66,96.63,89.98,87.79,91.26,82.41
2010,Enero,88.13,83.75,86.62,89.69,89.52,83.79,97.28,90.36,89.17,91.08,85.33
,Febrero,88.05,86.32,86.32,88.96,90.29,86.41,94.16,90.95,90.09,91.14,82.56
,Marzo,88.28,87.55,86.79,88.86,90.81,87.84,97.26,91.07,90.77,91.01,81.58
,Abril,88.94,87.3,88.31,89.55,91.24,87.47,96.91,91.75,91.05,92.08,83.28
,Mayo,89.96,87.22,90.7,90.5,91.69,86.97,98.73,92.34,91.43,92.83,85.97
,Junio,88.74,86.95,85.11,90.15,91.61,87.27,96.95,92.3,91.46,92.33,81.43
,Julio,88.06,86.55,83.82,89.55,91.06,87.24,95.15,91.69,91.05,91.03,79.97
,Agosto,87.63,85.64,83.39,89.25,90.57,86.7,93.17,91.33,90.73,89.84,79.25
,Septiembre,87,83.97,81.96,89.1,90.07,84.99,93.26,91.09,90.21,89.43,78.32
,Octubre,87.01,81.58,83.31,89.41,89.76,82.63,94.94,91.14,89.77,89.72,79.55
,Noviembre,89.02,83.96,89.16,90.34,90.81,85.13,97.59,91.71,90.84,90.66,84.1
,Diciembre,91.31,87.6,94.43,91.51,92.3,88.63,101.39,92.54,92.38,91.93,88.42
2011,Enero,92.46,90.44,95.73,92.17,93.39,91.83,101.11,93.21,93.7,91.99,89.13
,Febrero,93.94,91.71,97.87,93.53,94.45,93.09,103.89,94.1,94.84,92.71,91.5
,Marzo,95.53,93.21,101.5,94.63,95.33,94.94,105.06,94.73,95.77,93.37,94.91
,Abril,96.22,92.42,104.82,95.04,95.53,94.54,106.56,94.97,96.16,92.73,96.41
,Mayo,97.67,93.26,109.37,95.86,96.11,95.32,106.65,95.54,96.78,93.08,100.08
,Junio,96.34,93.14,102.94,95.51,95.94,95.5,102.64,95.56,96.57,93.12,95.74
,Julio,95.43,92.21,99.28,95.31,95.4,94.74,99.74,95.24,96,92.69,93.9
,Agosto,95.74,91.69,99.75,95.8,95.45,93.91,99.5,95.53,96.02,92.91,95
,Septiembre,96.38,93.8,100.11,96.12,96.1,95.9,103.11,95.64,96.68,93.5,95.57
,Octubre,98.18,96.15,104.94,96.99,97.11,98.17,103.85,96.35,97.55,95.11,99.88
,Noviembre,98.83,94.96,108.5,97.39,97.25,96.94,106.24,96.67,97.64,95.47,102.03
,Diciembre,99.21,95.33,110.09,97.46,97.39,97.05,106.46,96.81,97.75,95.76,103.16
2012,Enero,97.67,94.03,104.44,96.92,96.9,95.71,102.83,96.75,97.55,93.98,98
,Febrero,97.81,95.23,103.3,97.09,97.03,96.4,104.88,96.61,98.01,92.58,97.24
,Marzo,97.66,94.08,105.05,96.73,96.82,95.61,106.21,96.44,98.02,91.44,96.68
,Abril,98.1,93.61,107.96,96.79,97.02,95.02,108.6,96.68,98.21,91.66,97.8
,Mayo,97.68,92.65,106.2,96.85,96.88,93.89,105.34,96.99,97.95,92.07,96.96
,Junio,95.12,89.29,98.32,95.86,95.27,90.5,95.21,96.44,95.96,92.19,92.84
,Julio,93.55,90.43,90.92,95.07,95.1,91.87,91.61,96.14,95.83,91.81,87.4
,Agosto,94.89,89.97,97.18,95.62,95.57,91.48,98.74,96.33,96.37,91.92,90.87
,Septiembre,96.39,92.67,101.7,96.03,96.2,94.34,101.33,96.29,97.28,91.36,93.98
,Octubre,96.26,91.54,101.88,96.09,96.01,93.12,101.57,96.32,97.07,91.24,94.06
,Noviembre,95.5,88.42,101.57,95.84,95.21,89.73,100.01,96.2,96.05,91.46,94
,Diciembre,94.39,86.4,99.86,95.14,94.51,87.64,98.95,95.87,95.26,91.14,92.05
2013,Enero,94.24,87.04,99.15,94.92,94.46,88.43,97.1,95.75,95.32,90.63,91.34
,Febrero,94.77,86.95,101.32,95.19,94.63,88.08,99.5,95.88,95.46,90.89,92.9
,Marzo,95.69,88.57,104.13,95.44,94.98,89.45,98.58,96.07,95.86,91.01,95.22
,Abril,95.02,88.57,100.7,95.3,94.68,89.23,93.64,96.08,95.4,91.41,93.98
,Mayo,94.77,89.57,98.11,95.31,94.86,90.19,91.02,96.27,95.57,91.66,92.6
,Junio,95.5,88.97,101.64,95.69,95.08,89.32,93.59,96.59,95.6,92.75,95.25
,Julio,95.21,88.22,100.87,95.65,95.08,88.89,94.12,96.66,95.64,92.54,94.06
,Agosto,95.48,88.04,102.93,95.58,95.08,88.63,95.74,96.61,95.69,92.35,94.93
,Septiembre,95.93,86.39,107.02,95.66,94.93,86.84,98.31,96.66,95.4,92.79,97.36
,Octubre,94.73,84.47,103.67,95.2,94.19,84.89,96.28,96.32,94.66,92.1,94.93
,Noviembre,94.53,83.38,103.08,95.33,93.95,83.55,96.11,96.33,94.26,92.53,95.25
,Diciembre,94.32,83.75,101.41,95.35,94.05,83.61,95.71,96.48,94.35,92.7,94.26
2014,Enero,95.18,84.83,103.8,95.75,94.68,85.4,96.47,96.82,94.98,93.3,95.72
,Febrero,96.57,87.62,105.67,96.65,95.83,87.77,101.73,97.38,96.06,94.79,97.95
,Marzo,98.16,93.35,106.64,97.28,97.47,94.41,103.79,97.76,98.03,94.97,98.51
,Abril,98.04,95.72,103.34,97.31,97.89,96.94,101.42,97.87,98.8,93.86,96.01
,Mayo,97.86,94.48,102.98,97.46,97.77,95.84,101.24,97.99,98.77,93.28,95.39
,Junio,97.4,92.7,102.54,97.34,97.44,94.54,99.8,97.99,98.49,92.77,94.45
,Julio,97.08,92.55,101.36,97.2,97.22,94.3,98.14,97.87,98.42,91.87,93.46
,Agosto,97.82,95.05,102.03,97.49,97.89,96.87,99.61,98.02,99.11,92.44,94.33
,Septiembre,98.45,96.44,101.84,98.13,98.4,97.82,100.13,98.41,99.5,93.46,95.61
,Octubre,98.71,98.46,99.65,98.53,98.84,99.72,99.05,98.59,99.77,94.65,95.84
,Noviembre,98.06,98.01,95.7,98.67,98.76,98.83,95.63,98.95,99.34,96.1,94.59
,Diciembre,100,100,100,100,100,100,100,100,100,100,100
2015,Enero,98.72,101.12,90.42,100.53,100.7,101.02,97.63,100.81,100.56,101.04,94
,Febrero,96.77,103.1,77.44,100.83,100.61,102.76,85.87,100.99,100.61,100.59,86.93
,Marzo,100.44,105.64,90.78,102.06,102.45,105.02,89.95,102.66,101.47,104.77,97.78
,Abril,99.08,103.68,86.52,101.62,102.1,103.42,92.04,102.39,101.51,103.51,92.87
,Mayo,99.05,101.82,88.33,101.45,101.42,101.64,90.06,101.94,101.18,101.98,93.59
,Junio,101.07,101.87,96.38,102.21,102.32,101.36,96.42,102.76,101.62,103.98,99.69
,Julio,102.33,102.54,98.6,103.32,103.48,101.82,95.48,104.15,101.85,107.35,103.54
,Agosto,104.39,105.13,101,105.17,105.77,103.84,96.51,106.53,102.65,113.16,108.84
,Septiembre,104.38,107.41,96.92,105.84,106.96,106.47,95.05,107.63,103.69,114.72,106.17
,Octubre,103.37,110.14,90.55,105.55,106.94,109.53,92.66,107.22,104.55,112.59,100.37
,Noviembre,103.89,111.9,90.25,106.05,107.59,111.19,91.86,107.79,105,113.73,101.05
,Diciembre,105.48,115.55,90.69,107.54,109.57,114.08,94.15,109.61,106,118.04,104.15
2016,Enero,105.32,119.39,83.66,108.47,110.77,118.1,91.27,110.55,107.48,118.56,99.8
,Febrero,105.74,121.56,80.22,109.61,111.68,118.58,91.53,111.57,108.15,120.05,99.57
,Marzo,106.19,121.18,84.83,109.08,111.22,119.69,96.29,110.59,108.85,116.82,99.39
,Abril,105.76,122.56,83.05,108.65,110.86,121.51,96.58,109.86,109.52,114.04,96.15
,Mayo,107.12,125.29,86.8,109.07,111.52,124.11,98.98,110.11,110.58,113.73,98.27
,Junio,108.1,126.85,89.07,109.57,112.18,126.01,100.63,110.53,111.26,114.37,100.01
,Julio,108.38,127.6,89.09,109.83,112.15,126.79,99.91,110.4,111.54,113.59,100.29
,Agosto,107.15,118.43,88.55,110.02,110.94,117.75,97.33,110.52,109.75,113.76,100.5
,Septiembre,106.9,116.91,88.41,109.99,110.58,116.14,97.44,110.33,109.6,112.89,99.9719296126429
,Octubre,107.19,116.59,90.57,109.88,110.66,115.84,101.29,110.29,109.73,112.86,100.67
,Noviembre,109.24,116.96,96.69,111.15,111.8,115.83,105.27,111.47,110.1,115.81,107.03
,Diciembre,107.76,116.76,91.1,110.56,111.34,115.7,102.43,111.09,110.08,114.35,101.84
2017,Enero,108.12,118.57,90.66,110.84,111.74,117.5,103.04,111.24,110.95,113.62,100.88
,Febrero,107.48,117.65,88.15,110.78,111.5,116.34,102.24,111.17,111,112.67,98.49
,Marzo,107.31,118.39,85.84,111.02,111.83,117.57,101.6,111.41,111.04,113.71,97.8
,Abril,106.87,118.11,85.88,110.41,111.29,117.1,102.92,110.77,110.88,112.26,96.62
,Mayo,106.39,117.45,83.38,110.52,111.33,116.11,102.05,111.02,110.59,113.1,95.66
,Junio,105.86,117.11,81.03,110.46,111.24,115.76,98.25,111.16,110.25,113.61,94.64
,Julio,107.1,116.98,86.04,110.93,111.81,115.49,104.3,111.59,110.48,114.97,98.45
,Agosto,107.7,117.03,88.89,111.02,112,115.91,109.14,111.51,111.17,113.96,98.83
,Septiembre,108.17,115.35,91.48,111.34,111.88,114.51,112.12,111.44,111.3,113.25,100.18
,Octubre,109.04,116.19,94.73,111.55,112.19,115.21,115.15,111.56,111.5,113.82,102.74
,Noviembre,110.76,117.34,101.85,111.9,113.26,116.2,125.79,112.16,112.48,115.09,106.35
,Diciembre,111.29,117.77,103.71,112.07,113.41,116.42,126.22,112.29,112.83,114.78,107.35
Fuente: DANE,,,,,,,,,,,,
Fecha de publicación: 04/02/2015,,,,,,,,,,,,
* La serie histórica del indice de la producción nacional-que surge a partir de febrero de 2015- es una aproximación al mismo construida con los índices de producidos y consumidos y exportados del diseño anterior.,,,,,,,,,,,,
"**La serie histórica de la sección ""Agricultura, Ganadería, Caza, Silvicultura Y Pesca"" en oferta interna es construida agregando las antiguas secciones ""Agricultura, Silvicultura y Ganadería"" y ""Pesca""",,,,,,,,,,,,
***La nomenclatura del IPP y demás indices de rediseño corresponden a la CIIU4AC. y CPC2 AC.,,,,,,,,,,,,
"**** En la página web se encuentra la correlativa entre la CPC 1 y CPC 2; asi como la correlativa CIIU 3 y CIIU 4, con el fin que el usuario cuente con las herramientas suficientes para realizar ejercicios de empalme o comparación con las series históricas       publicadas a todos los niveles de desagregación.",,,,,,,,,,,,
