Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
TABLA 100.  VALOR DE LOS CRÉDITOS APROBADOS PARA CULTIVOS ANUAL CON RECURSOS DE FINAGRO. 1995 - 2017,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,(Millones de pesos)
Años,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017
Cultivos,,,,,,,,,,,,,,,,,,,,,,,
Ajonjolí,156.057,291.944,61.77,177.4,165.0,162.0,0.0,1.0,6.0,23.7,11.0,6.0,0.0,0.0,16.0,21.0,37.0,34.0,38.0,17.0,0.0,0.0,6
Algodón ,14318.657,29023.572,21736.5,6819.3,4489.0,17219.0,23978.0,19902.0,46882.0,71899.8,67247.0,27908.0,27104.0,9750.0,37167.0,41229.0,28821.0,23591.5,14176.433,11812.536,8190.255,3620.0,2343
Arroz Riego,53172.575,82284.565,75351.5,65773.0,58559.0,41161.0,41714.0,86302.0,110531.0,133551.3,134871.996,78252.0,79028.0,117141.0,121867.0,117781.0,128946.0,109277.5,133413.0,116949.69,109063.209,136529.0,153121
Arroz Secano,10560.792,15523.669,13200.6,15980.0,16622.0,7496.0,12959.0,23617.0,35419.0,58020.4,24138.33,7108.0,7506.0,11622.0,33508.0,30484.0,41784.0,34458.0,44794.0,32864.783,46504.216,78898.0,105545
Avena,19.46,,17.76,14.0,1.0,70.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0
Cebada,161.809,181.35,32.669,27.0,16.0,17.0,6.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,17
Fríjol ,1411.991,1602.6419999999998,979.5,845.1,982.0,113.0,481.0,1668.0,3224.0,3164.1,4545.727,5696.0,6344.0,8730.0,11128.0,11625.0,12968.0,11937.0,14370.0,9119.671,10440.838,14924.0,14398
Maíz /1,7450.759,10307.818,12925.6,8497.4,4364.0,3328.0,8902.0,12588.0,23952.0,29795.6,25336.586,15590.0,25044.0,29377.0,19253.0,25259.0,29948.0,21714.0,16187.0,11349.802,8890.976999999999,17349.0,24349
Maní,435.733,396.00199999999995,390.0,304.3,231.0,49.0,45.0,54.0,246.0,668.2,1069.86,518.0,23.0,15.0,279.0,91.0,13.0,18.0,0.0,31.3,84.0,2.0,36
Papa ,15914.706000000002,17220.885,13772.0,10586.2,10288.0,4275.0,5151.0,12615.0,15627.0,23859.2,27679.701,31790.0,27382.0,16891.0,24275.0,57868.0,65418.0,70315.5,71628.0,59361.02,71259.055,88036.0,87143
Sorgo  ,13800.243,16195.612000000001,10536.4,6279.3,2630.0,1350.0,2945.0,5016.0,6474.0,6873.0,5916.803,2350.0,2210.0,1142.0,2886.0,2169.0,2738.0,1464.0,719.85,111.75,155.0,328.0,310
Soya  ,10674.255,5557.3369999999995,6675.776,5305.0,2523.0,2014.0,2552.0,2102.0,2808.0,3970.9,2271.064,707.0,659.0,709.0,799.0,1892.0,2593.0,1667.0,2429.0,2649.735,743.0,11494.0,16144
Trigo,225.005,178.591,62.025,49.0,35.0,17.0,45.0,20.0,52.0,113.0,193.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0
Girasol,,1.4,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Producción Semillas,3133.926,5178.8150000000005,2766.0,1543.0,1576.0,1588.0,767.0,93.0,3666.0,500.6,2234.805,852.0,1819.0,562.0,520.0,3668.0,6147.0,13011.0,13144.0,13916.911,10417.526,36284.0,5561
Hortalizas,5594.955,5216.407,3952.7,4196.2,2088.0,4567.0,2398.0,2730.0,4075.0,7740.4,10886.161,11744.0,10458.0,5168.0,5892.0,13250.0,22598.0,21414.5,21367.0,17608.723,18098.723,24115.0,26309
Tabaco Negro,201.62599999999998,571.106,269.237,283.8,582.0,1091.0,337.0,298.0,248.0,55.7,4019.599,1728.0,1533.0,316.0,5074.0,806.0,1679.0,2253.0,1110.0,718.487,477.317,921.0,613
Tabaco Rubio,818.8389999999999,2525.276,2850.405,1464.7,2512.0,955.0,3814.0,1945.0,9890.0,21418.5,19351.367,2385.0,12610.0,2591.0,0.0,6010.0,17769.0,16311.0,14997.0,16594.468,12878.953,11685.0,9524
Cult. Ciclo Corto /2,,10488.607,4795.3,3488.2,1847.0,1200.0,2246.0,3218.0,4676.0,10640.0,13141.4,10855.0,12865.0,82617.0,70665.0,29633.0,32420.0,27276.0,37773.0,25929.708,23006.79,25894.0,25225
