Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Septiembre,8844.30806482824,25284.947400263787,23300.062019583762,8247.408379464412,22152.521657528123,13267.1237316711,21686.67641921534,19487.811772253048,22760.71691934747
Octubre,8282.043285985892,24353.304494324733,23241.75809709178,8185.666000228402,22200.499246105555,12938.714525780748,18046.279448457182,17553.272213472206,23258.945262235095
Noviembre,8714.047185498091,24665.787121356454,22243.88127039909,8399.082185949883,21623.629910558404,12972.58701904254,19000.483467489317,17481.98161963831,22143.88228893228
Diciembre,9106.272931199843,18289.808776071866,22580.25773355843,8253.078827956248,22061.051466881137,14178.311394118771,20835.911004136964,17546.63650066699,22390.085388055442
2007,,,,,,,,,
Enero,6517.301352613538,17242.777640598557,27111.61197235085,8504.259922632673,21329.09884160778,11574.840374294474,18212.954211090437,19070.00668137331,20939.112316710085
Febrero,6960.760361398422,16345.231684459759,24010.061502530167,8519.925204696463,21118.95671310949,12974.02967551854,19484.992858593134,18311.429418426367,23894.320662281953
Marzo,7891.65008694011,18215.589620733466,22732.762764341627,8358.319758674514,22236.706586498403,12297.584937923759,20193.783582669275,18103.099668924202,23587.82711275619
Abril,8062.998467298046,20916.833193065344,23699.222646321356,8182.584038437537,21807.34114947782,12861.04785513702,20521.86367439669,18489.13787383599,24231.759476188323
Mayo,7860.99596978026,19576.409711548735,22710.164883341295,8527.987198872419,21634.752334722823,13014.241553010155,20016.472735247196,18456.87898217903,23896.049947809784
Junio,8285.675889566755,22119.812363062723,22185.72665281286,8296.292262940426,21925.886306159857,13013.169775909735,20813.266214996223,17512.844276790518,22749.308463250458
Julio,7383.62302176163,16880.108488322792,21806.11112085189,8704.488279725962,21886.723368494397,12424.475088650843,19298.60506865811,16977.11012748865,22734.789412895178
Agosto,7723.035595453619,23457.05771433088,22156.124978534455,8516.755856934411,21954.504003935162,12360.161315974417,21244.42252618718,16764.868889705012,22573.7301016811
Septiembre,8242.756387322306,18252.547763562477,21419.82101857352,8595.863053631709,21643.630976015687,12643.203035241253,20766.979904364092,17395.690362018326,23282.777767674237
Octubre,7747.105389301145,22210.300199585265,21670.039604196925,8949.387681871129,22594.41913317789,13257.592615502881,20153.010617887645,17416.52347903008,23535.4972227386
Noviembre,7747.105389301145,22210.300199585265,21670.039604196925,8949.387681871129,22594.41913317789,13257.592615502881,20153.010617887645,17416.52347903008,23535.4972227386
Diciembre,7747.105389301145,22210.300199585265,21670.039604196925,8949.387681871129,22594.41913317789,13257.592615502881,20153.010617887645,17416.52347903008,23535.4972227386
2008,,,,,,,,,
Enero,7463.929951400972,12968.550910036402,23136.358883699824,10146.800714594401,17903.70315828471,12862.562155500784,19711.20623212549,18215.0574493965,22185.26005759665
Febrero,7666.758682456495,12722.767975200077,23477.961879974908,11618.676163175513,21827.1430215475,12905.645051996986,19463.825513470343,19439.62568101827,25678.391407082003
Marzo,8470.483449145246,16622.565186775588,24086.635092360753,14518.26585088561,21659.80109225492,14481.48994443001,19874.043763268037,20031.537080835467,24283.798636801865
Abril,8790.638519331907,15757.778522119677,23212.539449061154,16794.55430823429,18950.566246949387,12904.171779958522,20868.965126749605,20826.898643427987,23718.704896421845
Mayo,9155.646066448615,22060.617857553792,22862.178382775215,17110.22068716388,21119.527144113963,12631.102710050543,20318.1615556084,20801.641608608057,24605.650790184245
Junio,9150.431284694325,16106.031422541157,22130.517464547585,17096.117300931746,20653.559426471507,13802.9341190112,22270.290828982834,19891.454151349983,23901.34596702906
Julio,8861.168839022965,18381.147623974204,22712.198635329794,17013.95562809682,22374.808090310442,13083.970648469562,20323.451024969665,22426.65012562814,21064.127122172365
Agosto,9180.158810715178,23085.572930744635,22841.92531003382,15921.965005641494,21172.272911963883,13535.97501953343,22770.94624548224,21520.728486663847,24803.043253536453
Septiembre,9829.047119249379,19665.4735412822,23029.611676096567,15448.392418916083,21335.78822254172,15005.675609337031,22207.96073470668,19566.752280784556,23283.275046721377
Octubre,10643.756714009893,19474.872580408897,23017.402517141127,14255.689676458971,21246.225130150055,14477.023642089383,21525.126733080004,18046.537868615582,21881.30675669426
Noviembre,10833.738185840708,16852.998734886296,22555.967502830455,13873.828680385814,20067.32629891519,13510.785472943002,20199.991341399982,17108.747220480283,23614.019445346275
Diciembre,11115.147810592118,22916.306088355625,22842.400514063083,13580.079326794234,22006.815551581978,13529.39206576288,22171.268355667224,17020.99675480502,21460.75164898193
2009,,,,,,,,,
Enero,11320.436811507683,19378.683719565015,24612.932601098353,10570.567680299899,22162.611696917316,12589.92277345662,20929.071613016058,21917.935088275717,19438.711081794194
Febrero,11807.157124851454,20523.19825110574,25458.665424450683,9753.084641151576,20910.447617673926,13117.339748761093,21818.75811477389,20784.927333097847,19128.179602420052
Marzo,11994.665270379492,21624.402278288246,26815.369290894396,9423.440256347994,21555.364073985733,17663.818681991037,22355.01496425307,20871.421862107214,20764.56486659943
Abril,12578.656510244096,26027.256053294615,26027.67274541618,9477.224967745826,19957.090218970457,12859.191989432522,21899.83021650951,21944.71489228277,24372.617676514772
Mayo,12121.22185234455,28392.282678808577,24299.366353337355,9493.88593639516,21874.492593843126,13510.465884947695,22103.93137275668,20805.80046733792,25140.446942163595
Junio,11574.228872650938,24716.679306167276,26172.489673320473,9241.328802650662,22299.61864296758,12886.064399748671,22637.730657524815,21564.122988652663,24833.13433961
Julio,12195.319120744685,19828.341122029593,24350.605742424515,8650.801616762017,19657.543000285543,12033.302251752542,20189.955177227857,21317.962273686713,26230.683121827413
Agosto,12668.429813592371,27582.533029612758,24065.769315179317,8014.452759355131,20479.65313321181,13020.723349198674,20478.929120178695,20204.587213726223,24828.490413578773
Septiembre,12236.165121584012,24647.79266490221,25068.866592714006,7902.523395569457,21500.508857122502,11135.055217002035,20779.47438086436,19962.466671951686,23407.584197996675
Octubre,11487.77788849082,27456.11163587962,28173.66682100807,7960.460681044332,20470.756068763578,12531.033913998053,18419.261552814347,18792.928091360103,23288.346316545616
Noviembre,11168.782292699041,25725.228063162103,25122.862258554585,7184.589595081497,18820.248171754443,10797.914701933574,18860.607739888485,17656.75789301965,23885.89732611342
Diciembre,12783.7554404836,22449.226363831534,24414.020269668392,6440.514127128642,22140.02921087533,10548.517982070138,20892.104678680094,18025.58685550989,23392.741248833754
2010,,,,,,,,,
Enero,11029.359362584973,13756.695672796264,27189.13677553332,6274.17133251197,21497.66911764706,9146.893831944713,18746.89442054656,18275.83124096037,23787.110052482843
Febrero,10905.560852155353,17306.595149342513,27555.98601757618,6274.585297978446,19576.817840033957,9653.321806226846,21461.092433546346,17952.912177418846,22096.990999499973
Marzo,10969.418076606744,20164.893981634053,26652.948793934447,6634.0246612186575,20188.353387714335,10596.76933698252,20995.45226039925,16900.058281279842,24240.996329869555
Abril,10853.881792646476,17666.881077651673,26993.06589231437,6420.40972323587,19989.27862823374,9078.471013160599,19698.23809970608,17629.04983662374,23692.513992479813
Mayo,10815.210044896146,23389.688530552863,27138.087406890132,6639.391407170445,19953.525982588475,8435.525422652134,18919.829630263557,17442.888837402872,23886.974181098303
Junio,10214.227379008726,23607.04279119821,22051.878337843566,6471.120358942619,19714.096162955946,9490.635699328346,21044.074697336335,17782.56349686048,22133.740417581572
Julio,9593.309940526762,23998.378929230108,27100.155378249026,6303.7479167453375,18762.05248738568,8882.077848936953,19106.250635509325,17250.748468249833,23810.165241522853
Agosto,9043.58174578564,21595.43023432053,26713.142542729776,6402.094866005439,19245.851872366522,9509.283008443117,21269.73349076931,16663.083680880416,20723.456176178384
Septiembre,9609.831247373746,23727.568049388065,25229.194732241143,6399.664912426784,20603.792937362778,8073.351921085512,19950.526566681536,16984.43112519174,23571.305490427174
Octubre,8040.63624099154,22413.144753456145,25064.974583241183,6145.211844032826,16731.17708539104,8924.9644882278,18402.75182797316,17993.680422832982,21352.3495366854
Noviembre,9612.458647341375,18479.819083177565,24895.40010873586,5697.698503470886,20855.364338482203,8337.413253948047,19570.169385217996,16513.088766563178,22232.836808703534
Diciembre,9690.766311301872,18197.81376181235,26077.035286751816,5913.286647353325,20421.559211255124,9123.090105522817,20705.621237448282,17281.506089206767,23062.827736262952
2011,,,,,,,,,
Enero,9698.842474778265,16902.30398536855,26569.735194992776,5603.672173730959,18442.893179746417,8811.306995230525,17012.133108852446,17623.297325077703,23044.87737326287
Febrero,9674.406672369547,18167.21156135241,25843.31539735099,6009.799847180479,19547.090164676076,8706.43950699494,18355.332613204286,17164.47714119043,21886.702138942903
Marzo,9336.572207468396,22017.662323692737,25880.7710134405,6164.448564119488,19315.4343084197,9110.952358344663,20013.649038301,17454.65332709016,24165.351938693813
Abril,9513.629584158085,20159.275763137197,25193.173662316018,6143.59512895856,17962.173114220404,8895.833318899473,21050.701487603306,17339.162595114136,22240.433022312372
Mayo,8833.431743234403,17604.021893130648,25046.11607121934,5982.673880979165,18824.381793274686,8829.579909519523,18074.600266149155,17174.412554915056,21342.72161511721
Junio,9444.458288721116,17557.639834749607,24828.03375756635,6331.993120489976,19281.699095084106,8473.982425063388,18547.818690501335,17352.828433914903,25491.30730541557
Julio,9605.605515752282,20608.576447306274,26309.533237456057,6512.047206996437,19179.20975492138,8188.969159562762,19661.295422225325,17220.237507900678,22190.774231301202
Agosto,8881.09386485132,20706.702775353813,25620.543829863283,6212.003275641427,18056.618326608623,8120.464660214639,19040.781375163362,16112.781864370625,21188.154039749807
Septiembre,9292.285956814974,20092.469036897746,25645.954433139534,6202.92803889944,19378.4391160221,8634.5902771535,21410.978713049248,16965.720514326742,23494.7411079212
Octubre,9024.69647394603,17864.936160261255,24798.532021762167,6377.467916414594,17164.124188293943,8449.184825260332,18419.639101558463,18027.231975536128,21709.991949583247
Noviembre,9540.625083114885,17453.953997141496,24456.780158296944,6466.885312305153,18789.427705292645,7977.9890738193635,20367.439605096035,18123.203188254556,24615.072854596383
Diciembre,9312.497890231818,15823.457979785682,30701.3202811245,6189.5884992069805,19303.935320455417,8595.655080290166,18751.25306535204,16043.604345330397,18886.700672202453
2012,,,,,,,,,
Enero,8389.551189921847,19490.853318990856,25667.72951929587,6147.597259593332,18219.95397209924,8687.636799494805,21037.560224133354,16533.262469925838,21289.71434137357
Febrero,9504.908550251614,18692.21944944032,25352.767084557494,6048.639000364253,18253.31517918915,9011.532072137888,20655.079313285885,17025.770589924858,23166.74702129295
Marzo,9383.802792106591,20844.994074481026,25108.000724763726,6373.642196822288,19944.627500346927,9092.479297502756,19285.244939120043,18222.206646052975,22817.810470947064
Abril,9678.435536223442,18038.218328994622,24387.202421095226,6247.208509793965,17988.922106447866,9159.987794624065,21537.445071120703,17148.153417201403,20940.37572629497
Mayo,9791.906170379078,19800.819788767698,24431.87779374202,6632.582876477126,17688.116274972694,9415.964277228408,19687.530373005266,17616.449047909184,23531.545951674438
Junio,9109.363349010473,20924.87178198439,26795.747959972163,6643.3180008432455,19730.521632564287,9180.033072522849,19880.604803418213,17414.28181419026,24100.236720823053
Julio,8892.379224943625,19989.87217005998,24510.10805019619,6633.536049464324,18422.46765293502,8620.356511606653,20226.909161676645,17977.088702790206,22304.622218983775
Agosto,9806.05182116501,19805.055367487148,25502.205193014706,7274.1302522624665,18573.130743744005,9191.692249271682,21348.516781110844,17424.639662497935,23431.492708007976
Septiembre,9396.649546191884,22361.070734061992,24589.281975959737,7081.926298067985,18505.693606481436,9070.992185511966,21472.75699678438,17225.915263699404,22737.368909683268
Octubre,9048.378971692664,19351.015793087663,24418.563706776302,7612.633881901994,16215.042790576523,9042.680740765252,15228.153409829592,17049.343500551626,21679.105049822665
Noviembre,9685.295165186064,20191.804794870386,22151.391564618414,8091.829979685871,18517.67004768243,8796.242204884704,19853.402789700955,17056.10924774429,19508.393348556707
Diciembre,9145.067578963737,18358.457557355905,29392.81300676867,7636.344210784554,20434.71881486738,9279.70285881943,20159.98067021303,16817.15853970325,26008.015749418646
2013,,,,,,,,,
Enero,9589.12264611711,14543.233299732008,28253.033530571993,7689.349469748731,18035.18854007703,9020.122235466451,17339.8483530997,17241.57020117099,23591.717809918522
Febrero,9168.719778764967,13352.18449118798,25122.180562771588,7150.090162326118,15897.14279212307,8796.60239210381,18928.902305544252,17763.27171514656,24436.104075446277
Marzo,9562.473702906671,16271.08948697754,25179.462557351977,7212.259876609541,18967.92952985971,8670.553813397313,21060.40886477865,17211.67674435525,25241.872832369943
Abril,8483.22876295595,16887.940344230465,23736.324461017088,7062.914175410166,16927.53647477698,8613.117150497896,20200.714369129975,17473.067494394403,24089.604334990676
Mayo,8485.452948371732,18859.093792707114,25185.5325600208,7754.826408672197,16855.160683563896,8399.555265787441,20237.43834085122,17321.825473233537,20807.16448156043
Junio,9248.198629742965,17272.406689357107,26556.288859951204,7634.448502951609,18482.777017304135,8077.205116734575,20498.316057235377,16150.19744907956,25079.107940814854
Julio,8846.98618131703,15438.07911641694,21686.056717226435,7234.910182305044,16616.83069514637,8873.65267600967,15658.419218585006,16312.431494530767,18840.66668100112
Agosto,8484.8638372254,18972.226549192634,26116.26395865533,8409.119401594917,17686.342210282248,9119.294906846182,20463.237932933967,17815.978643294588,21158.96756488676
Septiembre,8232.639086394553,19516.755665380642,23653.922502166344,8546.451653384705,18650.51900250889,9671.229673987482,22158.848014576277,16915.763109243697,25270.12895497728
Octubre,8551.497147576587,14929.266871187787,21891.375245083476,8798.423508711045,16695.998130871503,9047.735983815923,17028.383407515976,15175.162005375343,19729.148381640654
Noviembre,8129.831086160097,16132.9698464426,21392.073724786656,8728.710225472509,17840.708184985986,9941.116336222643,19055.723682852058,15132.435034148277,22254.03829170754
Diciembre,8320.9780443197,15806.236007359848,21831.328928494688,7947.730456991722,18052.92459864915,9578.773811888837,19553.48756111177,16951.15963909116,24339.003679335507
2014,,,,,,,,,
Enero,8696.603305785124,14216.52455156191,18132.256463288522,8762.058887857525,16611.76752944063,11236.896639094253,17857.60837804433,17264.082430428134,18510.014060263322
Febrero,8361.932977610379,12348.961071051617,25911.212126418723,8887.341977041546,17395.502755133628,10560.13565540008,17099.233851576762,16693.34008517922,22519.45521698984
Marzo,7889.8129655172415,14835.998981413628,27078.22466150183,8517.111398124754,17470.184801542502,10620.14258410309,20078.533745037494,16076.767253237205,23492.842018860698
Abril,7751.952725644565,13071.508791994282,29235.919848589325,8153.510345786569,15962.123413342719,10585.013709873378,16656.947532497918,17951.02920146227,17009.330158535086
Mayo,7697.727691366005,16993.785795685915,26389.184006580716,8756.419344271988,18820.657403860994,10552.636419144661,17301.94875159229,17128.60360444486,24131.155936000483
Junio,8649.614742914797,15223.332630957899,23993.27329554432,8754.508416385765,17461.012850368694,10581.829327309677,19971.86283442319,14834.484683141463,26256.14370557481
Julio,7811.419478322505,17569.84621064973,26149.665544133288,8704.915517600668,15881.479715183657,10165.146028265412,17417.07165972518,16861.322106348303,21175.394890002783
Agosto,8258.408147190943,14615.854023398806,22794.1122324159,8196.244349791992,16988.51063481132,10435.107487533522,17935.747231113543,16845.7986250568,22197.334855500558
Septiembre,8551.304981652354,15737.888828092784,23647.287885601225,8224.60849555615,17642.03571492241,10217.785728301016,20411.11891052723,17229.8452710602,23286.799431501946
Octubre,8142.833096025433,16193.427654987376,22653.71920725049,8099.3704161234755,15562.084149796336,10215.081889960959,15499.93696993177,14401.4056607363,20838.934238313752
Noviembre,8285.247557298297,13869.20829980767,22466.602880730927,8069.607917593471,16331.817405349642,9404.18266395888,16071.54157098848,15464.824257893015,23507.66524467141
Diciembre,7983.792360746321,13332.41206810512,21797.320067318342,7822.634910392755,11971.188864873026,9238.363501890935,13408.400570865151,13093.6350801872,22303.029690189327
2015,,,,,,,,,
Enero,8238.118822117542,14440.757790762867,27338.85540838852,9744.342787362835,17924.414208544495,9871.485965647806,14738.636731395443,18604.64736172918,16381.296959826275
Febrero,8944.92258248017,14781.124108626993,27711.07467204844,8320.337082531505,15632.3607281095,10358.948593372474,17084.5340886817,19402.78349470285,17105.75345669735
Marzo,8669.476083872114,16649.485946442637,26205.88933200399,9189.134946535583,20001.59939262154,14351.736351297308,20949.926967058258,17648.289993728155,27261.553210097394
Abril,9083.83052497907,15019.730086135138,24902.51651921482,9724.532659681134,19964.044863517196,11549.970104957838,23661.009220870208,19894.823144672173,22688.81369362048
Mayo,9048.27127516935,19254.223288503512,23106.775042992263,8521.596746980778,18805.574080762526,10942.199403364873,20324.834127777798,21337.25025985937,19842.357583283378
Junio,9873.14043309779,19284.92639324408,25905.479175845543,10244.225086377506,18925.83055425574,11420.511144672817,20489.430428327203,20634.14044319633,19435.868009168305
Julio,10208.885342284528,18973.1271966145,27578.31624531835,11105.987644249986,18420.226868994436,11380.858418752783,18894.72523310937,19344.776912311794,20874.36895982582
Agosto,10561.02381720806,19424.41598375222,27127.8013645362,11069.184122323262,19021.91741600846,11714.23652492158,23457.305156877443,22558.604742651078,24756.999365136948
Septiembre,14920.574663072777,20899.641060061935,24668.840702975634,14926.037887284045,19426.727885622317,12018.832394722389,22395.073089397454,20354.767002606954,17451.330100507323
Octubre,11102.606976328512,22201.338370089547,26117.546169239566,10268.99403077084,18414.5547379421,18286.27538732612,21790.280746482546,23299.655816489998,18262.229768848567
Noviembre,11584.138998515515,17095.55806766159,25062.94519986894,9632.616101545977,19354.10260516632,44112.00482768901,25081.299516166844,24340.718082721698,17290.627272727277
Diciembre,12025.72906461738,22292.89427451687,24726.46155543728,14241.57638232238,20354.090575286988,12844.257880097724,23355.33800832773,23468.199081224502,NI.
2016,,,,,,,,,
Enero,11551.510722627221,24217.4091769158,29896.906377204883,11462.72938362721,18470.826676012577,10666.287071649745,21387.748661696187,19700.84217860181,NI.
Febrero,10720.402907001904,21913.033584404722,27863.360677083332,11033.910451093338,17175.09330621936,11390.905811508448,21710.10598260501,20841.144621551473,NI.
Marzo,11223.960986822223,20960.580454418086,28881.180526551885,10503.32960358136,19507.975673426492,11832.416210458041,24715.750561944304,20082.35944497025,NI.
Abril,12022.940894864589,22340.35672674069,27424.72315966055,10391.680922535503,16614.61163003523,11892.0196001664,18268.661291413842,20675.67824800407,NI.
Mayo,10785.801287446297,20208.58954320965,27296.84594842469,11071.636061465924,18247.781985377685,11372.604798498363,22290.988148390214,20895.518372990322,NI.
Junio,11230.410933899402,23016.258171606896,26417.188319637768,10404.141186133724,16117.862302393647,11867.015447248086,20011.44182414806,25572.790531695267,NI.
Julio,12213.464920308847,23309.47301141433,28164.99681874612,10184.569399657013,16062.49637223311,12124.308680351587,19499.637180469334,25244.958241758242,NI.
Agosto,11905.20206781325,20926.619586750712,28468.927053012256,9723.329861674498,15539.128600614342,11713.983065135044,19231.440717480884,30384.482408566262,NI.
Septiembre,12230.13360850723,23272.311838156747,26417.381588466305,9710.787100624337,15699.663312359873,10970.232022609147,21832.83772634139,30240.23433525412,NI.
Octubre,12059.288406734491,21343.653444791416,29934.883632019115,10253.522716361065,16805.863952587122,10954.141698433314,23623.568293059365,29740.236452543526,NI.
Noviembre,12252.654020089425,22061.21907249123,27840,10430.323878288627,16501.03882452415,10275.625614882949,19362.600548817583,30036.080580426056,NI.
Diciembre,11480.424231576186,22602.87565928436,26231.109260658137,9904.455209057516,15086.343860702227,11361.567026260725,16461.294345723843,31223.126314173896,NI.
Nota1: El precio nacional corresponde al promedio ponderado por ventas del precio de los principales productores-importadores.,,,,,,,,,
"Nota2: Los precios de octubre, noviembre y diciembre de 2007 son iguales debido a que la información de este periodo no se recogió en forma mensual sino acumulada para el trimestre.",,,,,,,,,
NI: No informa precios se dejó de comercializar por ser muy toxico,,,,,,,,,
