Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
"TABLA 77. IMPORTACIONES ANUALES DE PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICO",,,,,,,,,
                  SEGUN ZONA MUNDIAL AÑOS 2009 - 2017 ,,,,,,,,,
,,,,,,,,(Valor Miles CIF Dol Impo),
Año,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016,2017.0
Grupo,,,,,,,,,
ALIANZA PACÍFICO,15638.73118,16141.052669999995,20662.559540000002,21556.149249999988,32644.323879999993,46256.57618,44840.923489999994,43488.06516,48837.6068
CA Y EL CARIBE,2193.9107,2759.4834100000007,3700.4688699999997,2599.44858,2153.2331500000005,2851.602540000001,1966.0751099999998,1732.25099,1466.44587
CAN,16480.394650000002,14877.975480000001,17052.21325,21303.207490000004,36746.45571999999,47336.923140000006,39791.19178999999,43681.45257000001,40215.677709999996
CARICOM,13272.196460000001,11589.77656,9414.23999,3528.72861,1279.3326,18840.368130000003,11388.9556,12476.237200000001,4920.66243
EFTA,496.36924999999997,47.05709,259.92981,298.36928,737.6065299999999,1600.8575500000002,1754.00163,1962.57561,2664.78691
JAPON,61.45096999999999,113.21473000000002,303.35769,265.14777999999995,189.25241999999997,111.21765,169.34883,85.53378000000002,57.58331999999999
MERCOSUR,12858.55113,12450.671499999999,13402.45829,14283.466389999998,16435.010469999997,20994.83397,23236.950719999997,21752.02826,18439.811540000002
RESTO MUNDO,14962.250749999997,30503.699330000003,54581.25508,89268.50095999999,110786.90553999999,107047.92824999995,74641.30980999999,80269.80086999999,76256.63510999999
TRIANGULO NORTE,0.0,37.68,0.0,0.0,0.0,0.0,0.0,346.78243999999995,0.0
UNIÓN EUROPEA,196.63048999999998,221.88212000000001,134.81214,2925.3795800000003,5913.504890000001,6857.13537,404.91167,864.3852,978.13511
USA,1495.33322,2775.3598700000016,1829.72531,1656.49765,17996.02325,10665.656449999997,14221.647270000003,10626.28339,9435.095039999998
VENEZUELA,19.0516,,80.9,20.04,28.0162,,,80.02946999999999,165.63857
TOTAL GENERAL,77674.8704,91517.85276,121421.91996999999,157704.93557,224909.66465,262563.09922999993,212415.31591999996,217365.42494,203438.07841
Fuente: Cubo de Comercio Exterior por subpartida arancelaria a 4 dígitos NANDINA .,,,,,,,,,
