Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
TABLA 116. BALANZA COMERCIAL  DE PRODUCTOS DE ORIGEN AGROPECUARIO Y AGROINDUSTRIAL. 1992 - 2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,(Toneladas)
D E S C R I P C I O N,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017
 III.  GRASAS Y ACEITES (ANIMALES Y VEGETALES).,-93874.47499999996,-171269.069,-139810.52000000002,-156603.33900000004,-177598.575,-113932.50799999996,-170036.26499999996,-135715.20599999995,-86766.497,-88475.55299999999,-96208.65099999998,-84319.393,4519.165999999997,32965.835159999966,-2258.802350000029,96834.04474,41612.35409000002,-35213.71566999996,-262263.12888000003,-200874.00153000004,-226922.28369,-172874.05535000007,-200861.97909999994,-16173.675980000111,-212862.45564000006,45724.63737000007
   15 Grasas y Aceites (Animales y Vegetales),-93874.47499999996,-171269.069,-139810.52000000002,-156603.33900000004,-177598.575,-113932.50799999996,-170036.26499999996,-135715.20599999995,-86766.497,-88475.55299999999,-96208.65099999998,-84319.393,4519.165999999997,32965.835159999966,-2258.802350000029,96834.04474,41612.35409000002,-35213.71566999996,-262263.12888000003,-200874.00153000004,-226922.28369,-172874.05535000007,-200861.97909999994,-16173.675980000111,-212862.45564000006,45724.63737000007
,,,,,,,,,,,,,,,,,,,,,,,,,,
 IV.  PROD. DE LAS IND. ALIMENT; BEBID; LIQ-ALC. VINAG; TAB.,343143.3149999999,517224.39300000004,257768.37099999993,575447.7030000001,75847.35000000014,268757.4550000002,497490.8559999998,468142.00299999997,428914.95,129921.83299999987,580420.0199999996,643891.1330000001,742965.5640000001,590067.9254999991,6031.378759999821,-454418.5846900002,-959573.7962599999,-302170.04938000016,-707046.9252099999,-739160.2251800004,-1161875.2884400003,-1336927.4253999996,-964156.3380699998,-1396131.7524900003,-2469146.30392,-2322274.67736
"   16 Preparaciones de carne, pescado, crustáceos, moluscos",-14552.473,-22265.453,-20857.376000000007,-27442.924,-40276.871999999996,-39327.263000000006,-44931.674000000006,-31488.925000000003,-40221.66699999999,-53288.628000000004,-56920.66999999999,-50748.85900000001,-48440.85400000001,-64136.61846999999,-73365.8564,-75407.99672,-79899.00735,-77662.81950000001,-85349.26821,-94023.67872,-87119.60799000002,-73059.37602999997,-73627.35441999999,-80297.32899,-76276.21967999998,-68359.67988999998
   17 Azúcares y Artículos de Confitería,463363.6039999999,752103.4360000001,658214.062,996990.7100000001,798663.1220000001,935304.7570000001,1268715.5920000002,1188816.3630000001,1220162.0980000002,966671.7379999999,1298288.9639999997,1352752.486,1382611.735,1286917.7144399993,955027.33565,712446.6988199999,363334.55733000004,921443.552,722894.3061199997,766845.95441,523114.47186000005,438562.87240000017,865424.50138,864689.7487599996,340744.6571800002,612195.9583000003
   18 Cacao y sus Preparados,10443.448999999999,12100.903999999999,10256.022000000003,4083.6679999999997,7662.259000000001,3907.518,1317.335,-1896.4339999999988,-4306.600000000001,8161.966,2363.906000000001,11369.459000000003,19963.501,15161.5527,7485.174240000002,501.3871700000034,9334.580450000001,8613.621140000001,3240.424860000001,3953.5791100000024,7606.244519999998,9650.592120000003,9702.197389999998,14414.666450000002,12443.401509999998,20291.212539999997
"   19 Preparaciones a base de cereal, harina, leche; pastelería",6045.890000000003,-4078.5789999999984,-5704.8330000000005,-9392.520999999997,-7137.415,-7611.494000000002,-21073.635000000002,-31015.617999999984,-55098.34100000001,-127149.84300000001,-68056.71499999998,10153.865999999998,21520.767999999996,13168.532840000003,13574.634270000002,13349.12353,6667.2029100000045,-8435.654039999998,-21952.987439999997,-42787.03941000001,-50253.57095,-51807.69523999999,-46035.30944000001,-53141.33759999999,-56642.57876999999,-26752.014850000007
"   20 Preparaciones de legumbres u hortalizas, frutos, otras",11552.494,1979.426000000001,-5197.742,-6872.101999999999,-10591.086999999998,-19359.088000000007,-20550.279000000002,-9509.566999999997,-12256.688999999998,-10840.626999999999,-9421.553,-7773.878999999998,-1211.670000000002,-4619.672059999999,-4456.407649999997,-6684.873820000004,-15451.974010000002,-14572.532519999997,-26096.37524,-34557.30676,-52459.553060000006,-61191.472860000016,-69900.60704999999,-79054.25565999998,-84808.70486,-75090.12514999999
   21 Preparaciones alimenticias diversas,8796.207,6639.456000000001,6613.976000000001,3335.506000000001,3740.791000000001,1596.0349999999994,-7252.651999999999,751.5860000000001,6892.584999999999,19408.754,23979.899999999994,23735.428,55799.314,71504.25730000001,28944.05072,35154.348349999986,43718.38225999999,34716.93426999998,13134.20384,9479.549070000001,-8530.509820000001,-17449.774170000004,-28232.38860999999,-35789.392790000005,-27981.7654,-31664.928399999997
"   22 Bebidas, liquidos Alcohólicos y Vinagre",-8945.240999999998,-16791.831000000002,-18891.665000000005,-69499.70599999998,-155190.259,-146324.28700000004,-92087.48800000003,-63517.09500000002,-51526.63000000001,-53747.369,-30779.122999999992,-4978.362000000008,31921.06,35602.47159,2028.865059999994,-15856.725630000003,554.8186599999952,-15335.231360000003,-66458.61277999998,-59307.75362,-106668.16304000001,-169534.90020000003,-154652.92712,-473870.80186,-848155.6350099999,-937894.6414000001
   23 Residuos industrias alimentarias. Alimentos para animales,-158293.88900000002,-224711.18700000003,-379683.6340000001,-326316.54400000005,-529694.845,-463912.417,-587799.34,-583561.3160000001,-637839.072,-618958.087,-584298.883,-700452.5040000001,-726597.95,-773697.9535399999,-931333.1487600001,-1123970.38226,-1289512.1608099998,-1157362.98793,-1245647.0517999998,-1290921.7005400006,-1388316.0045100003,-1417121.2339899999,-1468168.1535099999,-1551534.50447,-1724066.4038600002,-1810765.1247
   24 Tabaco sucedáneos del tabaco elaborados,24733.273999999998,12248.221000000001,13019.561,10561.616,8671.655999999999,4483.6939999999995,1152.997,-436.9909999999993,3109.2660000000005,-336.0709999999996,5264.194000000001,9833.498,7399.660000000001,10167.6407,8126.731629999998,6049.835869999999,1679.8042999999989,6425.0685600000015,-811.56456,2158.17128,751.4045499999997,5023.56257,1333.7033099999996,-1548.54633,-4403.05503,-4235.333810000001
,,,,,,,,,,,,,,,,,,,,,,,,,,
  V.  ALGODON,31019.572000000004,-21123.437,-33734.82200000001,-32583.229999999996,-19924.485,-47166.242,-43031.463,-37458.60599999999,-59065.901,-54822.825999999994,-64760.883,-64149.82899999999,-36809.778,-37249.247820000004,-61163.15532,-52740.94944,-49977.030849999996,-60647.8643,-50387.8256,-44148.69426,-26796.719309999997,-32995.05212000001,-28940.11843,-29499.67344,-33189.01588999999,-25352.62705
   52 Algodón. 2,31019.572000000004,-21123.437,-33734.82200000001,-32583.229999999996,-19924.485,-47166.242,-43031.463,-37458.60599999999,-59065.901,-54822.825999999994,-64760.883,-64149.82899999999,-36809.778,-37249.247820000004,-61163.15532,-52740.94944,-49977.030849999996,-60647.8643,-50387.8256,-44148.69426,-26796.719309999997,-32995.05212000001,-28940.11843,-29499.67344,-33189.01588999999,-25352.62705
,,,,,,,,,,,,,,,,,,,,,,,,,,
   TOTAL AGROPECUARIO Y AGROINDUSTRIAL. SIN CAFE,190470.05600000048,8365.82500000003,-879063.1450000011,-1086642.0170000002,-2323154.036,-2066300.854,-2330122.638,-1276032.092,-1805322.2559999996,-2509374.011999999,-2318908.2600000002,-1941022.0680000002,-1888923.6339999991,-1960028.2537400008,-3645765.77293,-4067853.0280900006,-4443502.68934,-3819077.8893300006,-5278031.100349999,-4796905.586710001,-6097723.22958,-6449279.883480002,-6464585.293559999,-7645069.053450001,-8975720.246629998,-8368388.7154
,,,,,,,,,,,,,,,,,,,,,,,,,,
C A F E 3,968240.1229999997,787966.9339999999,672686.3480000002,557738.7259999999,598861.3,618213.789,637190.148,568692.4859999999,513392.0449999999,555772.93,574093.1939999999,578653.642,568521.801,593245.3402399999,582516.9111099999,630969.11792,593486.7474600001,415405.24025,378660.31755,379739.40245,337358.0342899999,521961.29909000004,605224.4482500002,711168.7302600001,727579.9042999999,699319.4352400003
,,,,,,,,,,,,,,,,,,,,,,,,,,
   TOTAL AGROPECUARIO Y AGROINDUSTRIAL    ,1158710.1790000002,796332.759,-206376.79700000084,-528903.2910000003,-1724292.7359999998,-1448087.065,-1692932.4899999998,-707339.606,-1291930.2109999997,-1953601.081999999,-1744815.0660000003,-1362368.4260000002,-1320401.8329999992,-1366782.9135000007,-3063248.86182,-3436883.9101700005,-3850015.94188,-3403672.649080001,-4899370.782799999,-4417166.184260001,-5760365.19529,-5927318.584390002,-5859360.845309999,-6933900.323190002,-8248140.3423299985,-7669069.28016
,,,,,,,,,,,,,,,,,,,,,,,,,,
       TOTAL BALANZA COMERCIAL COLOMBIANA,25343022.92799999,26095297.981000006,25545809.47900006,30740592.813999746,38636864.0109998,40728975.68499957,51076199.30699952,58730937.87399904,53945283.93499871,54562103.27499949,47683366.14499956,64145205.2609995,63583221.35199874,65482357.54709983,68625923.8352602,75536851.87594995,72602301.94074033,82686023.4631801,88740983.0573002,102867328.92404994,97507075.0687803,100649441.00730006,110935447.54606017,92452709.37673977,97893554.5810902,116798828.04508959
" 1/.  Se excluye la partida Café, incluso tostado descafeinado del Sistema Armonizado",,,,,,,,,,,,,,,,,,,,,,,,,,
" 2/. Incluye las partidas 5201, 5202 y 5203 (algodón sin cardar ni peinar, desperdicios de algodón y algodón cardado o peinado.",,,,,,,,,,,,,,,,,,,,,,,,,,
"3/  Incluye la partida 0901  Café, incluso tostado descafeinado del Sistema Armonizado",,,,,,,,,,,,,,,,,,,,,,,,,,
FUENTE:  DIAN - DANE. ,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELABORO: Ministerio de Agricultura y Desarrollo Rural, Oficina Asesora de Planeación y Prospectiva - Grupo de Información y Estadísticas Sectoriales.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,248888.59099999955,,,,,,,,,,,,,,,,,,,,,,,,,
