Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,2000,4750672,5182042,5044098,4539853,5307150,5666186,5524035,5367753,5299043,5137206,4820906,4521247,5096682.583333333
,2001,5657338,4297936,4732844,4754920,6887250,6021833,6809941,6498738,6811077,6453493,4026531,6017170,5747422.583333333
,2002,6594432,5449212,4894419,5724265,6298887,6774251,6970726,6704586,5943856,6184599,5390857,6497545,6118969.583333333
,2003,6258671,6511528,5747902,5689975,7166422,6369454,6323203,6360636,6622422,6591261,6746842,6757788,6428842
,2004,7718617,6388089,6212149,6356189,7008879,8167224,6852405,6445882,6850204,7776341.2,7704516,6422198,6991891.100000001
,2005,7775237,6680645,7029061,5475915,6475566,7209473,6078988,9500205,7321422,8123251,8906702,7815353,7365984.833333333
,2006,6233052,6711749,7940598,7614044.150031849,6773237,6650712,6497908,7268004,7009191,8162377,6532496,8418783.58637241,7151012.644700355
,2007,7688070,7896506.5175833,6016356.35197371,12077058.094057044,12816578.6265746,10156021.4408411,11277857.228935827,13659278.7153981,12218676.467808636,10600724.318250475,10424990,10234915,10422252.730118567
,2008,11072026,10109450.751423175,10043652,12904371,11479733.1891696,10222759.8323272,9270606.623432336,9166362.231326936,8894679,8493842.67411195,9287433.601481067,9460587.181931956,10033792.007100351
,2009,9562554.11176977,9534607.28076735,10043108.830169179,10064200.712541096,9866040.94311673,9879865.30009067,9061139.458597973,8910652.35472524,8714452.962883538,8241493.47165595,8270116.04482333,7877045.78031663,9168773.104288122
,2010,8040025.584310006,7538783.855908698,7682152.57768486,7179311.96740458,7378259.370632836,7585291.68953243,7606588.53433381,7581385.0552022,7575104.33393852,7133692.388455625,7545614.53902231,7570805.161919667,7534751.25486213
,2011,7818849.99410175,7856900.2790885065,7281701.7071554065,7112251.650988172,7994682.624513535,7819494.90303666,7633583.28061276,7556484.296145377,7626696.527281614,7747218.81294534,7649850.182255903,7753566.026201164,7654273.357027183
,2012,7742754.553862992,7754743.315018238,7634252.57688257,7744423.565253551,7763852.829417299,7814920.333950259,7631262.418315296,7649340.8320573345,7657067.230294128,7487717.436157911,7456894.61322241,7427737.0728155635,7647080.564770629
,2013,7368580.5646448145,7444435.944608588,7402788.045894944,7241275.333769988,7803118.388913759,7807250.763476995,7892229.225926838,7870859.257303807,7810358.302739184,7833206.005306698,7895037.744635163,7945074.483651589,7692851.171739363
,2014,7895186.24846757,8002334.219913043,8036864.02397444,8083151.553446626,8097536.303623401,7946865.080116788,7898420.79453493,7847808.206560401,7773338.434567541,7700884.103795781,7634951.788989607,7692043.816263288,7884115.3811877845
,2015,7760355.66636025,7668924.098843885,7784269.615279667,7744663.513926997,7789309.631472505,7848349.174837596,7963339.628265095,NR,NR,8971287.016849406,,,7941312.293229425
,,,,,,,,,,,,,,
CARNE EN CANAL,1996,1973006,1958016,1829780,1894723,1935973,2038135,2024876,2072935,1950144,2011724,1854487,2061384,1967098.5833333333
,1997,1987667,2004613,2008923,2199052,2142805,2087125,2251631,2200202,2289122,2239853,2315872,2252481,2164945.5
,1998,2281104,2412809,2505740,2839145,2932075,2749184,2888400,2951366,2761714,2929473,3040568,2821369,2759412.25
,1999,2879721,3080011,3046792,3028553,3145372,3085202,3063769,3089982,2937070,3088038,3089258,2992320,3043840.6666666665
,2000,3026779,3039367,3069071,3069071,2877519,3239965,3180535,3265662,3121748,3076685,3013197,3013122,3082726.75
,2001,3076346,3150750,3380151,3768767,3924423,4190418.633819,4178412.521653,3846972,3929619,3746035,3909301,3825323,3743876.5129559995
,2002,4121994,4108316,4184419,4202214,4350700,4522464,4509276,4501275,4535015,4135846,4403509,4406098,4331760.5
,2003,4372580,4087333,4183930,4223668,4744415,4804694,4689972,4361239,4599079,4481380,4579511,4480155,4467329.666666667
,2004,4464912,4354537,4401084,4774901,4752779,4752415,4497041,4410906,4255646,4480192,4586050,4612578,4528586.75
,2005,4647297,4742073,4785615,5039862,5057052,4909403,5052285,4825087,4888973,5009073,4732614,4877176,4880542.5
,2006,5033522,4729143,4710209,4797077.95074934,4980363,5057086,4687914,4956828,4936557,4813124.53995408,4800154,4935569,4869795.624225285
,2007,5096824,4778347,5146488,5869196.041833497,6033027.127334013,6054465.299400797,5910688.159504414,5673548.328346178,5583896.0826678,5432024.586580019,5476623,5531996,5548926.96880556
,2008,5558302,5588660.929631867,5644928,5289978,5873167.09250656,5822530.535188,5963507.684024732,6149305.648662129,6225653.765557529,6268077.985439462,6252575.06229204,6210474.966227666,5903930.139127498
,2009,6212800.222497272,6234488.13168067,6436357.828537584,6759463.071852003,7767865.32433169,6852555.98061704,6466517.000976262,6233475.04338324,6105535.15580391,5639427.38257135,5317452.41594612,5047183.53499186,6256093.424432416
,2010,5035078.8663535,4998218.251042246,5106840.5479873,5322980.8639318,5426745.72183591,5616067.952483945,5519237.04697197,5494770.60778844,5326036.0886441,5114797.242118892,5146449.40371184,5252639.126236205,5279988.47659218
,2011,5721239.21257864,5799923.241697477,5838194.369321214,5786532.499249998,5754631.634382645,5725306.84693667,5773034.2727226615,5667107.08190883,5667344.201492514,5721746.388690674,5741503.613239158,5803315.847446903,5749989.93413895
,2012,5845337.467903895,5849490.55171177,5842919.35164639,5891295.658432342,6002195.630130697,6027576.335594802,6014394.528896556,6110537.094725282,6080420.577551206,5975299.867633041,6001422.02832988,5957502.435723008,5966532.627356573
,2013,5946426.7302914085,5877062.267598603,5906939.298508181,6075768.362190569,6102524.890267572,6140234.01700852,6161841.9327747,6175169.687746917,6196705.353273493,6202131.85739843,6225920.758297747,6217902.961184873,6102385.676378418
,2014,6211327.853477633,6213394.700087494,6235944.869078942,6274533.688523127,6458661.403678199,6460124.125368395,6446323.449860917,6451227.864623596,6436405.403791309,6420914.6321445685,6433123.776127412,6440849.415753091,6373569.265209557
,2015,6396102.761438632,6369347.015878726,6390911.863863301,6418395.50899412,6519442.739871482,6657686.341415344,6599948.206942605,6950000,6941791.486297501,6933582.9725950025,,,6617720.889729671
,,,,,,,,,,,,,,
POLLOS EN PIE,1995,1018633,1000000,1013779,1030113,1035908,1051918,1028019,1049068,1059595,1103784,1096931,1094286,1048502.8333333334
,1996,1066007,1096942,1096114,1114484,1148955,1167925,1174018,1165617,1241821,1247671,1248205,1282773,1170877.6666666667
,1997,1273161,1304001,1324986,1374278,1395069,1379401,1363329,1350885,1371568,1422051,1486841,1580225,1385482.9166666667
,1998,1561948,1680564,1711263,1732939,1757581,1698269,1624341,1599652,1644029,1684504,1672013,1670599,1669808.5
,1999,1753485,1791065,1803350,1788006,1696915,1719427,1817582,1844145,1837210,1806155,1863181,1923313,1803652.8333333333
,2000,2417776,1932080,1834542,1848292,1824798,1857957,1863785,1907041,1911709,1953926,1979061,2090377,1951778.6666666667
,2001,2037826,2040210,1987023,2004448,2000000,2012111.321024,2007089.297873,2000000,2101394,2066288,2098240,2228337,2048580.5515747499
,2002,2155312,2065792,2044037,2078736,2049645,2046362,1981183,2077717,2098555,2160692,2388612,2202084,2112393.9166666665
,2003,2407458,2363683,2466171,2392285,2411688,2519899,2450629,2762309,2552405,2645509,2576240,2822050,2530860.5
,2004,2540167,2401384,2534093,2414377,2654295,2533711,2888901,2825420,2878649,2785324,3596856,3218760,2772661.4166666665
,2005,3221979,3204157,3459519,3208143,3730355,3417154,3201211,3392417,3200000,2230576,2440593,5616437,3360211.75
,2006,2498250,1104933,2250261,2153053.016453382,2217494,2292453,1569599,2337368,2561221,2275183,2318203,2429712,2167310.8347044485
,2007,2424108,2568910,2669626,2576400.9198294,2505021.56956937,2548674.9638597523,2535100.36106377,2651255.0147840143,2349388.465521496,2263529.851059496,2373656,2433346.4528598944,2491584.799878933
,2008,2623365.82777992,2766053.6923567853,2847966,2707075.93735525,2469979,2369101.6,1757214,1579289.2463085132,2326933.864047887,2478360.27632013,2615491.7658616137,2873336.03960986,2451180.6041366635
,2009,2552581.0286767203,1896637.15526986,2459836.01786758,2336591.41739291,2773136.55531162,3075934.21186518,3335373,2061533.14004966,3076014.058,3060980.95026182,2981330.22306563,3161915.6375343,2730988.616274607
,2010,2667642.17414631,2658175.2614106424,2708068.57787065,2757605.45982312,2708087.4345657923,2847983.327737893,2660484.98394824,2731691.865238,2625031.48559165,2632274.0216394817,2378564.57226437,2468515.8384770104,2653677.08355943
,2011,2460474.37181263,2471755.0696799946,2515829.648423032,2583110.6329444987,2553098.50642838,2566639.14208971,2419824.6603222904,2498656.460078483,2544564.253322325,2975681.253723725,2542313.100385971,2667845.929840549,2566649.4190876326
,2012,2683529.619213852,2590541.373088873,2640671,2686800.9776861197,2577875.78075,2469128.057826489,2364560,2373945.626289887,2353945.436195025,2460634.5637941,2569323.6913931817,2455340,2518858.0105197937
,2013,2456766.784913555,2532418.0965450373,2418144.17770051,2325230.15842245,2360271.412736215,2674421.0025793617,2959296.695675563,2393560.66641276,2591626.4577178922,2361370,2652375.4319866686,2872893.293193492,2549864.5148236253
,2014,3005442.37140185,NR,2900000,NR,3000000,3000000,3114588.361357492,NR,3138545.501845648,2094895.7903093642,NR,2063582.0292031777,2789631.7567646913
,2015,2556153.47427049,NR,2497550.460347584,2431346.1175586726,2433455.79161744,2378662.167416534,2347199.555313706,2365934.702545337,2365934.702545337,2707000,NR,NR,2453692.9968461227
,,,,,,,,,,,,,,
POLLOS EN CANAL,1995,1551923,1680423,1260185,1558764,1513037,1419457,1433519,1659264,1696473,1744444,1801122,1880303,1599909.5
,1996,1888838,1837931,1959038,1854491,1829885,1827479,1936152,1868477,2130079,2060262,1998615,2108227,1941622.8333333333
,1997,2138496,2209745,1940861,2095333,2296634,2138260,2058124,2149843,2073783,2362476,2231497,2113117,2150680.75
,1998,2589146,2480392,1756384,2526883,2590135,2835061,2898927,2812875,2729636,2356116,2113509,2162740,2487650.3333333335
,1999,2132596,2410064,2833668,2640191,2555978,2626921,2731511,2825676,2863310,3072547,2914255,2980163,2715573.3333333335
,2000,2777994,3108736,3276858,2845896,2751945,3011264,2318389,2851647,2756054,3087352,2819457,2947288,2879406.6666666665
,2001,2883993,2935662,2862335,2849614,2981429,3100460.8897,3034925.302972,3056196,NR,3162770,3504693,3754489,3102415.199333818
,2002,3602450,3215492,3316847,3338352,3264856,3135173,3430875,3281231,2831733,3757104,3654724,3309540,3344864.75
,2003,3137403,2846322,2506036,2491922,2712105,2734180,2773652,2800829,2869629,2850541,2949112,3090107,2813486.5
,2004,2735061,3223123,2291598,2957461,2694434,2584904,2885434,3379313,3362146,3447467,3447467,3016388,3002066.3333333335
,2005,2796763,2742444,2914770,3768828,3477651,2328568,3559440,3537269,3621738,3511238,3394492,4018063,3305938.6666666665
,2006,4652356,3253235,3717962,3406141.176225159,3696258,3153973,3616219,3389981,4064545,3369315,4059722,3175495.671116067,3629600.2372784354
,2007,3942531,3369898,4044057,3463178,4029588.30806755,3565660.237596912,4087809,3683559.6304617585,3580252.8269817024,3488889.9694005246,3682823,3346184.28238555,3690369.271241166
,2008,3367895.35493293,3703867,3895884,3745653.45621224,3758554,4072987.82958923,3843217.1982962172,4082255,4073697.1161778616,4232115.08491248,4267979.619773868,4158726.277710163,3933569.328133749
,2009,3969423.86210721,3904962.33584577,4072075.5962103396,3894569.154770829,4042127.54862857,3370242.71322729,4185905,4044076.31785531,3535503.65907246,4291408.28754848,4284613.096456384,4298257.426153793,3991097.08315637
,2010,3816241.943733922,3704617.58007908,3656074.56378966,3914396.00067244,3533952.0334659936,4010294.19784971,3783020.79982587,3875542.52675208,3576483.11863872,3867259.99968273,3129010.8001771,3185082.4423295762,3670998.000583073
,2011,3215659.59946998,3277190.326115786,3091737.63065018,3074169.574977912,3105858.72461771,3175754.93463051,3139225.5858388436,3274776.1504337545,3657976.6579571483,3586653.66029676,3610525.3375765546,3626049.8081925865,3319631.499229811
,2012,3636526.8237279044,3610274.6421179604,3561543.58363676,3415110.903641962,3237553.0847750707,3218594.76984453,3239188.8009007717,3358443.6349512627,3425463.6460175198,3519418.134474003,3524349.1663190317,3516760.1682808516,3438602.2798906364
,2013,3594394.9052261016,3603383.4815496216,3542293.69227595,3456060.638690496,3421276.773481544,3450252.4263993865,3542706.569645745,3450044.5784923406,3496076.2349709063,3433822.8855995615,3490089.424560714,3625379.3005947527,3508815.0759572596
,2014,3752654.23741352,3600164.8329830426,3597057.054557532,3611088.3208321496,3648254.326623493,3600992.0054946784,3667096.9557197606,3810054.789413149,3775534.066782,3654277.6197999287,3646660.9931224063,3705462.029184567,3672441.435993852
,2015,3548460.071951882,3531026.2995847785,3700471.548998697,3663984.2685277835,3461184.197012213,3459814.987150959,3476817.102046153,NR,NR,5436000,,,3784719.8094090587
,,,,,,,,,,,,,,
LECHE ENTERA (litro),1995,231,252,277,269,272,274,276,275,273,268,281,284,269.3333333333333
,1996,285,308,328,326,324,324,324,323,329,339,326,346,323.5
,1997,329,422,355,354,353,365,346,360,348,354,360,373,359.9166666666667
,1998,362,502,393,446,517,433,423,412,402,400,398,395,423.5833333333333
,1999,379,392,411,424,414,404,395,395,386,394.626,424.818,338.858,396.52516666666673
,2000,427.765,432.984,458.514,469.368,468.1,467.266,461.38,457.619,462.72,467.305,468.08,467.959,459.08833333333337
,2001,464.07,481.959,518.262,518.262,524.544,517.411626955,534.335471292,526.399,525.645,527.337,529.447,488.214,512.9905081872499
,2002,500.499,535.076,523.836,550.657,545.353,524.396,504.206,494.505,488.937,491.083,489.529,496.717,512.0661666666666
,2003,493.65,491.72,495,503.28,509.79,508.7,518.37,530.77,526.51,547.06,551.05,548.29,518.6825
,2004,556.7,425.32,570.88,544.7,581.15,597.03,609.8,596.25,590.6,591.94,626.1,628.6,576.5891666666668
,2005,616.3,599.72,619.91,633.64,667,619.2,663.13,651.79,600.25,620.36,634.17,633.46,629.9108333333332
,2006,634.25,629.4,651.523,636.7701007973815,644.85,689.19,665.25,652.7,649.13,641.24,640.56,692.8,652.3052583997818
,2007,665.7,678.96,682.46,714.316558940254,735.672,731.5483005155126,738.8709609130958,743.926843754072,749.2788211771322,749.0398454046984,735.7130268662515,775.551,725.0864464642514
,2008,786.5198684300125,785.687,826.8594606386409,830.3634449253004,845.75886057078,848.918,826.061,820.05,817.4065337387076,804.7053904471405,800.649522069336,811.930291832775,817.0757810543911
,2009,806.0443145169573,810.1067158984486,810.6730326035323,812.478231323517,809.776701908491,793.0901573149725,799.7895858479659,795.4512133899476,785.1226546570653,792.9847518782585,795.2445703519427,795.5794823434443,800.5284510028786
,2010,794.3867758405929,807.5224819661144,806.3605633597289,813.0772022626788,813.340606517559,812.095632260069,795.4024442640346,798.7699707986956,791.0244121204665,786.7523044094323,784.8672395785565,787.4602443452255,799.2549898102629
,2011,795.8587047872327,806.6678158842384,819.330276162337,821.5799006609935,828.9624936948728,841.4847846548818,851.0394373121278,852.4818656515793,859.2773890454753,875.4126138492629,889.5253602388938,904.969956911855,845.5492165711457
,2012,911.0242952850043,932.6356811543138,933.0639378399776,943.9072942918712,942.1192897742901,937.2659036881413,925.1286699570361,918.0816256883962,918.0561065614546,916.9882794793994,918.0103066502809,909.6925193499176,925.4978258100069
,2013,905.3434728195041,894.6194639062086,900.64794793017,896.928463378541,889.0217576186335,883.05340582382,866.3173370150124,862.3315667826683,868.1427429711491,872.8970217933114,869.0197366419824,874.2035626668412,881.8772066123202
,2014,879.3970681754391,879.9327795828013,891.9437044707989,889.3978370379416,900.988372789963,899.3119479717716,895.8632778494309,901.0205045591932,903.3907343480736,904.1931970352368,909.8528940784263,916.2102661307364,897.6252153358176
,2015,906.9878062251712,896.349499798735,901.2169368200423,903.3511013050035,880.5033738858444,877.5100324557751,875.8921135995814,891.8740236037665,891.8740236037665,NR,,,891.7287679219651
,,,,,,,,,,,,,,
CERDOS,1995,1530289,1581498,1543573,1406274,1337336,1527656,1441292,1566347,1568688,1591368,1646668,1701196,1536848.75
,1996,1757685,1680749,1562920,1419393,1349650,1304576,1399583,1406548,1380658,1394336,148800,1566936,1364319.5
,1997,1561382,1473415,1416890,1439550,1535555,1601192,1644025,1855409,1897729,1959616,2069126,2309312,1730266.75
,1998,2198123,2444163,2419912,2256356,2339068,2417485,2505006,2490306,2491375,2515773,2406595,2582321,2422206.9166666665
,1999,2719759,2738535,2634681,2541463,2291405,2175871,2099961,2208484,2275970,2358897,2324348,2481885,2404271.5833333335
,2000,2316621,2312806,2238939,2179173,2150309,2122479,2255815,2419544,2672684,2690220,2825926,2935684,2426683.3333333335
,2001,2934324,2893652,2837757,2818102,2921312,2849840.269373,2871402.71986,3102971,3135769,3200504,3854853,3125944,3045535.915769417
,2002,3609811,3282335,3213889,3020652,2707169,2741256,2641001,2784284,2901272,2943628,3032181,3112362,2999153.3333333335
,2003,3251279,3191117,3062415,2936923,2932801,2820797,2814660,3022240,3174529,2931191,3183125,3526576,3070637.75
,2004,3545341,3343576,3192789,3245673,3246022,3213561,3470215,3472710,4010438,3745721,3952441,4207025,3553792.6666666665
,2005,4147427,3961026,4097991,3986815,3957957,3908640,3812273,3745831,3829518,3829058,3847860,3838705,3913591.75
,2006,3757383,4220233,4057283.30619611,3676237.5036255335,3563904,3367279,3263382,3257072,3359238.16473046,3519412,3186249,3313815,3545123.9978793417
,2007,3462463,3607545,3574764,3478611.662181119,3489749.64898616,3609387.12147265,3948400.64093698,4239683.000843649,3951355.987155064,4154002.867742098,4264349.90864329,4481493.00015809,3855150.4865099243
,2008,4320496.32821127,4782629.3097122675,4415269,4460771,4757548.13371897,4833087.08501709,4820176.802346765,4398663.479434489,4475144.916322153,4882007.33878853,5607477.247896312,5770061.4266790915,4793611.005677245
,2009,6020954.162977285,4784512.33559661,5302246.692038873,4551113.48477081,4191160.61473215,3275637.331853771,3645829.5763050467,4281526.2160142,4316312.8753831,4249168.59206204,4376709.33115155,4661378.521753194,4471379.144553219
,2010,4697963.6118688155,5251535.482579141,5342906.57498565,5297503.66553982,5005322.964233219,4634954.81128796,4518484.44259998,4626096.49908054,4744761.1484269,4793575.37791288,4774971.09570925,4850243.076115216,4878193.2291949475
,2011,5053026.46962537,5140040.067842426,5062552.078521654,5041690.028200176,4881043.28586618,4554742.48788686,4508561.021393317,4328190.990992242,4490347.291625052,4471412.656941414,4491984.679350848,4546452.68971284,4714170.312329864
,2012,4501736.237266854,4556972.693485654,4463886.04520963,4455309.716941338,4353204.837814356,4104909.870096137,3992236.7079350455,4139480.715386272,4160492.12733691,4320809.425326962,4091348.963623605,4329871.141293182,4289188.206809663
,2013,4321311.461105049,4487513.356184306,5290008.862699938,5376278.801388652,5312273.905988404,5329579.441320053,5396454.551919464,5438463.777463962,5447191.208522043,5639849.113544394,5770868.870788118,5786577.166737647,5299697.543138503
,2014,5809070.943907633,5819935.82958437,5841316.098786997,5948659.688295603,5919467.25161292,5903998.501185654,5995611.855857892,6034003.241927418,5983164.123072886,5964458.679569075,5911689.640518358,5847342.291576762,5914893.178824631
,2015,6096560.146175516,5547121.539082661,5885323.640274921,5855540.255836299,5721915.32685707,5374949.260645353,5203798.553466281,5194748.403755564,5122132.018581335,6129000,,,5613108.9144675005
,,,,,,,,,,,,,,
CARNE INDUSTRIAL,1995,1796498,1819968,1891563,2071578,2125403,2117449,2128998,2128998,2128998,2128998,2128998,2128998,2049703.9166666667
,1996,2083467,2016282,2186164,2165169,2202253,2196590,2144264,2038784,2052672,2078441,2001933,2029654,2099639.4166666665
,1997,2127438,1956181,1970917,2036496,2312704,2216328,2268881,2181506,2265398,2333608,2189077,2229640,2174014.5
,1998,2296029,2348214,2434906,2638207,2769828,2928400,2885827,3151479,3227819,3190886,3331431,3450546,2887797.6666666665
,1999,3003013,3330587,3252699,3232480,3231242,3172451,3175544,3152032,3117309,3239012,3155200,3048955,3175877
,2000,3143028,3219344,3411838,2995194,3081938,2936899,2974692,3006559,3001068,3037982,3640535,3889871,3194912.3333333335
,2001,3158032,3765877,3667662,3822651,4505897,4568263.525744,4385259.582179,4382434,3591472,3445653,2893103,3229750,3784671.1756602502
,2002,NR,3626473,3440578,3367809,3535369,2581299,2544635,2792003,1917937,2721660,2980628,4065955,3052213.272727273
,2003,3251956,4582510,3901080,2738540,3881214,3959525,4253279,3362030,3240611,3082560,3610796,3018361,3573538.5
,2004,3847259,3819370,3570534,3259736,3751033,3525283,3296849,3788374,3759977,NR,4675909,4151963,3767844.272727273
,2005,3757299,3804782,3400624,2525728,4718237,4546423,4624629,5402841,5306632,5390847,5383548,5527192,4532398.5
,2006,5455814,5502085,5577364,5666439.372069642,5726197,4591584,5200607,4715678,4513582,4389630,4443489,4291655,5006177.0310058035
,2007,4483270,5100000,3831679.0496691,4598827,4970401.05218888,5700000,5761099.796334012,6365086,7223840,7437995.20938041,7614930,7549481.532091412,5886384.136638652
,2008,7645719.68205601,6411620.889604031,7839023.331530659,7921139.45331412,7782328,6850716.28370362,7208353.787592414,7606556,7235365.286080115,7378656.53426025,7813135.021024999,7770275.387422035,7455240.804715688
,2009,7739456.669023506,7394986.97178239,6883878.023373829,7275215,7705715.04435859,7197685.1317448,5417216.241518158,6392041.79380156,6175200.382834025,6099316.08696533,5159064.80254536,4885667.760445296,6527120.325699404
,2010,4541780.381762444,4428861.135315032,4765013.27672772,5008723.73930837,5200720.797320881,5323931.026628609,5436391.27629825,5404536.1744614,5026408.51731501,5119056.581674481,5258893.66619649,5409584.448338668,5076991.751778946
,2011,5403923.2774047,5107890.559365428,5290627.1209555045,5270309.300294607,5561490.107148933,5321265.5403742,5051815.479297756,5181156.249235391,5035803.121752768,5153922.922283123,5166392.403900307,4968416.41235771,5209417.707864202
,2012,4681091.785608388,4657066.42437586,4682191.75005097,4746259.691971492,5064921.862391204,5152940.275969208,5234034.741558755,5842742.011658438,5856287.414883578,5803395.260816071,5800732.87762281,5861405.593702022,5281922.474217399
,2013,5837961.889933649,5942501.020660633,6068132.984443879,6340907.334787148,6574078.094156767,6635254.9097222425,6726020.994211225,6784211.298296351,7257934.510618707,6989947.9589848,6866246.021221337,6784701.179178607,6567324.849684614
,2014,6784595.188403191,6721557.452874588,6737168.567162453,7142963.01085875,6984382.747399144,6943832.597274884,6988942.0387945715,6954251.8249999415,6925327.841504194,6800858.556239774,6893738.068307561,6702375.037852171,6881666.077639268
,2015,6921474.477608359,6919578.542469322,7295496.369626243,7169648.915782996,7156325.496897713,6224924.339950627,5999686.358972898,6769611.072577283,7366944,7206000,NR,NR,6902968.957388544
"*Nota: Hasta Julio de 1999 se tomó el precio de Res en Pie, a partir de Agosto de 1999 se toma el precio de Ganado en Pie Lotes",,,,,,,,,,,,,,
NR: No Reporta ,,,,,,,,,,,,,,
"FUENTE: Bolsa Mercantil de Colombia S.A. Gerencia de Mercados Físicos, Departamento de Información, Precios y Estadística. ",,,,,,,,,,,,,,
