Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
"TABLA 29. COCOTERO: SUPERFICIE COSECHADA, PRODUCCIÓN Y RENDIMIENTO OBTENIDO POR DEPARTAMENTO, AÑOS AGRÍCOLAS 1987 - 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Departamento,Variable,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antioquia,Superficie,1180.0,1182.0,1372.0,1178.0,1170.0,1148.0,1388.0,1493.0,1403.0,1383.0,1046.0,1056.0,644.0,1061.0,1040.0,466.5,467.0,344.0,421.0,420.0,446.0,444.0,503.0,535.0,528.0,736.0,738.0,596.0,601.0,605.0,609.0
Antioquia,Producción,6725.0,6735.0,8078.0,7564.0,7278.0,7640.0,10073.0,10262.2,8767.0,8892.2,5715.7,5738.6,3013.1,5536.1,5447.7,1973.0,1980.0,1425.0,1725.0,1570.0,1826.0,1815.0,2045.0,1972.0,1948.0,3191.0,3198.0,2691.0,2718.0,2733.0,2747.0
Antioquia,Rendimiento,5699.152542372882,5697.969543147207,5887.755102040816,6421.0526315789475,6220.51282051282,6655.052264808362,7257.204610951008,6873.543201607502,6248.752672843905,6429.645697758496,5464.34034416826,5434.280303030303,4678.726708074534,5217.813383600378,5238.173076923076,4229.367631296892,4239.82869379015,4142.4418604651155,4097.387173396674,3738.095238095238,4094.1704035874436,4087.837837837838,4065.6063618290264,3685.9813084112147,3689.3939393939395,4335.597826086956,4333.333333333333,4515.10067114094,4522.462562396007,4517.355371900827,4510.6732348111655
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolívar,Superficie,650.0,653.0,630.0,793.0,794.0,806.0,783.0,783.0,783.0,783.0,768.0,768.0,768.0,768.0,768.0,1060.0,1075.0,853.0,913.0,853.0,450.0,501.0,494.0,494.0,489.0,469.0,470.0,444.0,373.0,345.0,345.0
Bolívar,Producción,3180.0,3200.0,2835.0,3542.0,3573.0,3671.0,3577.0,3530.0,3485.0,3516.0,3023.0,4370.0,3836.0,3750.0,3750.0,3955.0,4366.0,4447.0,4704.0,4288.0,2519.0,2782.0,2781.0,3288.0,3346.0,3097.0,3065.0,2964.0,2358.0,2329.0,2298.0
